사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
정동약국,,204884.451934202,451529.148204191,2026-05-01 22:38:44,I,0002,폐업,2014-03-06 09:02:28,,2013-08-13,,,서울특별시 동대문구 답십리동 488-327,305000001120130020,3050000,000,서울특별시 동대문구 전농로 12 (답십리동),02621,,03,폐업,,,
밝은미소약국,,205541.211931615,455132.605075423,2026-05-01 22:38:50,I,0000,정상,2026-03-17 13:40:01,,2026-03-17,,,서울특별시 동대문구 이문동 149-8,305000001120260008,3050000,000,"서울특별시 동대문구 이문로 120, 이문아이파크자이단지 상가 A314호 (이문동)",02418,,01,영업/정상,,,
이문아름약국,,205541.211931615,455132.605075423,2026-05-01 22:38:50,I,0000,정상,2026-03-17 13:40:40,,2026-03-17,,,서울특별시 동대문구 이문동 149-8,305000001120260009,3050000,000,"서울특별시 동대문구 이문로 120, 이문아이파크자이상가 C316호 (이문동)",02418,,01,영업/정상,,,
옵티마웰니스뮤지엄이태원약국,,199387.896366941,448055.04886957,2026-05-01 22:32:22,I,0000,정상,2026-03-18 17:00:35,,2026-03-18,,,서울특별시 용산구 이태원동 108-9 해밀톤호텔 (본관),302000001120260005,3020000,000,"서울특별시 용산구 이태원로 179, 해밀톤호텔 (본관) 1층 1-1의 1호 (이태원동)",04350,,01,영업/정상,,,
청량리백세약국,,203744.690938687,453063.705390699,2026-05-01 22:38:50,I,0000,정상,2026-03-18 13:21:37,,2026-03-18,,,서울특별시 동대문구 제기동 635-19,305000001120260010,3050000,000,"서울특별시 동대문구 왕산로 181, 1층 101호 (제기동)",02572,,01,영업/정상,,,
경인약국,,196346.747418612,448347.230300053,2026-05-01 22:32:22,I,0000,정상,2026-02-10 13:31:46,,2026-02-10,,,서울특별시 용산구 용문동 41-2 경인약국,302000001120260004,3020000,000,"서울특별시 용산구 새창로14길 50, 경인약국 (용문동)",04356,,01,영업/정상,,,02-715-6083
청수약국,2025-12-31,202929.480858008,452835.10567055,2026-05-01 22:38:48,I,0002,폐업,2025-12-31 14:23:38,,2024-05-09,,,서울특별시 동대문구 용두동 100-1 랜드마크타워1,305000001120240008,3050000,000,"서울특별시 동대문구 천호대로25길 81, 랜드마크타워1 103호 (용두동)",02585,,03,폐업,,,
바다약국,2026-01-18,203826.293553584,453084.953109771,2026-05-01 22:38:49,I,0002,폐업,2026-01-19 14:19:38,,2025-02-20,,,서울특별시 동대문구 청량리동 758,305000001120250003,3050000,000,서울특별시 동대문구 왕산로 189-1 (청량리동),02573,,03,폐업,,,02-957-1110
든든약국,2026-01-06,205341.673793045,454835.667578621,2026-05-01 22:38:49,I,0002,폐업,2026-01-07 13:58:15,,2025-07-28,,,서울특별시 동대문구 이문동 305-59,305000001120250013,3050000,000,"서울특별시 동대문구 휘경로 12, 1층 (이문동)",02441,,03,폐업,,,
서초제일약국,,199540.273530981,442416.709711393,2026-05-01 22:48:22,I,0000,정상,2026-04-30 15:43:58,,2026-04-30,,,서울특별시 서초구 방배동 924-13 근복빌딩,321000001120260009,3210000,000,"서울특별시 서초구 방배로 111, 근복빌딩 1층 (방배동)",06683,,01,영업/정상,,,
소담약국,,199295.124468099,443049.058780463,2026-05-01 22:48:22,I,0000,정상,2026-04-30 16:04:31,,2026-04-30,,,서울특별시 서초구 방배동 851-4 유중아트센터,321000001120260010,3210000,000,"서울특별시 서초구 방배로 178, 유중아트센터 2층 일부호 (방배동)",06586,,01,영업/정상,,,
에이케어약국,,200072.354078579,418179.30611494,2026-05-01 22:05:17,I,0000,정상,2026-04-30 13:56:02,,2026-04-29,0,,경기도 수원시 팔달구 매산로1가 57-30,374000001120260018,3740000,000,경기도 수원시 팔달구 덕영대로 931 (매산로1가),16461,,01,영업/정상,,,
원천순수약국,,203959.761265923,419183.860587894,2026-05-01 22:05:17,I,0000,정상,2026-04-30 13:52:59,,2026-04-30,,,경기도 수원시 영통구 원천동 79-4 102호,374000001120260019,3740000,000,"경기도 수원시 영통구 중부대로271번길 5, 102호 (원천동)",16503,,01,영업/정상,,,
동탄스마일약국,,208624.936086903,411151.948385108,2026-05-01 21:32:17,I,0000,정상,2026-04-30 16:57:51,,2026-04-30,,,경기도 화성시 동탄구 여울동 1019,553000001120260014,5530000,000,"경기도 화성시 동탄구 동탄대로 537, 동탄스마일약국 (여울동)",18478,,01,영업/정상,,,
북촌웰니스뮤지엄약국,,198742.385754743,452952.663773806,2026-05-01 22:32:28,I,0000,정상,2026-04-29 14:25:00,,2026-04-29,,,서울특별시 종로구 계동 104-1,300000001120260002,3000000,000,서울특별시 종로구 계동길 33-2 (계동),03059,,01,영업/정상,,,
르메디약국,,,,2026-05-01 22:38:50,I,0000,정상,2026-04-29 16:15:07,,2026-04-29,,,서울특별시 동대문구 용두동 798 청량리역한양수자인그라시엘,305000001120260011,3050000,000,"서울특별시 동대문구 고산자로32길 78, 지하1층 (용두동, 청량리역한양수자인그라시엘)",02561,,01,영업/정상,,,050-4412-7190
외대경희약국,,205541.211931615,455132.605075423,2026-05-01 22:38:50,I,0000,정상,2026-03-12 13:45:56,,2026-03-12,,,서울특별시 동대문구 이문동 149-8,305000001120260007,3050000,000,"서울특별시 동대문구 이문로 120, 이문아이파크자이 상가동 c103호 (이문동)",02418,,01,영업/정상,,,
강남메가셀렉트 약국,,202163.802234786,444420.91400537,2026-05-01 03:03:03,U,0000,정상,2026-04-30 10:39:50,,2026-04-27,0,,서울특별시 서초구 서초동 1304-5 우신빌딩,321000001120260008,3210000,000,"서울특별시 서초구 강남대로 445, 우신빌딩 지하1층 (서초동)",06611,,01,영업/정상,,,
송이약국,2024-08-22,198150.300374121,452019.212642931,2026-05-01 22:32:24,I,0002,폐업,2024-08-22 16:24:11,,2022-10-18,0,,서울특별시 종로구 종로1가 24 르메이에르종로타운1,300000001120220010,3000000,000,"서울특별시 종로구 종로 19, 르메이에르종로타운1 2층 206-1호 (종로1가)",03157,,03,폐업,,,02-720-1777
온누리금보약국,2015-02-09,195547.140326252,447976.775939762,2026-05-01 22:32:20,I,0002,폐업,2015-02-09 17:03:44,,2013-08-01,,,서울특별시 용산구 산천동 202-110,302000001120130004,3020000,000,"서울특별시 용산구 원효로 51, 110호 (산천동)",04359,,03,폐업,,,02-718-3673
새봄약국,2025-10-15,203803.484634588,453084.117645319,2026-05-01 22:38:47,I,0002,폐업,2025-10-15 14:36:52,,2021-02-15,,,서울특별시 동대문구 청량리동 761 105호,305000001120210002,3050000,000,"서울특별시 동대문구 왕산로 185, 103, 105호 (청량리동)",02573,,03,폐업,,,
협성가축약품,,204089.817117361,453314.135663101,2026-05-01 22:38:48,I,0000,정상,2023-08-25 11:08:18,,2023-08-23,0,,서울특별시 동대문구 청량리동 235-4 미주상가,305000001120230012,3050000,000,"서울특별시 동대문구 왕산로 225, 미주상가 A동 1층 14호 (청량리동)",02490,,01,영업/정상,,,02-967-6200
한라약국,,199426.149287344,447955.380979937,2026-05-01 22:32:21,I,0000,정상,2016-09-12 15:51:54,,2016-09-12,,,서울특별시 용산구 이태원동 131-3,302000001120160004,3020000,000,서울특별시 용산구 보광로 124 (이태원동),04406,,01,영업/정상,,,02-795-7603
천사약국,2026-04-04,203161.490165952,452794.8079147,2026-05-01 22:38:48,I,0002,폐업,2026-04-21 13:48:44,,2023-09-12,,,서울특별시 동대문구 용두동 52-8,305000001120230014,3050000,000,"서울특별시 동대문구 왕산로26길 13, 1층 (용두동)",02566,,03,폐업,,,
수 온누리약국,,205102.874915953,452765.708982856,2026-05-01 22:38:48,I,0000,정상,2022-07-15 17:03:08,,2022-07-15,,,서울특별시 동대문구 전농동 32-4 전농동하우스토리,305000001120220008,3050000,000,"서울특별시 동대문구 사가정로 122, 전농동하우스토리 206호 (전농동)",02531,,01,영업/정상,,,
세검정약국,,196557.462118676,455479.388346619,2026-05-01 22:32:28,I,0000,정상,2026-04-09 14:20:55,,2025-10-23,0,,서울특별시 종로구 신영동 105-30,300000001120250010,3000000,000,"서울특별시 종로구 세검정로6길 104, 1층 (신영동)",03019,,01,영업/정상,,,
센트럴파란문약국,,197011.737528847,447430.100250997,2026-05-01 22:32:21,I,0000,정상,2019-04-18 09:08:18,,2019-04-18,,,서울특별시 용산구 한강로2가 422 래미안용산 더 센트럴 A동 208-1호,302000001120190001,3020000,000,"서울특별시 용산구 한강대로 95, A동 2층 208-1호 (한강로2가, 래미안용산 더 센트럴)",04378,,01,영업/정상,,,02-3785-3365
국제약국,,205915.381545941,452246.421127186,2026-05-01 22:38:48,I,0000,정상,2023-06-30 17:56:19,,2023-06-30,,,서울특별시 동대문구 장안동 142-8,305000001120230004,3050000,000,서울특별시 동대문구 답십리로 248 (장안동),02623,,01,영업/정상,,,
라임약국,,197238.047760935,448273.21111275,2026-05-01 22:32:22,I,0000,정상,2022-08-22 14:30:56,,2022-08-22,,,서울특별시 용산구 문배동 24-8 프라임펠리스 102호,302000001120220006,3020000,000,"서울특별시 용산구 백범로90길 38, 102호 (문배동, 프라임펠리스)",04369,,01,영업/정상,,,02-702-5632
메디팜 미래로 약국,,197126.773846372,449173.291375495,2026-05-01 22:32:20,I,0000,정상,2013-06-11 13:33:38,,2013-06-11,,,서울특별시 용산구 청파동2가 71-14,302000001120130002,3020000,000,서울특별시 용산구 청파로47길 40 (청파동2가),04309,,01,영업/정상,,,02-713-8716
이문하나약국,,205541.211931615,455132.605075423,2026-05-01 22:38:49,I,0000,정상,2026-02-25 11:03:27,,2026-02-25,,,서울특별시 동대문구 이문동 149-8,305000001120260006,3050000,000,"서울특별시 동대문구 이문로 120, 이문아이파크자이 상가동 3층 C303호 (이문동)",02418,,01,영업/정상,,,
최선약국,,205004.375356464,451748.804705554,2026-05-01 22:38:48,I,0000,정상,2023-05-17 16:53:06,,2023-05-17,,,서울특별시 동대문구 답십리동 21-8 답십리포레스트스퀘어,305000001120230002,3050000,000,"서울특별시 동대문구 전농로 36, 답십리포레스트스퀘어 106호 (답십리동)",02615,,01,영업/정상,,,
