건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
생산시설,(주)인포디스크,2010-10-06,,,유통관련업,게임물제작업,2026-03-10 21:37:31,I,03,폐업,"CD, DVD 복사제작",9798,,2010-10-06 17:06:11,,2001-04-04,,경기도 평택시 청북면 어연리 ***,CDFF2241082001000001,3910000,일반공업지역,경기도 평택시 청북면 한산길 **,,03,폐업,기타,,,,,
근린생활시설,삼지상사,2015-10-28,202866.909600321,393183.035492028,유통관련업,게임물제작업,2026-03-10 21:37:32,I,03,폐업,게임물 전자제품,75,1,2015-10-28 13:41:53,,2008-03-20,,경기도 평택시 고덕동 ****-*** A동,CDFF2241082008000001,3910000,,,17770,03,폐업,,,,,1,
사무실,다래,2012-03-02,205010.21389164,399016.909928725,유통관련업,게임물제작업,2026-03-10 21:37:32,I,03,폐업,소포트웨어,99,,2012-03-05 10:18:07,,2011-06-16,,경기도 평택시 진위면 신리 ***-*,CDFF2241082011000001,3910000,,경기도 평택시 진위면 송탄고가길 *,,03,폐업,기타,,,,1,
,젬스톤,2015-10-30,,,유통관련업,게임물제작업,2026-03-10 21:37:33,I,03,폐업,모바일게임제작,28.7,1,2015-10-30 16:09:45,,2012-04-18,,경기도 평택시 용이동 ***-**,CDFF2241082012000001,3910000,,경기도 평택시 현신로 ** (용이동),,03,폐업,,,,,,
,세븐소프트,2020-02-10,186043.47,386141.645,유통관련업,게임물제작업,2026-03-10 21:37:33,I,03,폐업,소프트웨어,33.47,,2020-02-11 09:16:24,,2017-12-07,,경기도 평택시 포승읍 만호리 ***-** 평택메트로하임 ****호,CDFF2241082017000001,3910000,,"경기도 평택시 포승읍 평택항로***번길 **-**, ****호 (평택메트로하임)",17959,03,폐업,,,,,,
,트윙클 리버(Twinkle River),2021-08-09,213197.600823318,388766.988108634,유통관련업,게임물제작업,2026-03-10 21:37:34,I,03,폐업,모바일 게임 어플리케이션,82.24,,2021-08-09 17:31:42,,2020-06-22,,경기도 평택시 용이동 ***-*,CDFF2241082020000001,3910000,,"경기도 평택시 현신로 ***, ***호 (용이동)",17866,03,폐업,,,,,,
,주)하늘아이,2007-05-22,181835.358338529,460894.742344229,유통관련업,게임물제작업,2026-03-10 21:38:06,I,03,폐업,게임물,,,2007-05-22 17:21:43,,2001-01-30,410-722,경기도 고양시 일산동구 백석동 ****-* 일산테크노타운 ***호,CDFF2241082001000001,3940000,,"경기도 고양시 일산동구 일산로 ***,  ***호 (백석동,일산테크노타운)",,03,폐업,,,,,,
,(주)아이티오,2011-12-29,185721.47330678,461334.816920107,유통관련업,게임물제작업,2026-03-10 21:38:11,I,03,폐업,게임물,66.12,,2011-12-29 11:07:21,,2004-02-11,,경기도 고양시 덕양구 성사동 ***-** ***호,CDFF2241082004000002,3940000,,"경기도 고양시 덕양구 고양대로 ****,  ***호 (성사동)",,03,폐업,,,,070-7841-4314,,
,주)게임토일렛,2007-05-10,185721.47330678,461334.816920107,유통관련업,게임물제작업,2026-03-10 21:38:15,I,03,폐업,게임물,,,2007-05-10 18:12:49,,2005-05-23,412-807,경기도 고양시 덕양구 성사동 ***-** 고양지식정보산업진흥원 ***호,CDFF2241082005000003,3940000,,"경기도 고양시 덕양구 고양대로 ****,  ***호 (성사동,고양지식정보산업진흥원)",,03,폐업,,,,,,
,HYH corp,2011-02-01,185960.719078031,461581.608898353,유통관련업,게임물제작업,2026-03-10 21:38:21,I,03,폐업,게임물,0,,2011-02-01 16:27:58,,2006-12-12,,경기도 고양시 덕양구 성사동 ***-** 미미아파트 나동 ***호,CDFF2241082006000006,3940000,,"경기도 고양시 덕양구 고양대로****번길 **, 나동 ***호 (성사동,미미아파트)",,03,폐업,,,,,,
,에스디코리아(SD KOREA),2008-12-23,174212.572407346,462672.502718404,유통관련업,게임물제작업,2026-03-10 21:38:24,I,03,폐업,게임물,,,2008-12-23 16:13:05,,2007-01-10,411-420,경기도 고양시 일산서구 법곳동 ****-* 제가동,CDFF2241082007000001,3940000,,"경기도 고양시 일산서구 법곳길 ***-**  (법곳동,제가동)",,03,폐업,,,,,,
,유니-테크,2007-12-14,,,유통관련업,게임물제작업,2026-03-10 21:38:25,I,03,폐업,게임물,,,2008-11-12 15:02:17,,2007-02-02,411-440,경기도 고양시 일산서구 가좌동 ***,CDFF2241082007000003,3940000,,경기도 고양시 일산서구 가좌로**번길 **-**  (가좌동),,03,폐업,,,,,,
,J시스템,2009-12-15,,,유통관련업,게임물제작업,2026-03-10 21:38:31,I,03,폐업,온라인게임물,30,,2009-12-15 17:33:18,,2007-08-07,,경기도 고양시 일산동구 장항동 *** 웨스턴돔 * 제*층 T*동 ***호,CDFF2241082007000013,3940000,,"경기도 고양시 일산동구 정발산로 **, T*동 ***호 (장항동,웨스턴돔 * 제*층)",,03,폐업,,,,,,
,(주)다도커뮤니케이션,2011-01-07,178412.929021166,460550.969062867,유통관련업,게임물제작업,2026-03-10 21:38:35,I,03,폐업,게임물,948.34,,2011-01-07 13:50:53,,2008-01-08,,경기도 고양시 일산동구 장항동 ***-**,CDFF2241082008000001,3940000,,경기도 고양시 일산동구 한류월드로 **  (장항동),,03,폐업,,,,,,
근린생활시설,메가비즈,2010-02-25,,,유통관련업,게임물제작업,2026-03-10 21:38:37,I,03,폐업,게임기,0,4,2010-02-26 13:53:56,,2008-03-31,,경기도 고양시 덕양구 성사동 *** ***호,CDFF2241082008000005,3940000,준주거지역,"경기도 고양시 덕양구 고양대로 ****-**,  ***호 (성사동)",,03,폐업,기타,,,031-965-7139,5,1
,나누리,2008-06-05,,,유통관련업,게임물제작업,2026-03-10 21:38:37,I,03,폐업,온라인게임물,,,2008-06-05 13:51:49,,2008-04-04,410-838,경기도 고양시 일산동구 장항동 *** 웨스턴돔 A동 T*-***호,CDFF2241082008000006,3940000,,"경기도 고양시 일산동구 정발산로 **, A동 T*-***호 (장항동,웨스턴돔)",,03,폐업,,,,,,
기타,범우 아케이트,2010-04-22,,,유통관련업,게임물제작업,2026-03-10 21:38:38,I,03,폐업,게임,31.75,,2010-04-22 16:03:44,,2008-04-24,,경기도 고양시 덕양구 성사동 *** 삼성홈타워 ***호,CDFF2241082008000007,3940000,일반상업지역,"경기도 고양시 덕양구 호국로 ***,  ***호 (성사동,삼성홈타워)",,03,폐업,기타,,,,,
기타,유니온,2009-02-17,,,유통관련업,게임물제작업,2026-03-10 21:38:38,I,03,폐업,게임,49.5,,2009-02-17 18:00:54,,2008-04-24,412-826,경기도 고양시 덕양구 화정동 *** 파스텔빌딩 ***호,CDFF2241082008000008,3940000,근린상업지역,"경기도 고양시 덕양구 화중로***번길 **,  ***호 (화정동,파스텔빌딩)",,03,폐업,기타,,,,,
,드림메이커 엔터테인먼트,2009-02-19,181436.745866813,460261.983671766,유통관련업,게임물제작업,2026-03-10 21:38:39,I,03,폐업,게임물,,,2009-02-19 17:08:39,,2008-05-13,410-816,경기도 고양시 일산동구 백석동 ****-* ***호,CDFF2241082008000010,3940000,,"경기도 고양시 일산동구 일산로 **,  ***호 (백석동)",,03,폐업,,,,,,
,도일기획,2009-05-28,179454.835,462535.865,유통관련업,게임물제작업,2026-03-10 21:38:41,I,03,폐업,온라인게임물,42.68,,2009-05-28 14:16:24,,2008-07-07,,경기도 고양시 일산동구 장항동 ***-* 쌍용플래티넘 ****호,CDFF2241082008000015,3940000,,"경기도 고양시 일산동구 중앙로 ****,  ****호 (장항동,쌍용플래티넘)",,03,폐업,,,,031-924-0534,,
,매니아,2009-02-27,,,유통관련업,게임물제작업,2026-03-10 21:38:41,I,03,폐업,소프트웨어개발및 기계제작,1,,2010-09-15 12:53:47,,2008-07-10,,경기도 고양시 일산동구 식사동 *** *층,CDFF2241082008000016,3940000,,"경기도 고양시 일산동구 동국로 ***-**  (식사동,*층)",,03,폐업,,,,,,
,위드,2009-10-06,,,유통관련업,게임물제작업,2026-03-10 21:38:42,I,03,폐업,온라인 겜,30,,2010-10-12 18:48:08,,2008-08-05,,경기도 고양시 일산동구 백석동 **** 브라운스톤***-*층 ***호,CDFF2241082008000018,3940000,,"경기도 고양시 일산동구 호수로 ***,  ***호 (백석동,브라운스톤***-*층)",,03,폐업,,,,,,
아파트,하나게임스,2011-02-08,,,유통관련업,게임물제작업,2026-03-10 21:38:42,I,03,폐업,모바일게임,57,,2011-02-08 15:32:34,,2008-08-06,,경기도 고양시 덕양구 성사동 *** 동신아파트***동***호,CDFF2241082008000019,3940000,일반주거지역,"경기도 고양시 덕양구 고양대로****번길 **  (성사동,동신아파트***동***호)",,03,폐업,아파트지역,,,,,
,위드,2010-10-01,,,유통관련업,게임물제작업,2026-03-10 21:38:43,I,03,폐업,온라인게임,,,2010-10-01 16:41:07,,2008-09-08,410-817,경기도 고양시 일산동구 백석동 **** 동문오피스타워 ***호,CDFF2241082008000020,3940000,,"경기도 고양시 일산동구 호수로 ***-**,  ***호 (백석동,동문오피스타워)",,03,폐업,,,,031-920-8671,,
사무실,(주)제이엠알스튜디오,2009-10-19,,,유통관련업,게임물제작업,2026-03-10 21:38:47,I,03,폐업,지능형로봇 소프트웨어 시뮬레이션 게임,27.3,4,2009-10-20 13:23:30,,2009-03-09,,경기도 고양시 덕양구 화정동 *** 은빛마을 제상가 *동 ***호,CDFF2241082009000003,3940000,일반주거지역,,,03,폐업,기타,,,,3,1
,P&K,2013-07-01,,,유통관련업,게임물제작업,2026-03-10 21:38:48,I,03,폐업,온라인게임물,93.75,,2013-07-01 19:07:50,,2009-03-12,,경기도 고양시 일산동구 장항동 *** 지평프라자 ***호,CDFF2241082009000004,3940000,,"경기도 고양시 일산동구 정발산로 **,  ***호 (장항동,지평프라자)",,03,폐업,,,,031-904-8751,,
,예인소프트,2009-11-05,,,유통관련업,게임물제작업,2026-03-10 21:38:51,I,03,폐업,온라인게임,10,,2009-11-05 12:00:13,,2009-06-03,,경기도 고양시 일산서구 대화동 **** 하성프라자 ***-**호,CDFF2241082009000010,3940000,,"경기도 고양시 일산서구 중앙로 ****,  ***-**호 (대화동,하성프라자)",,03,폐업,,,,,,
,나이스 소프트 게임제작업,2010-12-09,181343.557340962,460267.885553178,유통관련업,게임물제작업,2026-03-10 21:38:52,I,03,폐업,게임제작,12,,2010-12-09 13:53:55,,2009-06-03,,경기도 고양시 일산동구 백석동 ****-* 화신프라자 *층 *호,CDFF2241082009000013,3940000,,"경기도 고양시 일산동구 일산로 **,  *호 (백석동,화신프라자 *층)",,03,폐업,,,,,,
,센세이션 KOREA,2009-11-18,,,유통관련업,게임물제작업,2026-03-10 21:38:52,I,03,폐업,온라인게임,28.48,,2009-11-18 17:17:49,,2009-07-31,,경기도 고양시 일산동구 장항동 *** 범진빌딩 ***호,CDFF2241082009000014,3940000,,"경기도 고양시 일산동구 중앙로****번길 **,  ***호 (장항동,범진빌딩)",,03,폐업,,,,,,
,두손 Soft,2010-09-01,,,유통관련업,게임물제작업,2026-03-10 21:38:53,I,03,폐업,On-Line Game,79,,2010-09-02 10:30:22,,2009-08-07,,경기도 고양시 일산동구 장항동 *** 범진빌딩 ***-*호,CDFF2241082009000015,3940000,,"경기도 고양시 일산동구 무궁화로 **-**,  ***-*호 (장항동,범진빌딩)",,03,폐업,,,,,,
,럭키 컴,2010-06-09,,,유통관련업,게임물제작업,2026-03-10 21:38:53,I,03,폐업,On-Line Game,79.2,,2010-06-09 14:58:12,,2009-08-07,,경기도 고양시 일산동구 장항동 *** 범진빌딩 ***-*호,CDFF2241082009000016,3940000,,"경기도 고양시 일산동구 무궁화로 **-**,  ***-*호 (장항동,범진빌딩)",,03,폐업,,,,,,
,SUN 커뮤니케이션,2010-09-01,,,유통관련업,게임물제작업,2026-03-10 21:38:53,I,03,폐업,온라인게임,94,,2010-09-01 13:54:59,,2009-08-18,,경기도 고양시 일산동구 장항동 *** 범진빌딩 ***호,CDFF2241082009000017,3940000,,"경기도 고양시 일산동구 무궁화로 **-**,  ***호 (장항동,범진빌딩)",,03,폐업,,,,,,
,지맥스,2011-07-27,185853.407122148,465965.166449435,유통관련업,게임물제작업,2026-03-10 21:38:54,I,03,폐업,아케이드게임기,498.81,,2011-07-27 11:47:10,,2009-08-24,,경기도 고양시 일산동구 사리현동 ***-* 가동,CDFF2241082009000018,3940000,,"경기도 고양시 일산동구 성현로 ***, 가동 (사리현동)",,03,폐업,,,,031-969-7553,,
,스타소프트,2011-04-08,,,유통관련업,게임물제작업,2026-03-10 21:38:54,I,03,폐업,온라인게임,3.3,,2011-04-08 14:32:00,,2009-09-24,,경기도 고양시 일산서구 주엽동 ** 제일프라자 ***호(**호),CDFF2241082009000020,3940000,,"경기도 고양시 일산서구 강성로 ***  (주엽동,제일프라자 ***호(**호))",,03,폐업,,,,,,
