자동환기여부,건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,편의시설여부,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상구여부,비상계단여부,기존게임업외업종명,제작취급품목내용,시설면적,소방시설여부,지상층수,청소년실수,청소년실여부,노래방실수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,조명시설유무,조명시설조도,관리번호,개방자치단체코드,통로너비,제공게임물명,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,방음시설여부,음향시설여부,특수조명여부,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총게임기수,총층수,지하층수,비디오재생기명
,,게임아텍,2009-06-15,201493.81751023,451443.482518591,유통관련업,청소년게임제공업,,2026-03-11 01:21:55,I,03,폐업,,,,,198,,,,,,2009-06-16 09:56:45,,2008-01-11,,서울특별시 중구 신당동 110-7 지하 1층,,,CDFF2241142008000001,3010000,,,,"서울특별시 중구 퇴계로 414  (신당동,지하 1층)",,03,폐업,,,,,,,,,,,
,,골드,2009-11-04,201447.982427347,451441.619697856,유통관련업,청소년게임제공업,,2026-03-11 01:21:55,I,03,폐업,,,,,93.45,,,,,,2009-11-04 16:21:52,,2008-05-07,,서울특별시 중구 신당동 110-2 1층,,,CDFF2241142008000002,3010000,,,,"서울특별시 중구 퇴계로 410  (신당동,1층)",,03,폐업,,,,,,,,,,,
,,도모,2012-02-09,,,유통관련업,청소년게임제공업,,2026-03-11 01:21:55,I,03,폐업,,,,,110,,,,,,2012-02-09 15:42:59,,2008-05-27,,서울특별시 중구 황학동 714 지상 1층,,,CDFF2241142008000003,3010000,,전체이용가,,"서울특별시 중구 퇴계로 439-4  (황학동,지상 1층)",,03,폐업,,,,,,,,,,,
,,트리플 엑스,2014-02-06,200802.727701072,450100.127638921,유통관련업,청소년게임제공업,,2026-03-11 01:21:55,I,03,폐업,,,,,110,,,,,,2014-02-07 14:26:17,,2008-05-27,100-827,서울특별시 중구 신당동 368-3 지상 2층,,,CDFF2241142008000004,3010000,,,,"서울특별시 중구 다산로 104  (신당동,지상 2층)",,03,폐업,,,,,,,,,,,
,,다산 게임장,2009-07-13,201576.48053864,451353.406208875,유통관련업,청소년게임제공업,,2026-03-11 01:21:56,I,03,폐업,,,,,33,,,,,,2009-07-13 09:37:27,,2008-05-27,,서울특별시 중구 신당동 121-62 지상 1층,,,CDFF2241142008000005,3010000,,,,"서울특별시 중구 다산로42길 43  (신당동,지상 1층)",,03,폐업,,,,,,,,,,,
,,일번지 게임장,2011-11-16,,,유통관련업,청소년게임제공업,,2026-03-11 01:21:56,I,03,폐업,,,,,99.75,,,,,,2011-11-16 13:31:56,,2008-06-13,,서울특별시 중구 황학동 740 지상 1층,,,CDFF2241142008000006,3010000,,,,,,03,폐업,,,,,,,,,,,
,,게임파크,2010-04-13,200798.474719197,450340.176926109,유통관련업,청소년게임제공업,,2026-03-11 01:21:56,I,03,폐업,,,,,138.88,,,,,,2010-04-13 17:46:57,,2008-06-20,,서울특별시 중구 신당동 359-6 지상 1층,,,CDFF2241142008000007,3010000,,,,"서울특별시 중구 동호로 195  (신당동,지상 1층)",,03,폐업,,,,,,,,,,,
,,1004 게임장,2017-06-01,196655.581895878,450746.19907568,유통관련업,청소년게임제공업,,2026-03-11 01:21:56,I,03,폐업,,,,,90.27,,,,,,2017-06-01 12:24:41,,2008-07-23,,서울특별시 중구 중림동 398-1 지상 2층,,,CDFF2241142008000008,3010000,,,,"서울특별시 중구 서소문로 8 (중림동,지상 2층)",,03,폐업,,,,,,,02-313-8209,,,,
,,게임파크,2009-10-28,,,유통관련업,청소년게임제공업,,2026-03-11 01:21:56,I,03,폐업,,,,,82.64,,,,,,2009-11-10 13:16:03,,2008-07-31,,서울특별시 중구 황학동 720 지상 1층,,,CDFF2241142008000009,3010000,,,,,,03,폐업,,,,,,,,,,,
,,쎄븐 게임랜드,2009-04-14,199226.584598475,451192.541649487,유통관련업,청소년게임제공업,,2026-03-11 01:21:56,I,03,폐업,,,,,68.23,,,,,,2009-04-14 13:27:43,,2008-09-09,100-013,서울특별시 중구 충무로3가 25-1 지상 1층,,,CDFF2241142008000011,3010000,,,,"서울특별시 중구 수표로6길 31  (충무로3가,지상 1층)",,03,폐업,,,,,,,,,,,
