건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,주식회사 힐링피아,2025-01-20,207795.717394063,449547.386071252,출판인쇄업,인쇄사,2026-05-06 22:34:42,I,03,폐업,,,,2025-01-21 16:13:20,,2012-12-18,143-819,서울특별시 광진구 구의동 **-* **통*반,CDFG1252002012000003,3040000,,서울특별시 광진구 자양로 *** (구의동),,03,폐업,,,,,,
,대일인쇄,2011-03-25,,,출판인쇄업,인쇄사,2026-05-06 22:36:13,I,03,폐업,,0,,2011-04-28 13:26:38,,1967-12-04,157-839,서울특별시 강서구 등촌동 ***-**,CDFG1252001967000001,3150000,,,,03,폐업,,,,,,
,고려서적(주)강서사업부,2000-06-05,187318.488409371,450810.520480469,출판인쇄업,인쇄사,2026-05-06 22:36:13,I,03,폐업,,0,,2003-04-18 11:51:11,,1970-09-12,157-838,서울특별시 강서구 등촌동 ***-**,CDFG1252001970000002,3150000,,서울특별시 강서구 양천로 ***  (등촌동),,03,폐업,,,,,,
,(주)중앙문화인쇄,2002-10-22,187999.046660331,450348.436580643,출판인쇄업,인쇄사,2026-05-06 22:36:13,I,03,폐업,,0,0,2003-04-18 11:51:11,,1971-09-09,157-839,서울특별시 강서구 등촌동 ***-*,CDFG1252001971000001,3150000,,서울특별시 강서구 양천로 ***  (등촌동),,03,폐업,,,,36610051,0,0
,동문사,2022-12-21,186506.006809271,449725.387312996,출판인쇄업,인쇄사,2026-05-06 22:36:13,I,03,폐업,,0,,2022-12-22 11:26:24,,1980-03-07,,서울특별시 강서구 화곡동 ***-*,CDFG1252001980000001,3150000,,서울특별시 강서구 화곡로 *** (화곡동),07663,03,폐업,,,,,,
,태환문화사,2018-04-03,187846.535377126,447663.647693336,출판인쇄업,인쇄사,2026-05-06 22:36:14,I,03,폐업,,,,2018-06-05 14:49:17,,1985-04-30,157-897,서울특별시 강서구 화곡동 ***-** <달빛공원길 **>,CDFG1252001985000002,3150000,,"서울특별시 강서구 곰달래로**길 ** (화곡동,<달빛공원길 **>)",,03,폐업,,,,26550565,,
,상진인쇄공사,2012-05-31,187160.665637183,450873.017067141,출판인쇄업,인쇄사,2026-05-06 22:36:14,I,03,폐업,,0,,2012-06-12 10:49:44,,1990-05-09,157-838,서울특별시 강서구 등촌동 ***-*,CDFG1252001990000001,3150000,,서울특별시 강서구 화곡로 ***  (등촌동),,03,폐업,,,,36611811,,
,세신문화인쇄,2005-05-09,187103.695029628,450767.320529613,출판인쇄업,인쇄사,2026-05-06 22:36:14,I,03,폐업,,,,2005-12-20 14:01:39,,1990-09-10,157-840,서울특별시 강서구 등촌동 ***-*,CDFG1252001990000002,3150000,,서울특별시 강서구 화곡로**길 **  (등촌동),,03,폐업,,,,,,
,(주)금비문화,2001-01-22,187231.27054518,450482.136496868,출판인쇄업,인쇄사,2026-05-06 22:36:14,I,03,폐업,,0,,2003-04-18 11:51:11,,1991-03-12,157-840,서울특별시 강서구 등촌동 ***-**,CDFG1252001991000001,3150000,,서울특별시 강서구 화곡로**길 **  (등촌동),,03,폐업,,,,36619320,,
,서경실업,2020-03-02,187117.224057771,450868.720608284,출판인쇄업,인쇄사,2026-05-06 22:36:14,I,03,폐업,,,,2020-03-02 09:49:49,,1998-03-31,,서울특별시 강서구 등촌동 ***-*,CDFG1252001998000001,3150000,,서울특별시 강서구 화곡로 *** (등촌동),07548,03,폐업,,,,02-3661-7485,,
,서흥인쇄사,2004-02-03,187182.851540674,450732.022147376,출판인쇄업,인쇄사,2026-05-06 22:36:14,I,03,폐업,,,,2004-02-03 14:20:02,,2000-10-20,157-840,서울특별시 강서구 등촌동 ***-*,CDFG1252002000000001,3150000,,서울특별시 강서구 화곡로**길 **  (등촌동),,03,폐업,,,,,,
,서광인쇄,2001-10-12,187182.851540674,450732.022147376,출판인쇄업,인쇄사,2026-05-06 22:36:14,I,03,폐업,,0,0,2003-04-18 11:51:11,,2000-10-12,157-840,서울특별시 강서구 등촌동 ***-*,CDFG1252002000000004,3150000,,서울특별시 강서구 화곡로**길 **  (등촌동),,03,폐업,,,,36643876,0,0
,삼성아이앤비(주),2007-12-26,188551.477680807,450015.131341483,출판인쇄업,인쇄사,2026-05-06 22:36:14,I,03,폐업,,,,2007-12-26 13:41:08,,2001-02-14,157-861,서울특별시 강서구 염창동 ***-*,CDFG1252002001000001,3150000,,서울특별시 강서구 양천로**길 *  (염창동),,03,폐업,,,,36651212,,
,한양정판사,2009-12-23,187725.107808052,450438.110653577,출판인쇄업,인쇄사,2026-05-06 22:36:15,I,03,폐업,,0,,2009-12-23 14:07:32,,2002-03-08,157-839,서울특별시 강서구 등촌동 ***-** 동남아파트형공장 *층,CDFG1252002002000008,3150000,,"서울특별시 강서구 화곡로**길 ***  (등촌동,동남아파트형공장 *층)",,03,폐업,,,,36623456,,
,신영문화사,2006-03-31,187160.665637183,450873.017067141,출판인쇄업,인쇄사,2026-05-06 22:36:15,I,03,폐업,,,,2006-04-05 10:17:24,,2002-06-14,157-838,서울특별시 강서구 등촌동 ***-*,CDFG1252002002000009,3150000,,서울특별시 강서구 화곡로 ***  (등촌동),,03,폐업,,,,,,
사무실,전광지앤씨,2007-01-30,188646.810503675,449720.713458418,출판인쇄업,인쇄사,2026-05-06 22:36:15,I,03,폐업,,16.5,4,2014-05-15 09:39:33,,2005-06-20,157-862,서울특별시 강서구 염창동 ***-**,CDFG1252002005000007,3150000,준공업지역,서울특별시 강서구 양천로 ***-** (염창동),,03,폐업,기타,,,26597877,5,1
,(주)신영아트피아,2008-10-07,187160.665637183,450873.017067141,출판인쇄업,인쇄사,2026-05-06 22:36:16,I,03,폐업,,,,2008-10-07 16:47:30,,2006-04-05,157-838,서울특별시 강서구 등촌동 ***-*,CDFG1252002006000002,3150000,,서울특별시 강서구 화곡로 ***  (등촌동),,03,폐업,,,,26681648,,
근린생활시설,(주)한국광고미디어센터,2018-12-27,187142.520159168,450809.366186016,출판인쇄업,인쇄사,2026-05-06 22:36:16,I,03,폐업,,,4,2018-12-27 14:30:07,,2010-08-03,157-838,서울특별시 강서구 등촌동 ***-* 외 *필지(*층),CDFG1252002010000003,3150000,,"서울특별시 강서구 화곡로**길 **, *층 (등촌동, 외 *필지)",,03,폐업,기타,,,02-3664-5265,4,1
