사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
재향군인회직업소개소,,,171250.662063343,446213.693245663,2026-05-06 22:57:15,I,40,폐업,2008-01-30 14:08:23,1998-12-21,,인천광역시 서구 가정동 508번지 3호 36통 5반,1998349001211200001,3490000,,,03,폐업,무료,
(사)서울시농아인협회 중랑구지회 부설 중랑구수어통역센터,,법인,207586.590090956,452995.57623746,2026-05-06 22:57:16,I,20,영업중,2021-12-27 10:17:44,2007-09-28,,서울특별시 중랑구 면목동 633-5,2007306010114500002,3060000,서울특별시 중랑구 면목로 299 (면목동),02239,01,영업/정상,무료,02-2208-1084
주식회사 한성취업지원센터,,법인,207677.729376276,454995.182491042,2026-05-06 22:57:16,I,20,영업중,2017-02-20 14:51:37,2011-11-23,,서울특별시 중랑구 상봉동 99번지 9호,2011306009914500013,3060000,"서울특별시 중랑구 망우로 319 (상봉동, 대동빌딩)",02098,01,영업/정상,무료,02-436-8557
중랑여성인력개발센터,,법인,206688.19700605,454522.710167583,2026-05-06 22:57:16,I,20,영업중,2026-02-25 16:49:45,2011-11-23,,서울특별시 중랑구 상봉동 130-5 대림빌딩,2011306009914500014,3060000,"서울특별시 중랑구 망우로32길 20, 대림빌딩 3층 (상봉동)",02120,01,영업/정상,무료,34091948
사)한국신장장애인협회무료직업소개소,,법인,206994.154050121,455522.929612313,2026-05-06 22:57:16,I,20,영업중,2026-02-25 16:53:47,2012-12-05,,서울특별시 중랑구 중화동 286-22 청원다미소아파트,2012306009914500008,3060000,"서울특별시 중랑구 동일로136길 10, 301호 (중화동, 청원다미소아파트)",02051,01,영업/정상,무료,02-2236-9081
시립중랑노인종합복지관,,법인,206811.223048196,454017.627041799,2026-05-06 22:57:16,I,20,영업중,2026-02-11 17:32:39,2015-11-17,,,2015306014514500006,3060000,"서울특별시 중랑구 겸재로9길 45 (면목동, 중랑구노인종합복지회관)",02134,01,영업/정상,무료,070-4341-5814
(사)대한노인회중랑구지회,,법인,207640.673327337,455715.812023699,2026-05-06 22:57:16,I,20,영업중,2022-12-21 15:16:01,2021-04-08,,,2021306017614500003,3060000,"서울특별시 중랑구 봉화산로43길 9, 중랑노인복지회관 (상봉동)",02048,01,영업/정상,무료,02-432-6080
전국안마복지사회적협동조합,,법인,207605.319631481,454476.402983363,2026-05-06 22:57:17,I,20,영업중,2024-08-07 13:13:49,2023-03-31,,,2023306020214500004,3060000,"서울특별시 중랑구 면목로 456, 한성빌딩 3층 (면목동)",02155,01,영업/정상,무료,02-491-6888
중랑시니어클럽,,법인,207025.905859549,456304.822407609,2026-05-06 22:57:17,I,20,영업중,2026-04-24 15:45:40,2023-12-15,,서울특별시 중랑구 묵동 122-174,2023306020214500016,3060000,"서울특별시 중랑구 동일로154길 38, 화랑마을 시니어센터 5층 (묵동)",02039,01,영업/정상,무료,02-974-0036
장애인협회 중랑지부,2013-04-02,법인,207688.143114928,452381.649960899,2026-05-06 22:57:16,I,40,폐업,2013-04-02 13:45:40,2004-03-02,,서울특별시 중랑구 면목동 1382호 29통 2반 도시개발공사면목아파트 4 401,2004306007311200001,3060000,,,03,폐업,무료,
시립중랑노인종합복지관(중랑고령자취업알센터),2015-11-06,법인,206811.223048196,454017.627041799,2026-05-06 22:57:16,I,40,폐업,2015-11-06 16:59:30,2007-06-07,131-200,서울특별시 중랑구 면목동 178번지 8호,2007306010111200001,3060000,,,03,폐업,무료,02-0493-9966
(사)담안선교회,2017-02-21,법인,207009.267232669,452720.702793392,2026-05-06 22:57:16,I,40,폐업,2017-02-21 11:33:26,2010-12-29,131-826,서울특별시 중랑구 면목4동 639번지 12호  1층,2010306009914500009,3060000,,,03,폐업,무료,02-435-7683
구립신내노인종합복지관,2014-08-28,법인,207699.915634857,456946.050675834,2026-05-06 22:57:16,I,40,폐업,2017-02-14 14:01:28,2010-03-26,131-872,서울특별시 중랑구 신내2동 771번지 1호,2010306010114500002,3060000,,,03,폐업,무료,02-3421-4800
(사)유린보은동산,2017-03-03,법인,208408.995081116,455768.041569511,2026-05-06 22:57:16,I,40,폐업,2017-03-03 15:02:41,2011-01-13,,서울특별시 중랑구 신내동 572번지 2호,2011306009914500002,3060000,서울특별시 중랑구 신내로 56 (신내동),02069,03,폐업,무료,02-438-4011
중랑구립장애인직업재활센터,2017-03-03,법인,207319.713567649,457224.572523308,2026-05-06 22:57:16,I,40,폐업,2017-03-03 15:04:42,2013-10-25,131-846,서울특별시 중랑구 묵1동 35번지 22호,2013306009914500009,3060000,서울특별시 중랑구 숙선옹주로9길 55 (묵동),,03,폐업,무료,02-977-8291
구립신내노인종합복지관,2017-03-08,법인,207699.915634857,456946.050675834,2026-05-06 22:57:16,I,40,폐업,2017-03-08 16:35:32,2014-08-28,,,2014306009914500008,3060000,서울특별시 중랑구 신내로15길 175 (신내동),,03,폐업,무료,02-3421-4800
