자동환기여부,건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,편의시설여부,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상구여부,비상계단여부,기존게임업외업종명,제작취급품목내용,시설면적,소방시설여부,지상층수,청소년실수,청소년실여부,노래방실수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,조명시설유무,조명시설조도,관리번호,개방자치단체코드,통로너비,제공게임물명,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,방음시설여부,음향시설여부,특수조명여부,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총게임기수,총층수,지하층수,비디오재생기명
,기타,좋은날,2002-02-28,194479.323171726,441068.356973468,유통관련업,비디오물감상실업,,2026-05-06 22:30:14,I,03,폐업,,,,,141,,3,,,,2008-06-11 13:01:39,,2002-01-31,151-856,서울특별시 관악구 신림동 122-25,,,CDFF1242012002000006,3200000,1,,주거지역,서울특별시 관악구 신림로12길 19-1  (신림동),,03,폐업,,,,학교정화(상대),,,,,4,1,자동
,기타,하늘꿈,2006-12-28,194533.534857867,440816.318117475,유통관련업,비디오물감상실업,,2026-05-06 22:30:14,I,03,폐업,,,,,135,,3,,,,2008-01-28 10:24:40,,2002-11-20,151-858,서울특별시 관악구 신림동 241-73,,,CDFF1242012002000007,3200000,1,,준주거지역,서울특별시 관악구 신림로11길 21  (신림동),,03,폐업,,,,기타,,,,,3,,자동
,기타,으뜸,2021-12-13,194310.617185103,440726.345566578,유통관련업,비디오물감상실업,,2026-05-06 22:30:14,I,03,폐업,,,,,161,,2,,,,2021-12-14 16:12:05,,2002-10-08,,서울특별시 관악구 신림동 1537-14,,,CDFF1242012002000008,3200000,1,,준주거지역,서울특별시 관악구 신림로17길 45  (신림동),,03,폐업,,,,기타,,,,,3,1,자동
,기타,월드,2004-03-31,194501.123601381,440569.673621646,유통관련업,비디오물감상실업,,2026-05-06 22:30:14,I,03,폐업,,,,,115,,2,,,,2008-06-11 13:08:05,,2002-11-27,151-859,서울특별시 관악구 신림동 251-165,,,CDFF1242012002000009,3200000,1,,준주거지역,서울특별시 관악구 신림로11길 72  (신림동),,03,폐업,,,,기타,,,,,3,1,자동
,기타,프라이버시,2007-01-10,194276.808301733,440502.507843484,유통관련업,비디오물감상실업,,2026-05-06 22:30:14,I,03,폐업,,,,,77,,2,,,,2008-01-28 10:48:12,,2002-05-18,151-860,서울특별시 관악구 신림동 255-86,,,CDFF1242012002000010,3200000,1,,준주거지역,서울특별시 관악구 대학14길 32  (신림동),,03,폐업,,,,기타,,,,,3,1,자동
,기타,텝스DVD,2005-07-01,194437.251570106,440799.559013964,유통관련업,비디오물감상실업,,2026-05-06 22:30:14,I,03,폐업,,,,,151,,4,,,,2006-03-23 15:17:15,,2002-08-01,151-015,서울특별시 관악구 신림동 1541,,,CDFF1242012002000012,3200000,1,,준주거지역,서울특별시 관악구 대학길 31  (신림동),,03,폐업,,,,기타,,,,,4,,자동
,기타,See & See,2003-10-09,194444.828883046,440751.866220794,유통관련업,비디오물감상실업,,2026-05-06 22:30:14,I,03,폐업,,,,,101,,3,,,,2008-06-11 13:07:01,,2002-10-02,151-859,서울특별시 관악구 신림동 246-33,,,CDFF1242012002000013,3200000,1,,준주거지역,서울특별시 관악구 대학길 39-4  (신림동),,03,폐업,,,,기타,,,,,4,1,자동
,근린생활시설,씨네박스DVD,2007-09-12,193664.377571808,442287.130270576,유통관련업,비디오물감상실업,,2026-05-06 22:30:14,I,03,폐업,,,,,126,,4,,,,2008-01-28 10:55:36,,2002-03-08,151-930,서울특별시 관악구 신림동 1638-7,,,CDFF1242012002000014,3200000,1,,상업지역,서울특별시 관악구 신림로59길 15-10  (신림동),,03,폐업,,,,유흥업소밀집지역,,,,,4,,자동
,근린생활시설,팝스DVD,2004-10-12,194429.643353613,440716.424900258,유통관련업,비디오물감상실업,,2026-05-06 22:30:14,I,03,폐업,,,,,100,,4,,,,2008-06-11 13:07:35,,2002-04-11,151-859,서울특별시 관악구 신림동 246-49,,,CDFF1242012002000015,3200000,1,,근린상업지역,서울특별시 관악구 대학길 47  (신림동),,03,폐업,,,,기타,,,,,4,,자동
,근린생활시설,DVD 21,2006-03-21,193540.457686752,442393.833791186,유통관련업,비디오물감상실업,,2026-05-06 22:30:14,I,03,폐업,,,,,192,,4,,,,2006-03-23 15:09:35,,2002-04-24,151-930,서울특별시 관악구 신림동 1639-17,,,CDFF1242012002000016,3200000,1,,상업지역,서울특별시 관악구 남부순환로 1594  (신림동),,03,폐업,,,,유흥업소밀집지역,,,,,4,,자동
,근린생활시설,텝스 DVD,2009-06-29,193526.538664891,442390.011181772,,비디오물감상실업,,2026-05-06 22:30:14,I,03,폐업,,,,,161,,4,,,,2009-07-17 07:55:42,,2002-04-25,,서울특별시 관악구 신림동 1639-8,,,CDFF1242012002000017,3200000,1,,상업지역,서울특별시 관악구 남부순환로 1592  (신림동),,03,폐업,,,,유흥업소밀집지역,,,,,4,,자동
,근린생활시설,하트원DVD,2005-03-09,194416.397516407,440811.33551028,유통관련업,비디오물감상실업,,2026-05-06 22:30:14,I,03,폐업,,,,,137,,5,,,,2006-03-23 15:24:14,,2002-06-05,151-895,서울특별시 관악구 신림동 1517-16,,,CDFF1242012002000018,3200000,1,,준주거지역,서울특별시 관악구 대학길 30  (신림동),,03,폐업,,,,기타,,,,,6,1,자동
