사업장명,폐업일자,좌표X,좌표Y,민원종류명,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
지에스25 뉴양재시장점,2022-09-28,203332.198861026,442178.652528927,제7조의3제2항에따른경우,2026-05-06 22:48:50,I,2016-02-17,2,폐업처리,2022-09-28 13:33:40,,2016-02-17,,서울특별시 서초구 양재동 15-25,2016321015505600009,3210000,"서울특별시 서초구 남부순환로356길 70, 1층 (양재동)",06744,03,폐업,,,02-529-1255
훼미리마트 서초한승점,2007-10-01,200903.9562006,443371.877270712,2009년11월법개정전자료,2026-05-06 22:47:04,I,2006-10-04,2,폐업처리,2007-10-01 17:05:48,,2006-10-04,,서울특별시 서초구 서초동 1554번지 5   호 아스트라 1층 101호,2006321010805600025,3210000,"서울특별시 서초구 서초대로 266 (서초동,아스트라 1층 101호)",,03,폐업,,,02-3472-4115
도리마트,2014-05-16,201199.948183239,443564.14634983,제7조의3제3항에따른경우,2026-05-06 22:48:00,I,2012-05-21,2,폐업처리,2014-05-16 12:37:32,,2012-05-21,,,2012321012205600048,3210000,"서울특별시 서초구 서초대로 301, 지하2층 (서초동, KT 올레캠퍼스)",,03,폐업,,,
미니스톱서초역점,2003-07-03,200734.993726251,442882.199974285,,2026-05-06 22:45:39,I,,2,폐업처리,2008-02-21 00:00:00,,2001-11-20,,서울특별시 서초구 서초동 1538번지 9호,2001321007605600216,3210000,서울특별시 서초구 반포대로 89 (서초동),,03,폐업,2003-01-11,2003-02-11,
파티에존,2012-01-20,198359.032400861,441722.618095083,2009년11월법개정전자료,2026-05-06 22:47:09,I,2007-08-31,2,폐업처리,2012-01-20 15:18:56,,2007-08-31,137-060,서울특별시 서초구 방배동 444번지 3호 파스텔시티 지하B101호,2007321010805600114,3210000,"서울특별시 서초구 방배천로 11 (방배동,파스텔시티 지하B101호)",,03,폐업,,,02-597-1155
본가국시,2007-03-05,202017.956762574,444583.228155623,,2026-05-06 22:47:00,I,,2,폐업처리,2008-02-21 00:00:00,,2006-04-18,,서울특별시 서초구 서초동 1303번지 9호 1층,2006321007605600039,3210000,"서울특별시 서초구 사평대로58길 6 (서초동,1층)",,03,폐업,,,
투나인비디오,2001-08-14,198857.738070619,441591.378617775,,2026-05-06 22:44:54,I,,2,폐업처리,2008-02-21 00:00:00,,1998-10-22,,서울특별시 서초구 방배동 480번지 1호,1989321007605600034,3210000,서울특별시 서초구 효령로4길 24 (방배동),,03,폐업,,,
GS25서초위브,2010-05-11,202814.547442793,442662.268719493,2009년11월법개정전자료,2026-05-06 22:47:13,I,2008-08-28,2,폐업처리,2010-05-12 09:28:37,,2008-08-28,137-072,서울특별시 서초구 서초동 1362번지 두산위브A상가 107-2,2008321012205600120,3210000,"서울특별시 서초구 강남대로39길 5 (서초동,두산위브A상가 107-2)",,03,폐업,,,
(주)이마트에브리데이 무지개점,2017-06-05,202245.377899369,442987.986999742,2009년11월법개정전자료,2026-05-06 22:45:05,I,1998-10-27,2,폐업처리,2017-06-05 16:07:37,,1998-10-27,,서울특별시 서초구 서초동 1335번지 무지개상가지하10,1998321007605600096,3210000,"서울특별시 서초구 효령로 401, 10호 (서초동, 무지개상가)",06630,03,폐업,,,
우리슈퍼,2003-10-08,199149.616575698,442822.181000909,,2026-05-06 22:44:49,I,,2,폐업처리,2008-02-21 00:00:00,,1980-12-26,,서울특별시 서초구 방배동 870번지 32호,1980321007605600025,3210000,서울특별시 서초구 서초대로19길 11 (방배동),,03,폐업,,,
민속촌갈비,2006-07-04,,,,2026-05-06 22:45:09,I,,2,폐업처리,2008-02-21 00:00:00,,1998-11-11,,서울특별시 서초구 서초동 1681호,19983210076056서444,3210000,,,03,폐업,,,02-591-0817
