사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,DTL_TASK_SE_NM,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
고미발톱,,203943.407159,451223.937513148,2026-05-06 22:03:30,I,0000,정상,,2025-03-13 15:17:49,,2022-03-07,0,,서울특별시 성동구 마장동 ***-*,303000003720220001,3030000,000,서울특별시 성동구 살곶이*길 **-*(마장동),04761,2025-03-02,01,영업/정상,,,
힐링캣,,206948.820985125,453652.159076001,2026-05-06 22:33:48,I,0000,정상,,2024-04-24 14:22:00,,2024-04-24,0,,서울특별시 중랑구 면목동 ***-**,306000003720240001,3060000,000,서울특별시 중랑구 동일로**길 *-* (면목동),02231,,01,영업/정상,,,
소울캣,,202599.99,457730.563333333,2026-05-06 22:03:13,I,0000,정상,,2022-07-04 11:06:56,,2018-04-10,0,,서울특별시 강북구 미아동 ***-**,308000003720180004,3080000,000,"서울특별시 강북구 도봉로**길 ***, *층층 (미아동)",01162,,01,영업/정상,,,
가방위에 고양이,,201387.770150573,459271.807233782,2026-05-06 22:03:28,I,0000,정상,,2024-06-12 17:11:31,,2024-06-12,0,,서울특별시 강북구 수유동 ***-*,308000003720240002,3080000,000,"서울특별시 강북구 삼양로**길 **-*, *층 (수유동)",01090,,01,영업/정상,,,
행복한 강아지,,191963.736310928,444312.20129276,2026-05-06 22:03:02,I,0000,정상,,2011-03-09 11:39:57,,2008-10-13,,,서울특별시 영등포구 신길동 **** 남서울아파트 A상가 **동 ***호,318000003720080001,3180000,000,"서울특별시 영등포구 신길로 ***, **동 ***호 (신길동,남서울아파트 A상가)",,,01,영업/정상,,,
화이트홀,,191980.363126642,446178.841768843,2026-05-06 22:03:11,I,0000,정상,,2023-03-09 13:24:20,,2018-04-25,0,,서울특별시 영등포구 영등포동*가 **-*,318000003720180003,3180000,000,"서울특별시 영등포구 경인로 ***-*, *층 (영등포동*가)",07303,,01,영업/정상,,,02-2632-6011
미뇽캣,,192915.570773936,445525.269195905,2026-05-06 22:03:23,I,0000,정상,,2022-07-13 11:04:54,,2019-09-03,0,,서울특별시 영등포구 신길동 **-**,318000003720190017,3180000,000,"서울특별시 영등포구 여의대방로**나길 *-*, *층 (신길동)",07357,,01,영업/정상,,,
서울숲 개구쟁이,2022-04-28,202277.937068105,449393.800969153,2026-05-06 22:03:30,I,0004,말소,,2021-04-08 13:36:12,,2021-04-08,0,,서울특별시 성동구 금호동*가 **** 힐스테이트 서울숲리버,303000003720210007,3030000,000,"서울특별시 성동구 금호로 ** (금호동*가, 힐스테이트 서울숲리버)",04743,,04,취소/말소/만료/정지/중지,,,02-2281-9005
아이퍼피,2022-04-28,206507.287509192,449547.997746211,2026-05-06 22:03:06,I,0004,말소,,2013-12-19 17:12:02,,2013-09-26,0,,서울특별시 광진구 군자동 ***,304000003720090016,3040000,000,서울특별시 광진구 능동로 *** (군자동),,,04,취소/말소/만료/정지/중지,,,02-497-3111
독한 녀석들,2022-04-28,208170.424696466,448630.631340317,2026-05-06 22:03:17,I,0004,말소,,2015-12-30 11:38:13,,2015-04-30,0,,서울특별시 광진구 구의동 윤화빌딩 *층,304000003720150004,3040000,000,"서울특별시 광진구 아차산로 ***, *층 (구의동, 윤화빌딩)",05035,,04,취소/말소/만료/정지/중지,,,070-8822-5959
순진한 강아지,2022-04-28,208610.937824183,454494.16172102,2026-05-06 22:33:34,I,0004,말소,,2018-08-02 09:51:54,,2018-08-02,0,,서울특별시 중랑구 망우동 *** 주함해븐아파트,306000003720180039,3060000,000,"서울특별시 중랑구 용마산로 ***, *층 (망우동, 주함해븐아파트)",02173,,04,취소/말소/만료/정지/중지,,,
행복하개,2022-04-28,191190.614295546,438410.522111193,2026-05-06 22:03:21,I,0004,말소,,2022-04-21 13:25:03,,2022-04-21,0,,서울특별시 금천구 시흥동 **** 남서울힐스테이트,317000003720220006,3170000,000,"서울특별시 금천구 시흥대로 ***, ***동 ***,***호 (시흥동, 남서울힐스테이트)",08637,,04,취소/말소/만료/정지/중지,,,02-895-7405
나나리펫하우스,2022-04-28,203936.477642859,441050.644734858,2026-05-06 22:03:23,I,0004,말소,,2021-10-14 15:20:09,,2018-10-01,0,,서울특별시 서초구 양재동 ***,321000003720180064,3210000,000,"서울특별시 서초구 동산로**길 *, *층 (양재동)",06784,,04,취소/말소/만료/정지/중지,,,02-448-1108
해피캣,2018-05-16,206150.172716362,450194.23170282,2026-05-06 22:03:05,I,0002,폐업,,2018-05-16 15:09:20,,2011-12-22,0,,서울특별시 성동구 송정동 ** *층,303000003720110004,3030000,000,"서울특별시 성동구 동일로 ***, *층 (송정동)",04800,,03,폐업,,,
리틀프랜드,2015-07-07,205523.648004219,448661.867079586,2026-05-06 22:03:06,I,0002,폐업,,2015-07-07 17:07:54,,2009-01-06,0,,서울특별시 광진구 자양동 **-**,304000003720090014,3040000,000,서울특별시 광진구 동일로 ** (자양동),05071,,03,폐업,,,02-461-3770
원더펫,2020-01-31,207096.304182846,450926.602603168,2026-05-06 22:03:19,I,0002,폐업,,2020-02-03 09:12:05,,2017-03-17,0,,,304000003720170003,3040000,000,"서울특별시 광진구 능동로 ***-*, *층 (중곡동, 동남빌딩)",04915,,03,폐업,,,
강아지발바닥,2021-11-29,207864.316908535,448824.977636527,2026-05-06 22:03:21,I,0002,폐업,,2021-11-29 17:35:43,,2018-04-23,0,,서울특별시 광진구 구의동 ***-**,304000003720180007,3040000,000,"서울특별시 광진구 구의로 **-*, *층 (구의동)",05037,,03,폐업,,,
도로시,2021-01-28,206925.451356317,450626.390454701,2026-05-06 22:03:22,I,0002,폐업,,2021-01-28 13:26:29,,2018-04-30,0,,서울특별시 광진구 중곡동 ***-**,304000003720180011,3040000,000,서울특별시 광진구 능동로**길 *-* (중곡동),04919,,03,폐업,,,
베라캣,2023-11-20,206948.820985125,453652.159076001,2026-05-06 22:33:44,I,0002,폐업,,2023-11-20 13:09:02,,2020-09-10,0,,서울특별시 중랑구 면목동 ***-**,306000003720200011,3060000,000,서울특별시 중랑구 동일로**길 *-* (면목동),02231,,03,폐업,,,
코튼캣,2023-08-30,201372.884517291,457786.123241782,2026-05-06 22:03:28,I,0002,폐업,,2023-08-30 15:46:59,,2023-01-09,0,,서울특별시 강북구 미아동 ***-***,308000003720230001,3080000,000,"서울특별시 강북구 인수봉로*길 **, *층 (미아동)",01184,,03,폐업,,,
캣 레이크,2025-01-09,202187.797670302,460093.559808784,2026-05-06 22:03:28,I,0002,폐업,,2025-08-19 15:39:51,,2024-04-16,0,,서울특별시 강북구 수유동 ***-**,308000003720240001,3080000,000,"서울특별시 강북구 도봉로**길 **, *층 (수유동)",01053,,03,폐업,,,
렉스,2019-02-18,191359.935565405,441832.243206353,2026-05-06 22:03:05,I,0002,폐업,,2019-02-18 14:22:41,,2018-05-23,0,,서울특별시 금천구 독산동 ***-* 하이클래스 ***호,317000003720180004,3170000,000,"서울특별시 금천구 남부순환로***길 **, ***호 (독산동, 하이클래스)",08537,,03,폐업,,,
영등포 동물병원,2022-04-28,190759.061831054,446595.928725552,2026-05-06 22:03:17,I,0004,말소,,2018-09-21 18:10:45,,2018-09-21,0,,서울특별시 영등포구 당산동*가 **-**,318000003720180025,3180000,000,"서울특별시 영등포구 영등포로 ***-*, *층 (당산동*가)",07266,,04,취소/말소/만료/정지/중지,,,02-2633-9991
아프리카 동물병원,2022-04-28,191682.548695687,443081.856333568,2026-05-06 22:03:17,I,0004,말소,,2018-10-15 09:34:33,,2018-10-15,0,,서울특별시 영등포구 대림동 ***-*,318000003720180026,3180000,000,서울특별시 영등포구 시흥대로 *** (대림동),07442,,04,취소/말소/만료/정지/중지,,,02-833-8275
