건축물동수,건축물연면적,사업장명,폐업일자,법인명,좌표X,좌표Y,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,보험가입여부코드,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지도자수,지번주소,회원모집총인원,관리번호,개방자치단체코드,공사립구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,,큐당구장,2016-05-18,,192794.825022354,453408.04831086,당구장업,2026-05-06 22:39:39,I,03,폐업,,2016-05-19 11:18:27,,2014-04-03,120-810,,서울특별시 서대문구 북가좌동 3-43,,CDFH3301082014000002,3120000,사립,서울특별시 서대문구 증가로24바길 70 (북가좌동),03668,03,폐업,,,02-308-7057
,,SBS당구클럽,2015-03-20,,193318.985896441,452737.01809875,당구장업,2026-05-06 22:39:39,I,03,폐업,,2015-03-20 16:12:26,,2014-06-27,120-807,,서울특별시 서대문구 남가좌동 339-31,,CDFH3301082014000003,3120000,사립,서울특별시 서대문구 증가로 112 (남가좌동),,03,폐업,,,
,,국제당구장,2022-04-04,,191559.918118738,452563.291844785,당구장업,2026-05-06 22:39:39,I,03,폐업,,2022-04-04 15:51:49,,2014-10-14,120-816,,서울특별시 서대문구 북가좌동 371-12,,CDFH3301082014000004,3120000,사립,서울특별시 서대문구 수색로 144 (북가좌동),03714,03,폐업,,,
,,구슬당구장,2022-06-28,,192042.945252338,452938.509891583,당구장업,2026-05-06 22:39:39,I,03,폐업,,2022-06-28 17:25:28,,2014-10-17,120-813,,서울특별시 서대문구 북가좌동 306-20 지층,,CDFH3301082014000005,3120000,사립,"서울특별시 서대문구 응암로 64, 지층층 (북가좌동)",03691,03,폐업,,,
,,용 당구장,2015-06-16,,194481.105534372,450723.053951595,당구장업,2026-05-06 22:39:39,I,03,폐업,,2015-06-17 08:53:17,,2014-11-06,120-834,,서울특별시 서대문구 창천동 46-3 2층,,CDFH3301082014000006,3120000,사립,"서울특별시 서대문구 명물길 27-21, 2층 (창천동)",,03,폐업,,,
,,SBS당구클럽,2018-01-08,,193318.985896441,452737.01809875,당구장업,2026-05-06 22:39:40,I,03,폐업,,2018-01-08 17:26:25,,2015-03-23,120-807,,서울특별시 서대문구 남가좌동 339-31,,CDFH3301082015000002,3120000,사립,서울특별시 서대문구 증가로 112 (남가좌동),03666,03,폐업,,,
,,파이브나인,2019-05-15,,195070.973130978,454062.25110156,당구장업,2026-05-06 22:39:40,I,03,폐업,,2019-05-15 11:16:46,,2015-05-11,120-857,,서울특별시 서대문구 홍제동 253-14,,CDFH3301082015000003,3120000,사립,"서울특별시 서대문구 통일로 442-9, 지하1층 (홍제동)",03629,03,폐업,,,02-722-4578
,,신촌 브라더스,2020-07-02,,194029.628356844,450496.308957754,당구장업,2026-05-06 22:39:40,I,03,폐업,,2020-07-02 19:43:06,,2015-07-15,120-834,,서울특별시 서대문구 창천동 72-32 3층,,CDFH3301082015000004,3120000,사립,"서울특별시 서대문구 신촌로 59, 3층 (창천동)",03787,03,폐업,,,
,,팝당구장,2024-07-29,,193677.325613488,451528.45606336,당구장업,2026-05-06 22:39:40,I,03,폐업,,2024-07-29 17:19:33,,2015-10-21,,,,,CDFH3301082015000005,3120000,사립,서울특별시 서대문구 연희로 81-30 (연희동),03708,03,폐업,,,
,995,큐당구장,2016-11-04,,192794.825022354,453408.04831086,당구장업,2026-05-06 22:39:40,I,03,폐업,,2016-11-07 08:46:39,,2016-05-27,,,서울특별시 서대문구 북가좌동 3-43 3층,,CDFH3301082016000003,3120000,사립,"서울특별시 서대문구 증가로24바길 70, 3층 (북가좌동)",03668,03,폐업,,,02-308-7057
