건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,쎄텍(주),2006-10-30,203394.59,441580.695,유통관련업,음반.음악영상물배급업,2026-05-06 22:33:09,I,03,폐업,음반,,,2006-11-01 11:48:35,,1999-09-07,137-890,서울특별시 서초구 양재동 **-** 정우빌딩 *층,CDFF3241101999000003,3210000,,"서울특별시 서초구 양재천로**길 **  (양재동,정우빌딩 *층)",,03,폐업,,,,,,
,(주)오콘,2012-12-04,201023.448281659,442624.173963943,유통관련업,음반.음악영상물배급업,2026-05-06 22:33:10,I,03,폐업,음반,,,2012-12-04 17:07:11,,2000-01-12,137-876,서울특별시 서초구 서초동 ****-* 탑스벤처타워 *층,CDFF3241102000000001,3210000,,"서울특별시 서초구 반포대로**길 **  (서초동,탑스벤처타워 *층)",,03,폐업,,,,34444411,,
,자바뮤직,2010-04-07,200403.337741775,442170.676710233,유통관련업,음반.음악영상물배급업,2026-05-06 22:33:14,I,03,폐업,음반,,,2010-04-07 15:54:19,,2002-06-17,137-869,서울특별시 서초구 서초동 ****-* 서신상가 지층,CDFF3241102002000004,3210000,,,,03,폐업,,,,,,
,(주)킹글리쉬,2011-04-27,201408.251599552,445912.753033864,유통관련업,음반.음악영상물배급업,2026-05-06 22:33:21,I,03,폐업,,,,2011-04-27 16:08:55,,2003-03-22,,서울특별시 서초구 잠원동 **-* 태승빌딩 *층,CDFF3241102003000007,3210000,,"서울특별시 서초구 나루터로 **  (잠원동,태승빌딩 *층)",,03,폐업,,,,,,
,뮤지컬샵,2016-09-28,198611.331774553,441675.167972532,유통관련업,음반.음악영상물배급업,2026-05-06 22:33:22,I,03,폐업,,,,2016-09-28 15:04:01,,2005-05-20,,서울특별시 서초구 방배동 ***-* 지층,CDFF3241102005000006,3210000,,"서울특별시 서초구 방배천로*길 **  (방배동,지층)",,03,폐업,,,,02-588-4106,,
,주-와이드포스,2009-05-14,201103.134111392,443585.843772336,유통관련업,음반.음악영상물배급업,2026-05-06 22:33:23,I,03,폐업,음반.음원.음악영상물,,,2009-05-14 16:32:50,,2008-02-27,,서울특별시 서초구 서초동 ****-** 한성빌딩 ***호,CDFF3241102008000001,3210000,,"서울특별시 서초구 법원로*길 **,  ***호 (서초동,한성빌딩)",,03,폐업,,,,,,
,(주)맵더소울,2012-03-23,202638.948768564,443109.509930091,유통관련업,음반.음악영상물배급업,2026-05-06 22:33:24,I,03,폐업,,,,2012-03-26 09:55:50,,2009-03-09,,서울특별시 서초구 서초동 ****-** 현대렉시온 ****호,CDFF3241102009000001,3210000,,"서울특별시 서초구 강남대로 ***,  ****호 (서초동,현대렉시온)",,03,폐업,,,,02-2182-5523,,
,(주)세븐락코리아,2010-12-30,199679.222967821,442983.188683868,유통관련업,음반.음악영상물배급업,2026-05-06 22:33:25,I,03,폐업,CD(종교음악),,,2010-12-30 14:32:23,,2009-05-22,,서울특별시 서초구 방배동 ***-* 신국빌딩 *층,CDFF3241102009000003,3210000,,"서울특별시 서초구 서초대로 ***  (방배동,신국빌딩 *층)",,03,폐업,,,,02-532-6440,,
,(주)선율,2011-05-13,201634.873035271,442403.488797596,유통관련업,음반.음악영상물배급업,2026-05-06 22:33:26,I,03,폐업,음반 및 영상물,,,2011-05-13 11:49:28,,2010-08-18,,서울특별시 서초구 서초동 ****-* *층,CDFF3241102010000001,3210000,,"서울특별시 서초구 서초중앙로*길 **  (서초동,*층)",,03,폐업,,,,02-586-3377,,
,S미디어,2014-04-21,199944.939861171,443606.126104092,유통관련업,음반.음악영상물배급업,2026-05-06 22:33:27,I,03,폐업,"음반,영상",,,2014-04-21 17:32:17,,2010-12-24,,서울특별시 서초구 반포동 ***-** *층,CDFF3241102010000002,3210000,,"서울특별시 서초구 동광로 ***  (반포동,*층)",,03,폐업,,,,02-923-4338,,
