놀이기구수내역,건물용도명,사업장명,방송시설유무,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,발전시설유무,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,시설규모,지상층수,안내소유무,의무실유무,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,놀이시설수,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수,선박총톤수
,,줌줌유통,,,166499.001463662,438496.19428903,,신고테마파크업,2026-05-06 23:03:39,I,,03,폐업,,,,,,,2020-02-19 14:21:33,,2016-06-30,,인천광역시 중구 항동7가 76-2,CDFI5272002016000001,3490000,6,,"인천광역시 중구 서해대로209번길 2 (항동7가, 롯데마트)",22338,03,폐업,,,,,,,
,,라운드 앤,,2018-10-30,198788.536133919,451930.151627442,,신고테마파크업,2026-05-06 23:02:58,I,,03,폐업,,,,,,,2018-11-22 09:14:32,,2017-05-18,,서울특별시 종로구 관철동 6-5,CDFI5272002017000001,3000000,1,,"서울특별시 종로구 종로14길 9, 3층 (관철동)",03190,03,폐업,,,,,,,
"표적맞추기 2대, 다이나믹시트1대, 영상모험관(스페이스텔라)1대, 미니시뮬레이션(탑발칸)1대",근린생활시설,EXTREME MAX ONE,,2020-10-08,198712.246685116,451930.87120377,,신고테마파크업,2026-05-06 23:02:58,I,,03,폐업,,57,57,3,,,2020-10-08 15:47:53,,2018-05-02,,서울특별시 종로구 관철동 14-7,CDFI5272002018000001,3000000,,일반상업지역,서울특별시 종로구 삼일대로19길 24 (관철동),03190,03,폐업,,,,,3,,
"펀치2, 에어하키1, 미니농구1, 건슈팅2, 뮤직댄스3, 자동차경주2, 음악게임1, 망치치기2, 팔씨름1",,콤콤오락실,,2023-12-28,199046.311928779,452308.031813856,,신고테마파크업,2026-05-06 23:02:59,I,,03,폐업,,80.03,80,,,,2023-12-29 12:22:26,,2020-05-26,,서울특별시 종로구 익선동 171-1,CDFI5272002020000001,3000000,,,"서울특별시 종로구 수표로28길 23-6, 1층 (익선동)",03133,03,폐업,,,,,,,
,,은평놀이랜드,,2012-05-11,192900.782483613,457444.185417139,,신고테마파크업,2026-05-06 22:36:21,I,,03,폐업,,,,,,,2012-05-14 10:01:24,,2011-07-18,122-809,서울특별시 은평구 갈현동 396-11 3층,CDFI5272002011000001,3110000,1,,서울특별시 은평구 통일로 855-4 (갈현동),,03,폐업,,,,,,,
,,타요키즈카페 은평뉴타운점,,2020-08-31,,,,신고테마파크업,2026-05-06 22:36:21,I,,03,폐업,,,,,,,2020-09-01 08:51:51,,2015-11-06,,서울특별시 은평구 진관동 100-6 2층,CDFI5272002015000001,3110000,,,"서울특별시 은평구 진관2로 12, 2층 (진관동, 메이플카운티2차)",03311,03,폐업,,,,02-352-2454,,,
,,키즈놀이터,,2020-03-30,193469.29043241,455478.989853719,,신고테마파크업,2026-05-06 22:36:21,I,,03,폐업,,,,,,,2020-03-30 18:42:21,,2015-11-30,,서울특별시 은평구 응암동 84-7 2층,CDFI5272002015000002,3110000,,,"서울특별시 은평구 은평로 173 (응암동, 2층)",03460,03,폐업,,,,070-8286-8200,,,
,,리틀채플린,,2017-09-22,192998.202204135,457479.99522553,,신고테마파크업,2026-05-06 22:36:21,I,,03,폐업,,,,,,,2017-09-22 17:30:15,,2017-02-28,,"서울특별시 은평구 불광동 311-13 6003호, 6005호",CDFI5272002017000001,3110000,,,"서울특별시 은평구 통일로 856, 6003,6005호 (불광동, 메트로타워)",03345,03,폐업,,,,02-353-6545,,,
,,우주팡팡,,2019-12-31,192747.460555813,455697.044769414,,신고테마파크업,2026-05-06 22:36:21,I,,03,폐업,,162.96,163,,,,2020-01-13 09:59:08,,2017-03-24,,서울특별시 은평구 역촌동 30-29 4층,CDFI5272002017000003,3110000,1,,"서울특별시 은평구 진흥로1길 34, 4층 (역촌동, 효성빌딩)",03405,03,폐업,,,,02-389-1931,,,
,,키즈정글인,,2020-08-28,193661.732383169,456379.193899276,,신고테마파크업,2026-05-06 22:36:21,I,,03,폐업,,56,56,,,,2020-09-01 08:51:40,,2017-07-10,,서울특별시 은평구 대조동 240 7층,CDFI5272002017000004,3110000,,,"서울특별시 은평구 불광로 20, 7층 (대조동, NC백화점)",03397,03,폐업,,,,,,,
,,플레이스케이프,,2022-03-31,192694.92374224,459461.236119623,,신고테마파크업,2026-05-06 22:36:21,I,,03,폐업,,,,,,,2022-03-31 17:10:16,,2017-11-29,,서울특별시 은평구 진관동 63 3층 롯데몰 은평점,CDFI5272002017000007,3110000,,,"서울특별시 은평구 통일로 1050, 3층 (진관동)",03306,03,폐업,,,,02-6975-5341,,,
,,자그마니,,2020-09-15,192026.412014375,455494.559012821,,신고테마파크업,2026-05-06 22:36:21,I,,03,폐업,,187.58,188,3,,,2020-09-15 17:45:30,,2018-04-18,,서울특별시 은평구 신사동 7-4,CDFI5272002018000001,3110000,,,"서울특별시 은평구 갈현로 44, 3층 302호 (신사동)",03422,03,폐업,,,,02-382-1008,,,
,,키즈필 키즈카페,,2022-12-30,193141.160574821,455476.546199488,,신고테마파크업,2026-05-06 22:36:21,I,,03,폐업,,,,,,,2023-01-02 15:27:09,,2018-05-03,,서울특별시 은평구 응암동 87-1,CDFI5272002018000002,3110000,1,,"서울특별시 은평구 은평로11길 9, 3층 (응암동)",03460,03,폐업,,,,,,,
,,아이띠네,,2020-05-31,192771.367245921,457686.666766178,,신고테마파크업,2026-05-06 22:36:21,I,,03,폐업,,,,,,,2020-06-08 15:43:40,,2018-06-01,,서울특별시 은평구 갈현동 405-22 유진빌딩,CDFI5272002018000003,3110000,1,,"서울특별시 은평구 통일로83길 6-29, 유진빌딩 2층 (갈현동)",03329,03,폐업,,,,02-6160-1566,,,
,,꿈꾸는 방방,,2019-09-18,193602.731685526,458138.257499993,,신고테마파크업,2026-05-06 22:36:22,I,,03,폐업,,,,,,,2019-09-18 17:26:22,,2018-06-01,,서울특별시 은평구 불광동 90-65,CDFI5272002018000004,3110000,1,,"서울특별시 은평구 연서로41길 3, 지하1층 (불광동)",03343,03,폐업,,,,,,,
,,뛰뛰방방,,2020-10-19,192023.767867284,455324.346591988,,신고테마파크업,2026-05-06 22:36:22,I,,03,폐업,,,,,,,2020-10-20 13:30:34,,2018-06-26,,서울특별시 은평구 신사동 8-5,CDFI5272002018000005,3110000,2,,"서울특별시 은평구 갈현로 24, 302호 (신사동)",03423,03,폐업,,,,,,,
,,스마트랩 은평점,,2019-12-03,192882.837727443,455340.54056388,,신고테마파크업,2026-05-06 22:36:22,I,,03,폐업,,,,,,,2019-12-03 16:39:22,,2018-07-24,,서울특별시 은평구 응암동 90-1 은평이마트 8층 VR코딩카페코너,CDFI5272002018000007,3110000,,,"서울특별시 은평구 은평로 111, 은평이마트 8층 (응암동)",03461,03,폐업,,,,070-5521-2698,,,
,,스카이 방방,,2022-04-14,192247.64853033,455541.699089117,,신고테마파크업,2026-05-06 22:36:22,I,,03,폐업,,187.33,187,,,,2022-04-19 13:06:34,,2020-01-08,,서울특별시 은평구 역촌동 81-1,CDFI5272002020000001,3110000,,,"서울특별시 은평구 연서로3길 23, 지하1층 (역촌동)",03420,03,폐업,,,,02-6083-2888,,,
,,주식회사 케이커머스,,2025-07-29,192882.837727443,455340.54056388,,신고테마파크업,2026-05-06 22:36:22,I,,03,폐업,,58383,58383,,,,2025-08-05 10:16:53,,2020-10-13,,서울특별시 은평구 응암동 90-1 은평이마트,CDFI5272002020000003,3110000,2,,"서울특별시 은평구 은평로 111, 은평이마트 6층 (응암동)",03461,03,폐업,,,,,,,
,,상봉시네마죤,,2012-05-08,207785.163886948,454948.667169479,,신고테마파크업,2026-05-06 22:36:20,I,,03,폐업,,,,,,,2012-05-08 13:02:35,,2012-01-09,131-858,서울특별시 중랑구 상봉동 92-2 1층 1호,CDFI5272002012000001,3060000,,,"서울특별시 중랑구 망우로 328, 1층 1호 (상봉동, 상봉시네마)",,03,폐업,,,,,,,
,,캔디방방,,2020-03-24,206635.776481704,454219.97724872,,신고테마파크업,2026-05-06 22:36:20,I,,03,폐업,,,,,,,2020-03-25 14:08:28,,2016-03-04,,서울특별시 중랑구 면목동 182-102,CDFI5272002016000002,3060000,,,"서울특별시 중랑구 봉우재로5길 4, 지하1층 (면목동, 새마을금고)",02128,03,폐업,,,,,,,
,,꼬마대통령 키즈까페 신내점,,2021-05-31,208295.099818379,456014.999180519,,신고테마파크업,2026-05-06 22:36:20,I,,03,폐업,,,,,,,2021-10-13 16:09:01,,2016-08-30,,서울특별시 중랑구 신내동 666,CDFI5272002016000003,3060000,,,"서울특별시 중랑구 봉화산로 194, 9층 906호 (신내동, 신아타운)",02076,03,폐업,,,,02-3422-6987,,,
,,꿈노리,,2020-12-31,207015.416112718,455285.800740148,,신고테마파크업,2026-05-06 22:36:20,I,,03,폐업,,,,,,,2021-01-12 11:27:17,,2018-01-04,,서울특별시 중랑구 중화동 288-27,CDFI5272002018000001,3060000,1,,"서울특별시 중랑구 동일로 778, 2층 (중화동)",02088,03,폐업,,,,02-491-4027,,,
,,키크는팡팡,,2024-02-26,208750.147884796,454689.03214463,,신고테마파크업,2026-05-06 22:36:20,I,,03,폐업,,,,,,,2024-02-28 18:10:02,,2018-05-09,,서울특별시 중랑구 망우동 410-8 유진빌딩,CDFI5272002018000002,3060000,3,,"서울특별시 중랑구 용마산로 488, 유진빌딩 2층 (망우동)",02182,03,폐업,,,,02-491-8879,,,
,,바밴키즈,,2021-03-30,207525.405414575,453207.524884916,,신고테마파크업,2026-05-06 22:36:20,I,,03,폐업,,,,,,,2021-04-13 08:58:53,,2019-02-01,,서울특별시 중랑구 면목동 605-32,CDFI5272002019000001,3060000,,,"서울특별시 중랑구 사가정로 371-1, 송학드림타워 8층 (면목동)",02228,03,폐업,,,,02-435-0827,,,
,,블럭팡팡,,2024-04-17,206842.431237468,455324.874063379,,신고테마파크업,2026-05-06 22:36:20,I,,03,폐업,,,,,,,2024-04-18 09:32:27,,2019-04-08,,서울특별시 중랑구 중화동 304-38 세원빌딩,CDFI5272002019000002,3060000,3,,"서울특별시 중랑구 중랑역로 76, 세원빌딩 4층 (중화동)",02102,03,폐업,,,,02-433-1616,,,
,,방방토리,,2021-05-13,206535.780486452,454418.977917965,,신고테마파크업,2026-05-06 22:36:20,I,,03,폐업,,,,,,,2021-05-24 09:39:51,,2019-04-22,,서울특별시 중랑구 상봉동 136-87,CDFI5272002019000003,3060000,3,,"서울특별시 중랑구 망우로30길 30, B1층 (상봉동)",02119,03,폐업,,,,02-493-1102,,,
,,2024 중랑 물놀이 한마당,,2024-08-16,207992.3564504,452330.823762118,,신고테마파크업,2026-05-06 22:36:21,I,,03,폐업,,,,,,,2024-12-02 13:33:23,,2024-08-01,,"서울특별시 중랑구 면목동 산 1-4 용마배수지, 용마산돌산공원",CDFI5272002024000002,3060000,,,"서울특별시 중랑구 용마산로 250-12, 용마배수지, 용마산돌산공원 (면목동)",02257,03,폐업,,,,043-269-3650,,,
,,중랑구 눈썰매장,,2025-02-10,206367.82146494,455451.121599107,,신고테마파크업,2026-05-06 22:36:21,I,,03,폐업,,,,,,,2025-03-18 16:18:56,,2024-12-24,,서울특별시 중랑구 중화동 382-2,CDFI5272002024000003,3060000,2,,서울특별시 중랑구 중랑천로 197 (중화동),02000,03,폐업,,,,031-642-7826,,,
,,용마폭포공원 물놀이장,,2025-08-18,209385.494867194,453567.30233195,,신고테마파크업,2026-05-06 22:36:21,I,,03,폐업,,,,,,,2025-09-29 17:36:41,,2025-07-25,,서울특별시 중랑구 면목동 산 1-1,CDFI5272002025000002,3060000,2,,서울특별시 중랑구 망우로91길 2-1 (면목동),02191,03,폐업,,,,031-642-7826,,,
