보조직원수,사업장명,욕실면적,업태구분명,폐업일자,좌표X,좌표Y,자격증소유자수,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,직원수,기타직원수,시설관리자수,총면적,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,의료유사업종별명,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,병상수,휴업시작일자,휴업종료일자,소재지전화번호
,부강안마시술소,,안마시술소,2007-01-29,205865.688377736,451110.245309908,,2026-05-06 22:35:18,I,03,폐업,2,,,300.67,2009-01-07 11:02:13,,2004-12-15,130-100,서울특별시 동대문구 장안동 462번지 (지상1층),안마시술소,PHMB420043050034042400006,3050000,"서울특별시 동대문구 장한로2길 33 (장안동,(지상1층))",,03,폐업,14,,,22125360
,동부안마시술소,,안마시술소,2004-05-31,206158.609154575,452075.431032307,,2026-05-06 22:35:18,I,03,폐업,2,,,111,2009-01-07 10:17:58,,1993-08-20,130-100,서울특별시 동대문구 장안동 372번지 1호,안마시술소,PHMB419933050034042400001,3050000,서울특별시 동대문구 장한로 115 (장안동),,03,폐업,11,,,22158344
,백운안마시술소,,안마시술소,2007-05-11,206249.026456633,451997.891787958,,2026-05-06 22:35:18,I,03,폐업,2,,,694.85,2009-01-07 10:21:27,,1993-10-04,130-100,"서울특별시 동대문구 장안동 345번지 10호 (지하1,지상1,2,3층)",안마시술소,PHMB419933050034042400002,3050000,"서울특별시 동대문구 장한로26가길 31 (장안동,(지하1,지상1,2,3층))",,03,폐업,28,,,22129388
,추카추카안마시술소,,안마시술소,2007-04-19,206144.348296014,452047.885951199,,2026-05-06 22:35:18,I,03,폐업,2,,,458.62,2009-01-07 10:24:46,,1993-12-22,130-100,"서울특별시 동대문구 장안동 372번지 3호 (지하1,지상3,4층)",안마시술소,PHMB419933050034042400003,3050000,"서울특별시 동대문구 장한로 111-1 (장안동,(지하1,지상3,4층))",,03,폐업,14,,,22458909
,비너스안마시술소,,안마시술소,2006-05-25,204974.427135263,454008.040992673,,2026-05-06 22:35:18,I,03,폐업,2,,,62649,2009-01-07 10:27:09,,1996-06-19,130-090,서울특별시 동대문구 휘경동 317번지 53호,안마시술소,PHMB419963050034042400001,3050000,서울특별시 동대문구 망우로 34 (휘경동),,03,폐업,18,,,22460840
,진주안마시술소,,안마시술소,2008-04-21,204190.10878253,453415.795068163,,2026-05-06 22:35:18,I,03,폐업,2,,,137.7,2009-01-07 10:30:03,,1998-04-16,130-010,"서울특별시 동대문구 청량리동 235번지 6호 (지하11,12호)",안마시술소,PHMB419983050034042400002,3050000,"서울특별시 동대문구 왕산로 239 (청량리동,(지하11,12호))",,03,폐업,11,,,
,남수침시술소,,안마시술소,2005-05-16,203773.909766331,453852.661963297,,2026-05-06 22:35:18,I,03,폐업,2,,,52,2009-01-07 10:38:04,,2001-01-30,130-010,서울특별시 동대문구 청량리동 486번지 (1층),안마시술소,PHMB420013050034042400001,3050000,"서울특별시 동대문구 제기로 93 (청량리동,(1층))",,03,폐업,1,,,32952332
,최태암침구시술소,,안마시술소,2006-10-04,203244.194730719,453074.680130111,,2026-05-06 22:35:18,I,03,폐업,2,,,16,2009-01-07 10:40:36,,2002-07-22,130-060,서울특별시 동대문구 제기동 1109번지 8호 (2층),안마시술소,PHMB420023050034042400002,3050000,"서울특별시 동대문구 약령중앙로4길 7-1 (제기동,(2층))",,03,폐업,1,,,
,쵸이스안마시술소,,안마시술소,2006-01-23,205045.366490567,451249.571870528,,2026-05-06 22:35:18,I,03,폐업,2,,,609.88,2009-01-07 10:42:52,,2003-04-10,130-030,"서울특별시 동대문구 답십리동 952번지 18호 (7,8층)",안마시술소,PHMB420033050034042400001,3050000,"서울특별시 동대문구 천호대로 343 (답십리동,(7,8층))",,03,폐업,21,,,22439977
,궁전안마시술소,,안마시술소,2009-01-15,203360.831597984,452785.12119758,,2026-05-06 22:35:18,I,03,폐업,2,,,822.3,2009-01-15 15:02:35,,2003-09-19,130-070,서울특별시 동대문구 용두동 26번지 14호 고산자로 176(지하1층),안마시술소,PHMB420033050034042400003,3050000,"서울특별시 동대문구 고산자로 420 (용두동,고산자로 176(지하1층))",,03,폐업,22,,,32950588
,하트안마시술소,,안마시술소,2007-04-25,206158.609154575,452075.431032307,,2026-05-06 22:35:18,I,03,폐업,2,,,790.52,2009-01-07 10:51:28,,2004-06-03,130-100,"서울특별시 동대문구 장안동 372번지 1호 (지상2,3,4층)",안마시술소,PHMB420043050034042400001,3050000,"서울특별시 동대문구 장한로 115 (장안동,(지상2,3,4층))",,03,폐업,16,,,22158344
,워커힐안마시술소,,안마시술소,2009-10-12,205758.902905327,451193.91719632,,2026-05-06 22:35:18,I,03,폐업,2,,,707.26,2009-10-12 16:52:36,,2009-05-13,130-100,"서울특별시 동대문구 장안동 433번지 5호 장한로 20(지상4,5층)",안마시술소,PHMB420043050034042400002,3050000,"서울특별시 동대문구 장한로 20 (장안동,장한로 20(지상4,5층))",,03,폐업,21,2009-08-11,2010-02-11,22470150
,퓨전안마시술소,,안마시술소,2005-10-04,205728.841217985,451139.60744767,,2026-05-06 22:35:18,I,03,폐업,2,,,339.2,2009-01-07 10:56:02,,2004-07-29,130-100,서울특별시 동대문구 장안동 433번지 17호,안마시술소,PHMB420043050034042400003,3050000,서울특별시 동대문구 장한로 12 (장안동),,03,폐업,14,,,22132900
,비누방울안마시술소,,안마시술소,2007-03-09,206076.898359221,451784.733600414,,2026-05-06 22:35:18,I,03,폐업,2,,,778,2009-01-07 10:58:05,,2004-12-06,130-100,서울특별시 동대문구 장안동 364번지 2호,안마시술소,PHMB420043050034042400004,3050000,서울특별시 동대문구 장한로 86 (장안동),,03,폐업,25,,,22467949
,파노라마안마시술소,,안마시술소,2007-03-26,206076.898359221,451784.733600414,,2026-05-06 22:35:18,I,03,폐업,2,,,242.58,2009-01-07 11:00:05,,2004-12-13,130-100,서울특별시 동대문구 장안동 364번지 2호 (지하1층),안마시술소,PHMB420043050034042400005,3050000,"서울특별시 동대문구 장한로 86 (장안동,(지하1층))",,03,폐업,13,,,22129549
,큐안마시술소,,안마시술소,2006-11-29,206097.029464604,451827.438245305,,2026-05-06 22:35:18,I,03,폐업,2,,,829.97,2009-01-07 11:04:45,,2004-12-16,130-100,"서울특별시 동대문구 장안동 365번지 6호 ,7호(지하2,3층)",안마시술소,PHMB420043050034042400007,3050000,"서울특별시 동대문구 장한로 92 (장안동,,7호(지하2,3층))",,03,폐업,18,,,22446855
,비너스안마시술소,,안마시술소,2007-04-27,206279.689993328,452172.453180244,,2026-05-06 22:35:18,I,03,폐업,2,,,668.36,2009-01-07 11:06:54,,2004-12-30,130-100,서울특별시 동대문구 장안동 368번지 4호 (지하1층),안마시술소,PHMB420043050034042400008,3050000,"서울특별시 동대문구 장한로 130 (장안동,(지하1층))",,03,폐업,20,,,22443647
