자산규모,사업장명,폐업일자,자본금,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,부채총액,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
562763527,(주)월드펍탑스,2026-02-02,200000000,188953.066831076,447333.569187997,2026-05-06 22:55:04,I,03,폐업처리,2026-02-02 12:49:45,324241343,,2022-05-24,,서울특별시 양천구 목동 ***-* 현대**타워,2022314016723200004,3140000,"서울특별시 양천구 목동동로 ***, 현대**타워 **동 ****호 (목동)",07997,,03,폐업,,,
,코웨이 해피투게더 대리점,2025-12-19,,187605.245515408,447362.509580094,2026-05-06 22:55:05,I,05,타시군구이관,2025-12-19 13:03:20,,,2022-09-06,,서울특별시 양천구 신정동 ***-**,2022314016723200013,3140000,"서울특별시 양천구 목동로**길 **-*, *층 ***호 (신정동)",07938,,05,제외/삭제/전출,,,
,순환로대우자동차판매,,,185464.586725989,446714.49308267,2026-05-06 22:53:33,I,07,직권말소,2017-05-11 09:55:36,,,1996-11-14,158-090,서울특별시 양천구 신월동 ***번지 *호,1996314011423200031,3140000,서울특별시 양천구 남부순환로 *** (신월동),,,04,취소/말소/만료/정지/중지,,,
,녹십초알로에,,,,,2026-05-06 22:53:33,I,04,직권취소,2008-08-20 11:48:36,,2008-08-11,1996-11-14,158-050,서울특별시 양천구 목동 *번지,1996314011423200032,3140000,,,,04,취소/말소/만료/정지/중지,,,
,양천GM대우자동차판매회사,,,185464.586725989,446714.49308267,2026-05-06 22:53:33,I,07,직권말소,2014-09-24 16:10:25,,,1999-11-14,158-097,서울특별시 양천구 신월동 ***번지 *호,1996314011423200034,3140000,서울특별시 양천구 남부순환로 *** (신월동),,,04,취소/말소/만료/정지/중지,,,26019229
,대한두뇌개발,,,,,2026-05-06 22:53:35,I,04,직권취소,2008-08-11 16:58:57,,2008-08-11,1997-02-17,158-050,서울특별시 양천구 목동 *번지,1997314011423200050,3140000,,,,04,취소/말소/만료/정지/중지,,,
,알로에마임,,,,,2026-05-06 22:53:36,I,04,직권취소,2008-08-11 14:15:36,,2008-08-11,1998-03-20,158-050,서울특별시 양천구 목동 *번지,1998314011423200078,3140000,,,,04,취소/말소/만료/정지/중지,,,
,유일유통,,,186072.010062548,446497.272720346,2026-05-06 22:53:37,I,04,직권취소,2009-01-07 14:30:17,,2008-10-09,1999-08-13,158-090,서울특별시 양천구 신월동 ***번지 *호 롯데 ***호,1999314011423200136,3140000,"서울특별시 양천구 신월로**길 **, ***호 (신월동,롯데)",,,04,취소/말소/만료/정지/중지,,,
,기아 양서대리점,,,187887.692525637,448216.395250481,2026-05-06 22:53:37,I,01,정상영업,2021-04-20 11:15:22,,,1999-09-28,,서울특별시 양천구 목동 ***번지 *호 제일빌딩,1999314011423200139,3140000,"서울특별시 양천구 등촌로 **, 제일빌딩 *층 (목동)",07959,,01,영업/정상,,,26431661
,미강실업,,,188063.963350077,447754.759888245,2026-05-06 22:53:37,I,04,직권취소,2008-08-11 11:12:32,,2008-08-11,1999-10-01,158-050,서울특별시 양천구 목동 ***번지 **호,1999314011423200140,3140000,서울특별시 양천구 목동중앙서로*길 **-* (목동),,,04,취소/말소/만료/정지/중지,,,
1,주)쌍용자동차 강서영업소,,1,189011.488403267,449390.943275,2026-05-06 22:53:40,I,04,직권취소,2008-07-28 13:43:45,1,2008-08-11,2000-02-12,158-050,서울특별시 양천구 목동 ***번지 **호,2000314011423200152,3140000,서울특별시 양천구 공항대로 *** (목동),,,04,취소/말소/만료/정지/중지,,,
1,주) 태창물류,,2,187770.183062002,447121.22559988,2026-05-06 22:53:42,I,04,직권취소,2008-08-11 09:47:16,1,2008-08-11,2000-04-17,158-070,서울특별시 양천구 신정동 ***번지 *호 수우빌딩 ***호호,2000314011423200162,3140000,"서울특별시 양천구 신정중앙로 ** (신정동,수우빌딩 ***호호)",,,04,취소/말소/만료/정지/중지,,,
,월드뱅크,,,188164.354485848,447907.15227078,2026-05-06 22:53:44,I,04,직권취소,2008-08-11 17:00:58,,2008-08-11,2000-09-01,158-050,서울특별시 양천구 목동 ***번지 **호,2000314011423200185,3140000,서울특별시 양천구 목동중앙서로*길 ** (목동),,,04,취소/말소/만료/정지/중지,,,
,우성상회,,,,,2026-05-06 22:53:47,I,04,직권취소,2008-08-11 10:59:52,,2008-07-31,2001-06-30,158-050,서울특별시 양천구 목동 *번지,2001314011423200146,3140000,,,,04,취소/말소/만료/정지/중지,,,
,이지미디어,,,187436.682189037,447045.300116029,2026-05-06 22:53:49,I,07,직권말소,2017-05-11 09:54:57,,,2001-06-14,158-070,서울특별시 양천구 신정동 ***번지 **호,2001314011423200226,3140000,서울특별시 양천구 오목로 *** (신정동),,,04,취소/말소/만료/정지/중지,,,
,순영유통,,,189348.372526225,448186.414032098,2026-05-06 22:53:50,I,04,직권취소,2009-01-07 14:28:39,,2008-10-09,2001-07-06,158-050,서울특별시 양천구 목동 ***번지 **호 현대파크빌 ***호,2001314011423200232,3140000,"서울특별시 양천구 목동동로 ***, ***호 (목동,현대파크빌)",,,04,취소/말소/만료/정지/중지,,,
,ING유통,,,,,2026-05-06 22:53:51,I,04,직권취소,2008-08-11 16:57:40,,2008-08-11,2001-09-13,158-050,서울특별시 양천구 목동 *번지,2001314011423200240,3140000,,,,04,취소/말소/만료/정지/중지,,,
,라이프싸이언스코리아,,,,,2026-05-06 22:53:53,I,04,직권취소,2008-08-11 10:55:13,,2008-08-11,2002-06-25,158-050,서울특별시 양천구 목동 *번지,2002314011423200022,3140000,,,,04,취소/말소/만료/정지/중지,,,
,쌍용자동차 양천중앙판매대리점,,,185709.183209742,446064.844103444,2026-05-06 22:53:53,I,01,정상영업,2021-11-01 10:50:42,,,2002-02-01,158-090,서울특별시 양천구 신월동 ****번지 *호,2002314011423200264,3140000,서울특별시 양천구 남부순환로 *** (신월동),,,01,영업/정상,,,
