축산일련번호,축산업무구분명,사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,축산물가공업구분명,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,축산물가공업,가빈소시지,식육가공업,2023-07-28,197782.622849854,456220.012148299,2026-05-06 22:44:15,I,0002,폐업,2023-07-28 15:20:10,,2001-07-09,63,,서울특별시 종로구 평창동 64-3 금강하이츠빌라상가 지하1층,식육가공업,300000000420010001,3000000,000,,,2023-07-28,03,폐업,,,
,축산물가공업,(주)신씨화로,식육가공업,2011-06-14,,,2026-05-06 22:44:15,I,0002,폐업,2011-06-14 17:40:05,,2003-05-29,28.99,,서울특별시 종로구 홍파동 10-14,식육가공업,300000000420030001,3000000,L00,,,,03,폐업,,,
,축산물가공업,서울푸드,식육가공업,2024-08-27,201168.350187013,453134.920223381,2026-05-06 22:44:15,I,0002,폐업,2024-08-27 10:47:17,,2004-07-09,0,,서울특별시 종로구 창신동 702 쌍용아파트상가302호,식육가공업,300000000420040001,3000000,000,,,2024-08-27,03,폐업,,,
,축산물가공업,(주)패쉬,유가공업,2010-03-10,197386.63865341,456142.715416274,2026-05-06 22:44:16,I,0002,폐업,2010-04-22 15:42:18,,2006-06-14,478.63,,서울특별시 종로구 평창동 150-1,유가공업,300000000420060002,3000000,000,,,,03,폐업,,,02-391-2006
,축산물가공업,(주)신씨화로,식육가공업,2011-06-14,,,2026-05-06 22:44:16,I,0002,폐업,2011-06-14 17:37:28,,2006-10-26,0,,서울특별시 종로구 행촌동 27-7 지상1층,식육가공업,300000000420060004,3000000,000,,,,03,폐업,,,1544-8592
,축산물가공업,홍돌이네,식육가공업,2012-03-27,200956.626483264,452294.176680139,2026-05-06 22:44:17,I,0002,폐업,2012-03-27 14:52:24,,2011-10-27,0,,서울특별시 종로구 창신동 581-21,식육가공업,300000000420110001,3000000,000,,,,03,폐업,,,
,축산물가공업,톰스비스트로,유가공업,2016-09-28,196878.271529966,455872.408590394,2026-05-06 22:44:18,I,0002,폐업,2016-09-28 12:31:43,,2014-10-16,0,,서울특별시 종로구 평창동 325,유가공업,300000000420140002,3000000,000,서울특별시 종로구 평창문화로 37 (평창동),03008,2016-09-28,03,폐업,,,
,축산물가공업,(주)본푸드코아,식육가공업,,202570.870213503,459880.637994199,2026-05-06 22:36:02,I,0000,정상,2023-10-27 10:30:43,,2001-07-05,0,,서울특별시 강북구 번동 464-17 지1층,식육가공업,308000000420010001,3080000,L00,"서울특별시 강북구 한천로132길 57, 지1층 (번동)",01056,,01,영업/정상,,,
,축산물가공업,동방유통,식육가공업,,202339.441343834,457277.725580686,2026-05-06 22:36:02,I,0000,정상,2024-07-16 17:12:42,,2011-02-10,0,,서울특별시 강북구 미아동 373-36,식육가공업,308000000420110001,3080000,000,서울특별시 강북구 도봉로19길 35 (미아동),,,01,영업/정상,,,02-988-1222
,축산물가공업,예지신성유통,식육가공업,,201148.87307053,458902.691020601,2026-05-06 22:36:02,I,0000,정상,2024-07-16 17:16:38,,2014-01-16,229,,서울특별시 강북구 수유동 468-106 지층,식육가공업,308000000420140001,3080000,000,"서울특별시 강북구 인수봉로 144, 지층 (수유동)",01097,,01,영업/정상,,,02-6404-9827
,축산물가공업,백운축산,알가공업,,201931.731442565,460212.820839826,2026-05-06 22:36:02,I,0000,정상,2016-12-05 20:31:40,,2014-10-13,0,,"서울특별시 강북구 수유동 252-123 1층, 좌측 2칸",알가공업,308000000420140002,3080000,000,"서울특별시 강북구 노해로23길 6, 1층 (수유동, 좌측 2칸)",01048,,01,영업/정상,,,02-997-8022
,축산물가공업,주식회사 제일에프앤디,식육가공업,,202324.435492387,459111.488229241,2026-05-06 22:36:02,I,0000,정상,2025-02-10 11:33:14,,2016-09-12,0,,"서울특별시 강북구 번동 762-3 지층, 1층 가운데",식육가공업,308000000420160002,3080000,L00,"서울특별시 강북구 도봉로76길 74, 지층,1층가운데호 (번동)",01130,,01,영업/정상,,,02-977-7715
,축산물가공업,엄마손 돼지불백,식육가공업,,201985.291609184,460265.694485786,2026-05-06 22:36:02,I,0000,정상,2024-03-26 14:16:49,,2019-07-08,0,,서울특별시 강북구 수유동 252-101 가온빌딩 1층,식육가공업,308000000420190001,3080000,000,"서울특별시 강북구 노해로27길 3, 가온빌딩 1층 (수유동)",01048,,01,영업/정상,,,02-999-3684
,축산물가공업,홈메이드 푸드,식육가공업,,201119.639609284,461975.213006348,2026-05-06 22:36:02,I,0000,정상,2024-03-15 14:14:03,,2020-06-24,0,,서울특별시 강북구 우이동 38-1 재원빌딩,식육가공업,308000000420200002,3080000,000,"서울특별시 강북구 삼양로 641, 재원빌딩 지하1층 (우이동)",01004,,01,영업/정상,,,070-4104-6375
,축산물가공업,(주)경동닭유통,식육가공업,,200933.61599743,459773.356216876,2026-05-06 22:36:02,I,0000,정상,2024-07-16 17:18:02,,2010-06-08,0,,"서울특별시 강북구 수유동 524-58 지1,1층",식육가공업,308000000420220001,3080000,L00,"서울특별시 강북구 인수봉로 241, 지1,1층 (수유동)",01021,,01,영업/정상,,,
,축산물가공업,도이치에프앤비(주),식육가공업,,201232.318628133,460466.734395604,2026-05-06 22:36:02,I,0000,정상,2025-10-14 15:05:04,,2009-08-18,0,,서울특별시 강북구 수유동 285-4 지1층,식육가공업,308000000420240001,3080000,L00,"서울특별시 강북구 삼양로 487, 지1층 (수유동)",01029,,01,영업/정상,,,
,축산물가공업,(주)서울이푸드,식육가공업,,201880.114587653,458586.415551302,2026-05-06 22:36:02,I,0000,정상,2025-10-13 10:47:56,,2025-10-13,0,,서울특별시 강북구 미아동 218-26,식육가공업,308000000420250001,3080000,L00,"서울특별시 강북구 도봉로67길 49, 1층 (미아동)",01119,,01,영업/정상,,,02-988-6231
,축산물가공업,리틀기프트,유가공업,2016-10-31,201875.67290602,452853.208761025,2026-05-06 22:44:19,I,0002,폐업,2016-10-31 16:01:00,,2015-05-28,0,,서울특별시 종로구 숭인동 365,유가공업,300000000420150001,3000000,000,서울특별시 종로구 숭인동길 68 (숭인동),03111,2016-10-31,03,폐업,,,
,축산물가공업,주식회사 희스토리푸드 맛스토리지점,식육가공업,2022-12-28,200182.235978058,453412.12856903,2026-05-06 22:44:19,I,0002,폐업,2022-12-28 21:07:08,,2016-03-03,0,,서울특별시 종로구 동숭동 1-49,식육가공업,300000000420160001,3000000,L00,"서울특별시 종로구 대학로8가길 56 (동숭동, 동숭빌딩)",03086,2022-12-28,03,폐업,,,02-3672-6004
,축산물가공업,톰스비스트로,유가공업,2020-06-01,196878.271529966,455872.408590394,2026-05-06 22:44:19,I,0002,폐업,2020-06-01 16:51:01,,2016-10-07,0,,서울특별시 종로구 평창동 325,유가공업,300000000420160002,3000000,000,서울특별시 종로구 평창문화로 37 (평창동),03008,2020-06-01,03,폐업,,,02-379-8282
,축산물가공업,고매븟 주식회사,식육가공업,2020-09-28,197865.966333333,456429.344666667,2026-05-06 22:44:19,I,0002,폐업,2020-09-29 10:21:59,,2017-03-03,0,,,식육가공업,300000000420170001,3000000,L00,"서울특별시 종로구 평창문화로 154, 2층 (평창동, 안성빌딩)",03010,2020-09-28,03,폐업,,,02-379-6674
,축산물가공업,(주)평창동 북악정(신관),식육가공업,2023-06-19,197983.768040008,456539.708373722,2026-05-06 22:44:19,I,0002,폐업,2023-06-20 15:36:42,,2022-03-31,0,,서울특별시 종로구 평창동 109-1,식육가공업,300000000420220001,3000000,L00,"서울특별시 종로구 평창문화로 169, 2층 (평창동)",03004,2023-06-19,03,폐업,,,
,축산물가공업,대천푸드,식육가공업,,206061.131198118,461865.777269892,2026-05-06 22:32:05,I,0004,말소,2015-05-22 09:54:17,,2005-02-28,81.25,,서울특별시 노원구 상계동 389-44,식육가공업,310000000420050003,3100000,000,서울특별시 노원구 상계로23다길 14 (상계동),,,04,취소/말소/만료/정지/중지,,,
,축산물가공업,(주)립푸드,식육가공업,,205163.107842243,457825.646096013,2026-05-06 22:32:06,I,0000,정상,2022-01-13 10:09:23,,2009-08-21,0,,서울특별시 노원구 월계동 387-2,식육가공업,310000000420090002,3100000,L00,"서울특별시 노원구 광운로 53-17 (월계동, 월계로즈빌)",01892,,01,영업/정상,,,02-495-6720
,축산물가공업,참유통,식육가공업,,207156.237276139,463253.417628415,2026-05-06 22:32:06,I,0000,정상,2023-02-27 16:22:35,,2009-08-24,0,,서울특별시 노원구 상계동 62-9,식육가공업,310000000420090003,3100000,000,서울특별시 노원구 덕릉로127길 6 (상계동),01634,,01,영업/정상,,,
