사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,DTL_TASK_SE_NM,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
순진한 강아지,2026-02-03,208610.937824183,454494.16172102,2026-05-06 22:33:48,I,0002,폐업,,2026-02-03 09:42:39,,2008-08-17,0,,서울특별시 중랑구 망우동 ***,306000004520080006,3060000,000,"서울특별시 중랑구 용마산로 ***, *층 ***호 (망우동, 주함해븐아파트)",02173,,03,폐업,,,
(주)에이플러스 면목점,2026-02-03,207090.86716546,453072.936040777,2026-05-06 22:33:49,I,0002,폐업,,2026-02-03 09:45:40,,2012-08-20,,,서울특별시 중랑구 면목동 ***-*,306000004520120004,3060000,L00,서울특별시 중랑구 사가정로 *** (면목동),,,03,폐업,,,
닥터아이펫 동물병원,2026-02-03,207655.291092379,454993.657588592,2026-05-06 22:33:50,I,0002,폐업,,2026-02-03 14:05:46,,2013-11-19,0,,서울특별시 중랑구 상봉동 **-**,306000004520130003,3060000,000,"서울특별시 중랑구 망우로 ***, *층 (상봉동)",02098,,03,폐업,,,
밀레쥬,2025-12-22,207923.745922676,455090.718335439,2026-05-06 22:33:52,I,0002,폐업,,2025-12-22 15:54:42,,2019-02-08,0,,서울특별시 중랑구 상봉동 *** 상봉 프레미어스 엠코,306000004520190003,3060000,000,"서울특별시 중랑구 망우로 ***, B*층 (상봉동, 상봉 프레미어스 엠코)",02087,,03,폐업,,,
하늘애견,2025-12-01,202009.315164926,460409.484269558,2026-05-06 22:03:29,I,0002,폐업,,2025-12-18 17:23:34,,2009-03-16,,,서울특별시 강북구 수유동 ***-*,308000004520090002,3080000,000,서울특별시 강북구 노해로**길 ** (수유동),,,03,폐업,,,
아이러브 캣,2025-12-23,201922.432010876,460169.987212613,2026-05-06 22:03:33,I,0002,폐업,,2025-12-23 12:51:49,,2019-05-16,0,,서울특별시 강북구 수유동 ***-*** 진흥빌딩,308000004520190007,3080000,000,"서울특별시 강북구 노해로 **, 진흥빌딩 *층 (수유동)",01048,,03,폐업,,,02-990-3359
트리펫(TREEPET),2026-01-14,203941.102691985,441525.999613989,2026-05-06 22:03:42,I,0002,폐업,,2026-01-14 15:46:59,,2022-10-20,0,,서울특별시 서초구 양재동 ***-** 대원빌딩,321000004520220014,3210000,000,"서울특별시 서초구 언남**길 **, 대원빌딩 *층 (양재동)",06775,,03,폐업,,,
도치퀸,2026-01-13,189504.258704224,441390.738560411,2026-05-06 22:03:25,I,0002,폐업,,2026-01-14 09:49:18,,2020-05-01,0,,서울특별시 금천구 가산동 ***-** 대륭테크노타운**차 B***호,317000004520200002,3170000,000,"서울특별시 금천구 가산디지털*로 **, 대륭테크노타운**차 B***호 (가산동)",08589,,03,폐업,,,
통키애견,,207169.472578116,451764.33065101,2026-05-06 22:03:36,I,0002,폐업,,2022-04-28 18:10:44,,2008-02-12,,,서울특별시 광진구 중곡동 ***-*,304000004520090002,3040000,000,서울특별시 광진구 동일로**길 ** (중곡동),04905,,03,폐업,,,02-3409-1374
몽하우스,,191432.744928308,437827.727093014,2026-05-06 22:03:22,I,0000,정상,,2022-04-28 18:10:45,,2011-04-26,0,,"서울특별시 금천구 시흥동 ***-** , *층",317000004520110001,3170000,000,"서울특별시 금천구 시흥대로 **-*, *층 (시흥동)",08651,,01,영업/정상,,,
파랑새 동물병원,,191042.197178853,439576.514509179,2026-05-06 22:03:22,I,0000,정상,,2022-04-28 18:10:45,,2012-04-23,,,서울특별시 금천구 독산동 ****-****,317000004520120001,3170000,000,,,,01,영업/정상,,,
아쿠아플러스(주) 금천점,,190809.507840375,440728.382273075,2026-05-06 22:03:23,I,0000,정상,,2022-04-28 18:10:46,,2012-08-29,,,서울특별시 금천구 독산동 ***-* 홈플러스 *층,317000004520120003,3170000,L00,"서울특별시 금천구 시흥대로 *** (독산동,홈플러스 *층)",,,01,영업/정상,,,02-890-8000
도그킹,,191166.224938635,439165.171446235,2026-05-06 22:03:24,I,0000,정상,,2022-04-28 18:10:46,,2017-12-04,0,,서울특별시 금천구 시흥동 ***,317000004520170002,3170000,000,"서울특별시 금천구 시흥대로 ***, *층 (시흥동)",08628,,01,영업/정상,,,02-6487-2227
릴리퀸 코리아,,189877.178943503,442093.648596802,2026-05-06 22:03:24,I,0000,정상,,2022-04-28 18:10:46,,2018-06-20,0,,서울특별시 금천구 가산동 **-* 대륭포스트타워 *차,317000004520180007,3170000,000,"서울특별시 금천구 디지털로*길 **, 대륭포스트타워 *차 제지*층 제비***호 (가산동)",08512,,01,영업/정상,,,
더독스 강아지분양 서울,,190694.880295092,440764.426277932,2026-05-06 22:03:25,I,0000,정상,,2024-01-10 09:06:16,,2021-03-05,0,,서울특별시 금천구 독산동 ***-* 현대지식산업센터 티-엘 ***호,317000004520210001,3170000,000,"서울특별시 금천구 두산로 **, 현대지식산업센터 티-엘***호 (독산동)",08584,,01,영업/정상,,,
조아컴퍼니,,189778.774504778,441302.111937219,2026-05-06 22:03:25,I,0001,휴업,,2023-10-20 17:20:16,,2022-10-11,0,,서울특별시 금천구 가산동 ***-** IT프리미어타워,317000004520220001,3170000,000,"서울특별시 금천구 가산디지털*로 **, IT프리미어타워 ***-*호 (가산동)",08590,,02,휴업,2023-10-20,2026-10-20,
경기관상어,,190838.324818618,439761.362000391,2026-05-06 22:03:25,I,0000,정상,,2023-02-15 13:14:36,,2023-02-15,0,,서울특별시 금천구 독산동 **** 금천롯데캐슬골드파크*차,317000004520230001,3170000,000,"서울특별시 금천구 시흥대로 ***, B*층 (독산동, 금천롯데캐슬골드파크*차)",08608,,01,영업/정상,,,
(주) 엠에이디씨,,189031.670933573,442239.943267799,2026-05-06 22:03:25,I,0000,정상,,2024-01-03 09:09:26,,2023-02-16,0,,서울특별시 금천구 가산동 ***-**,317000004520230002,3170000,L00,"서울특별시 금천구 가산디지털*로 ***-**, 가산모비우스타워 ****-*호 (가산동)",08504,,01,영업/정상,,,02-6925-5866
홈플러스 시흥점 수족관,,191152.432649234,438865.160717275,2026-05-06 22:03:25,I,0000,정상,,2023-07-05 18:03:50,,2023-07-05,0,,서울특별시 금천구 시흥동 ***-** 삼성홈플러스,317000004520230003,3170000,L00,"서울특별시 금천구 시흥대로 ***, 삼성홈플러스 지하 *층 (시흥동)",08632,,01,영업/정상,,,02-895-2080
웨스티 화이트테리어 직수입 미니비숑 강아지 분양 퍼피픽,,189678.284548834,441134.747749945,2026-05-06 22:03:25,I,0000,정상,,2026-03-18 19:57:31,,2026-02-09,0,,서울특별시 금천구 가산동 ***-** 가산 하우스디 와이즈타워 ***호,317000004520260001,3170000,000,"서울특별시 금천구 가산디지털*로 **-**, 가산 하우스디 와이즈타워 제*층 ***호 (가산동)",08592,,01,영업/정상,,,
행복한 강아지,,191963.736310928,444312.20129276,2026-05-06 22:03:27,I,0000,정상,,2022-04-28 18:10:58,,2008-10-13,,,서울특별시 영등포구 신길동 **** 남서울아파트 A상가 **동 ***호,318000004520080001,3180000,000,"서울특별시 영등포구 신길로 ***, **동 ***호 (신길동,남서울아파트 A상가)",,,01,영업/정상,,,
애개애개,,193847.088620039,446705.207866491,2026-05-06 22:03:27,I,0000,정상,,2022-04-28 18:10:58,,2008-10-14,,,서울특별시 영등포구 여의도동 **-* 수정상가 ***호,318000004520080002,3180000,000,"서울특별시 영등포구 국제금융로*길 * (여의도동,수정상가 ***호)",,,01,영업/정상,,,
도그플러스동물병원,,190729.506453391,446227.07504062,2026-05-06 22:03:27,I,0000,정상,,2022-04-28 18:10:58,,2009-03-20,,,서울특별시 영등포구 문래동*가 **-* 삼성홈플러스빌딩 *층,318000004520090001,3180000,000,"서울특별시 영등포구 당산로 ** (문래동*가,삼성홈플러스빌딩 *층)",,,01,영업/정상,,,20690082
러브펫 동물병원,,191385.057392247,446098.555926507,2026-05-06 22:03:27,I,0000,정상,,2022-04-28 18:10:59,,2009-09-15,0,,서울특별시 영등포구 영등포동*가 *** 타임스퀘어,318000004520090004,3180000,000,"서울특별시 영등포구 영중로 **, 타임스퀘어 지하층 B***호 (영등포동*가)",07305,,01,영업/정상,,,02-2634-8275
(주)그린아쿠아펫,,190729.506453391,446227.07504062,2026-05-06 22:03:29,I,0000,정상,,2024-01-12 13:48:17,,2012-08-20,0,,서울특별시 영등포구 문래동*가 **-* 홈플러스,318000004520120003,3180000,L00,"서울특별시 영등포구 당산로 **, 홈플러스 *층 (문래동*가)",07297,,01,영업/정상,,,
화이트홀,,191980.363126642,446178.841768843,2026-05-06 22:03:31,I,0000,정상,,2022-04-28 18:11:00,,2016-10-10,0,,서울특별시 영등포구 영등포동*가 **-*,318000004520160004,3180000,000,서울특별시 영등포구 경인로 ***-* (영등포동*가),07303,,01,영업/정상,,,
베이비몽,,191564.119632973,446251.574337289,2026-05-06 22:03:31,I,0000,정상,,2022-04-28 18:11:06,,2020-04-20,0,,서울특별시 영등포구 영등포동*가 **-*,318000004520200003,3180000,L00,서울특별시 영등포구 영중로 ** (영등포동*가),07301,,01,영업/정상,,,02-6180-0086
로얄수족관,,191385.057392247,446098.555926507,2026-05-06 22:03:31,I,0000,정상,,2022-04-28 18:11:06,,2020-08-25,0,,서울특별시 영등포구 영등포동*가 *** 타임스퀘어,318000004520200009,3180000,000,"서울특별시 영등포구 영중로 **, 타임스퀘어 지하*층 (영등포동*가)",07305,,01,영업/정상,,,
신풍,,191844.925514769,444053.006856572,2026-05-06 22:03:31,I,0000,정상,,2022-04-28 18:11:06,,2021-07-05,0,,서울특별시 영등포구 신길동 ****,318000004520210007,3180000,000,서울특별시 영등포구 신길로 **(신길동),07436,,01,영업/정상,,,02-835-7572
주식회사 우연컴퍼니,,189664.262881986,446728.42373327,2026-05-06 22:03:31,I,0000,정상,,2026-02-03 14:06:31,,2021-10-06,0,,서울특별시 영등포구 양평동*가 **-* 양평동 오피스텔 ***동 B***호,318000004520210011,3180000,L00,"서울특별시 영등포구 선유서로**길 **, 양평동 오피스텔 ***동 *층 B***호 (양평동*가)",07278,,01,영업/정상,,,
비쇼네,,193326.931018911,446973.914570276,2026-05-06 22:03:31,I,0000,정상,,2022-06-16 10:58:21,,2022-06-16,0,,서울특별시 영등포구 여의도동 ** 서울 국제금융 센터,318000004520220002,3180000,L00,"서울특별시 영등포구 국제금융로 **, 서울 국제금융 센터 비*동 엘*층 (여의도동)",07326,,01,영업/정상,,,61375236
한강아쿠아 롯데마트 양평점,,190352.321686588,447095.641206789,2026-05-06 22:03:32,I,0001,휴업,,2024-12-12 17:09:18,,2022-10-06,0,,서울특별시 영등포구 양평동*가 ** 롯데마트 양평점,318000004520220004,3180000,L00,"서울특별시 영등포구 선유로 ***, 롯데마트 양평점 지하*층 (양평동*가)",07255,,02,휴업,2024-12-12,2032-12-12,
버디독 강아지분양 안심분양센터 서울 영등포점,,191841.510117862,446309.698430109,2026-05-06 22:03:32,I,0000,정상,,2024-07-11 10:03:08,,2023-04-06,0,,서울특별시 영등포구 영등포동*가 *-* 로프트시티,318000004520230001,3180000,000,"서울특별시 영등포구 영등포로 ***, 로프트시티 *층 ***호 (영등포동*가)",07303,,01,영업/정상,,,
패러그린,,190401.596787693,446339.064053872,2026-05-06 22:03:32,I,0000,정상,,2025-03-19 11:08:35,,2025-01-20,0,,서울특별시 영등포구 문래동*가 **-** 대소빌딩,318000004520250001,3180000,L00,"서울특별시 영등포구 문래로 **, 대소빌딩 *층 ***호 (문래동*가)",07295,,01,영업/정상,,,
에스제이네이처 이마트양재점,,203204.755637424,440136.781183797,2026-05-06 22:03:37,I,0000,정상,,2025-12-22 09:13:07,,2013-11-01,0,,서울특별시 서초구 양재동 ***,321000004520130002,3210000,000,"서울특별시 서초구 매헌로 **, 지하*층 (양재동)",06771,,01,영업/정상,,,
올리브독,,201600.663331365,445202.419211183,2026-05-06 22:03:39,I,0000,정상,,2022-04-28 18:10:53,,2015-04-06,0,,서울특별시 서초구 반포동 ***-**,321000004520150004,3210000,000,서울특별시 서초구 주흥길 ** (반포동),06533,,01,영업/정상,,,
로즈펫,,203228.326333255,441458.852927591,2026-05-06 22:03:39,I,0000,정상,,2022-04-28 18:10:53,,2015-04-23,0,,서울특별시 서초구 양재동 ***-*,321000004520150005,3210000,000,서울특별시 서초구 양재천로**길 * (양재동),06754,,01,영업/정상,,,
아이러브독 서초점,,199636.416806518,442898.891256188,2026-05-06 22:03:39,I,0000,정상,,2023-07-27 14:18:22,,2015-09-23,0,,서울특별시 서초구 방배동 ***-**,321000004520150007,3210000,000,서울특별시 서초구 서초대로 *** (방배동),06661,,01,영업/정상,,,02-523-8077
언커먼독,,204382.914756727,441060.986677466,2026-05-06 22:03:41,I,0000,정상,,2023-03-22 09:45:53,,2016-12-07,0,,서울특별시 서초구 양재동 ***-*,321000004520160012,3210000,000,"서울특별시 서초구 논현로*길 ** (양재동, 서초미르)",06791,,01,영업/정상,,,02-1600-3466
개아범,,198964.887539909,444780.898614992,2026-05-06 22:03:41,I,0000,정상,,2022-04-28 18:10:53,,2017-05-29,0,,,321000004520170002,3210000,000,"서울특별시 서초구 신반포로 ** (반포동, 반포상가 *블럭*호)",06502,,01,영업/정상,,,
낭만고양이,,199638.613094937,443856.526884958,2026-05-06 22:03:41,I,0000,정상,,2022-04-28 18:10:53,,2017-08-17,0,,서울특별시 서초구 반포동 ***-**,321000004520170005,3210000,000,"서울특별시 서초구 사평대로**길 **, *층 (반포동)",06575,,01,영업/정상,,,02-3477-9005
