축산일련번호,축산업무구분명,사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,축산물가공업구분명,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,사료제조업,(주)더웰,보조,,189538.020935968,441982.427934953,2026-05-06 22:46:01,I,0000,정상,2021-05-11 18:57:08,,2013-03-26,0,,서울특별시 금천구 가산동 371-28 우림라이온스밸리씨동 제705호제706호,보조,317000003420130001,3170000,L00,서울특별시 금천구 가산디지털1로 168-414 (가산동),,,01,영업/정상,,,
,사료제조업,PET SOG,단미,,192452.583999277,438891.691777748,2026-05-06 22:46:01,I,0000,정상,2021-05-11 18:57:34,,2016-03-15,0,,서울특별시 금천구 시흥동 237-19,단미,317000003420160001,3170000,000,서울특별시 금천구 탑골로 58 (시흥동),08656,,01,영업/정상,,,
,사료제조업,퍼피맘마,단미,,191870.833759952,438995.521779219,2026-05-06 22:46:01,I,0000,정상,2021-05-11 18:58:05,,2017-02-06,0,,서울특별시 금천구 시흥동 825 금화빌딩 102호,단미,317000003420170001,3170000,000,"서울특별시 금천구 금하로23길 40, 1층 102호 (시흥동, 금화빌딩)",08574,,01,영업/정상,,,
,사료제조업,제이원피앤지,보조,,190021.956927088,440609.209534256,2026-05-06 22:46:01,I,0000,정상,2025-08-20 19:19:47,,2018-05-02,0,,서울특별시 금천구 가산동 673 에이피타워 619호,보조,317000003420180001,3170000,000,"서울특별시 금천구 가산디지털1로 16, 에이피타워 619호 (가산동)",08591,,01,영업/정상,,,
,사료제조업,제이원피앤지,단미,,190021.956927088,440609.209534256,2026-05-06 22:46:01,I,0000,정상,2025-08-20 19:01:16,,2018-05-02,0,,서울특별시 금천구 가산동 673 에이피타워 619호,단미,317000003420180002,3170000,000,"서울특별시 금천구 가산디지털1로 16, 에이피타워 619호 (가산동)",08591,,01,영업/정상,,,
,사료제조업,주식회사 펫픽,배합,,188968.189711073,442119.780901928,2026-05-06 22:46:01,I,0000,정상,2023-03-08 09:31:42,,2018-08-17,0,,서울특별시 금천구 가산동 493-6 대륭테크노타운6차 805호,배합,317000003420180003,3170000,L00,"서울특별시 금천구 서부샛길 648, 대륭테크노타운6차 805호 (가산동)",08504,,01,영업/정상,,,
,사료제조업,부띠끄멍 수제간식,단미,,190838.324818618,439761.362000391,2026-05-06 22:46:02,I,0000,정상,2022-12-02 09:03:17,,2020-01-13,0,,서울특별시 금천구 독산동 1155 금천롯데캐슬골드파크3차 310동 157호,단미,317000003420200001,3170000,000,"서울특별시 금천구 시흥대로 291, 310동 157호 (독산동, 금천롯데캐슬골드파크3차)",08608,,01,영업/정상,,,
,사료제조업,에펙토,단미,,190838.324818618,439761.362000391,2026-05-06 22:46:02,I,0000,정상,2022-10-19 16:45:00,,2020-05-29,0,,서울특별시 금천구 독산동 1155 금천롯데캐슬골드파크3차 310동 116호,단미,317000003420200003,3170000,000,"서울특별시 금천구 시흥대로 291, 310동 116호 (독산동, 금천롯데캐슬골드파크3차)",08608,,01,영업/정상,,,
,사료제조업,주식회사 동물의집,단미,,189127.981104583,442460.505542105,2026-05-06 22:46:02,I,0000,정상,2020-12-16 09:34:23,,2020-07-08,0,,서울특별시 금천구 가산동 481-10 벽산디지털밸리2차 1108호,단미,317000003420200004,3170000,L00,"서울특별시 금천구 가산디지털2로 184, 벽산디지털밸리2차 1108호 (가산동)",08501,,01,영업/정상,,,02-323-3333
,사료제조업,(주)테러스,보조,,189834.383375802,441938.326056501,2026-05-06 22:46:02,I,0000,정상,2021-07-20 11:11:22,,2021-07-20,0,,서울특별시 금천구 가산동 60-18 한신IT 타워2차,보조,317000003420210001,3170000,L00,"서울특별시 금천구 디지털로9길 47, 한신IT 타워2차 604, 605호 (가산동)",08511,,01,영업/정상,,,
