자동환기여부,건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,편의시설여부,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상구여부,비상계단여부,기타내역2,기존게임업외업종명,제작취급품목내용,시설면적,소방시설여부,지상층수,청소년실수,청소년실여부,노래방실수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,조명시설유무,조명시설조도,관리번호,개방자치단체코드,통로너비,제공게임물명,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,방음시설여부,음향시설여부,특수조명여부,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총게임기수,총층수,지하층수,비디오재생기명
,근린생활시설,하늘다리PC방,2011-02-09,167186.099024893,442033.234098077,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-06 22:34:33,I,03,폐업,,,,,,149.03,,,,,,2011-02-09 17:22:04,,2007-11-12,,인천광역시 동구 화평동 229-1 세진빌딩 4층,,,CDFF2241022007000002,3500000,,,,"인천광역시 동구 화도진로 96  (화평동,세진빌딩 4층)",,03,폐업,,,,,,,,,,,
,근린생활시설,미친마우스,2009-07-07,168455.859163765,441172.786212856,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-06 22:34:34,I,03,폐업,,,,,,172.45,,,,,,2009-07-07 13:41:42,,2007-11-13,,인천광역시 동구 송림동 68-31 3층,,,CDFF2241022007000004,3500000,,,,"인천광역시 동구 금곡로82번길 26  (송림동,3층)",,03,폐업,,,,,,,,,,,
,근린생활시설,파워넷PC클럽,2014-08-25,167376.287847452,441721.765256924,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-06 22:34:34,I,03,폐업,,,,,,167.38,,,,,,2014-08-25 17:06:00,,2007-11-13,401-040,인천광역시 동구 송현동 71-30 2층,,,CDFF2241022007000005,3500000,,,,"인천광역시 동구 수문통로 4  (송현동,2층)",,03,폐업,,,,,,,,,,,
,근린생활시설,아이템PC방,2010-08-17,166275.21246555,442307.128524849,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-06 22:34:34,I,03,폐업,,,,,,125.15,,,,,,2010-08-17 13:40:35,,2007-11-14,401-010,인천광역시 동구 만석동 43-43 2층,,,CDFF2241022007000006,3500000,,,,"인천광역시 동구 제물량로341번길 29  (만석동,2층)",,03,폐업,,,,,,,032-772-4088,,,,
,근린생활시설,MOO WOO PC방,2018-05-14,168467.500042145,441201.428558855,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-06 22:34:34,I,03,폐업,,,,,,93.77,,,,,,2018-05-14 15:38:35,,2007-11-15,,인천광역시 동구 송림동 68-16 1층,,,CDFF2241022007000007,3500000,,,,"인천광역시 동구 샛골로114번길 6 (송림동,1층)",,03,폐업,,,,,,,032-777-9909,,,,
,근린생활시설,아파치넷게임,2011-05-25,167127.296957511,442127.354959696,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-06 22:34:34,I,03,폐업,,,,,,107.72,,,,,,2011-05-26 17:34:36,,2007-11-15,401-806,인천광역시 동구 화수동 289-41 지하~1층,,,CDFF2241022007000008,3500000,,,,"인천광역시 동구 화도진로106번길 6  (화수동,지하~1층)",,03,폐업,,,,,,,032-772-8330,,,,
,근린생활시설,유비쿼터스PC방,2011-02-09,167309.623095942,441856.134980763,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-06 22:34:34,I,03,폐업,,,,,,213.26,,,,,,2011-02-09 17:24:46,,2007-11-15,,인천광역시 동구 화평동 396 조원빌딩 6층,,,CDFF2241022007000009,3500000,,,,"인천광역시 동구 화도진로 73  (화평동,조원빌딩 6층)",,03,폐업,,,,,,,032-766-0948,,,,
,근린생활시설,봉샹스 송현점,2008-07-15,167525.869262705,441665.32154988,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-06 22:34:34,I,03,폐업,,,,,,95.61,,,,,,2008-07-15 16:39:42,,2007-11-19,401-040,인천광역시 동구 송현동 99-15 2층,,,CDFF2241022007000011,3500000,,,,"인천광역시 동구 솔빛로 2  (송현동,2층)",,03,폐업,,,,,,,032-766-3370,,,,
,근린생활시설,인터피드PC방,2014-04-22,169149.9988948,441889.511299548,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-06 22:34:34,I,03,폐업,,,,,,166.14,,,,,,2014-04-23 15:54:06,,2007-11-20,401-070,인천광역시 동구 송림동 4-84 2층,,,CDFF2241022007000012,3500000,,,,"인천광역시 동구 인중로 721  (송림동,2층)",,03,폐업,,,,,,,,,,,
,근린생활시설,럭키네트워크PC방,2009-07-02,168298.201901647,441701.24653042,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-06 22:34:34,I,03,폐업,,,,,,98.41,,,,,,2009-07-07 13:49:05,,2007-11-20,,인천광역시 동구 송림동 54-87 1층,,,CDFF2241022007000013,3500000,,,,"인천광역시 동구 안송로 35  (송림동,1층)",,03,폐업,,,,,,,032-765-5556,,,,
,근린생활시설,블루스타PC방,2014-07-23,167336.023289069,441727.056914011,유통관련업,인터넷컴퓨터게임시설제공업,,2026-05-06 22:34:34,I,03,폐업,,,,,,165.65,,,,,,2014-07-23 15:01:05,,2007-11-20,401-030,인천광역시 동구 화평동 527-39 2층,,,CDFF2241022007000014,3500000,,,,"인천광역시 동구 수문통로 3  (화평동,2층)",,03,폐업,,,,,,,032-777-9960,,,,
