건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
0,,0,클린스쿨 서울,건물위생관리업,2026-02-05,,,,197607.398336321,452120.026024435,2026-05-06 22:52:59,I,02,폐업,0,2026-02-09 11:12:37,2024-06-21,6.45,110-071,서울특별시 종로구 당주동 145,N,1,3000000-206-2024-00002,3000000,"서울특별시 종로구 세종대로23길 47, 601-45호 (당주동)",03182,03,폐업,건물위생관리업,,,,,
0,,0,민도환경개발,건물위생관리업,,,,,200971.425717609,453113.875178674,2026-05-06 22:53:00,I,01,영업,0,2026-03-11 15:37:18,2026-03-11,18.90,110-771,서울특별시 종로구 창신동 703 창신쌍용아파트 2지구 상가,N,0,3000000-206-2026-00002,3000000,"서울특별시 종로구 낙산길 196, 창신쌍용아파트 2지구 상가 지층 7,10호 (창신동)",03092,01,영업/정상,건물위생관리업,,,,,
0,,0,케이에스(K/S)환경,건물위생관리업,,,,,170032.323444976,436343.575310308,2026-05-06 22:54:11,I,01,영업,0,2026-03-11 10:47:01,2026-03-11,23.80,406-828,인천광역시 연수구 청학동 522-18,N,1,3520000-206-2026-00004,3520000,"인천광역시 연수구 비류대로239번길 42, 지상1층 일부호 (청학동)",21903,01,영업/정상,건물위생관리업,,1,,1,
0,,0,송도종합산업 주식회사,건물위생관리업,,,,,168123.374869713,431284.384909565,2026-05-06 22:54:08,I,01,영업,1,2026-03-11 13:05:34,2026-03-11,3.30,406-081,인천광역시 연수구 송도동 10-7 송도 GTX 센트럴 707(정오비즈니스)의 일부(정23)호,N,0,3520000-206-2026-00005,3520000,"인천광역시 연수구 하모니로178번길 22, 송도 GTX 센트럴 지상7층 707의 일부(정23)호 (송도동)",22011,01,영업/정상,건물위생관리업,,,,,
0,,0,메가크린,건물위생관리업,,,,,167802.890802856,431827.596233056,2026-05-06 22:54:08,I,01,영업,0,2026-03-19 14:19:22,2026-03-19,17.47,406-081,인천광역시 연수구 송도동 94-3 송도 센트럴비즈 한라 1719호,N,0,3520000-206-2026-00006,3520000,"인천광역시 연수구 인천타워대로 185, 송도 센트럴비즈 한라 1719호 (송도동)",22009,01,영업/정상,건물위생관리업,,,,,
0,,0,대한인력공사,건물위생관리업,,,,,173200.277969168,436127.086791282,2026-05-06 22:54:09,I,01,영업,0,2026-03-26 14:53:53,2026-03-26,92.70,406-808,인천광역시 연수구 선학동 403-37,N,1,3520000-206-2026-00009,3520000,"인천광역시 연수구 학나래로118번길 34, 지상3층 일부호 (선학동)",21909,01,영업/정상,건물위생관리업,032-435-0400,,,,
0,,0,(주)건웅엘앤씨,건물위생관리업,,,,,166239.007830646,434891.007675792,2026-05-06 22:54:11,I,01,영업,1,2026-03-03 14:53:03,2026-03-03,29.00,406-081,인천광역시 연수구 송도동 311 랜드마크시티센트럴더샵 204동 509호,N,1,3520000-206-2026-00003,3520000,"인천광역시 연수구 랜드마크로 68, 204동 지상5층 509호 (송도동, 랜드마크시티센트럴더샵)",22018,01,영업/정상,건물위생관리업,,,,,
0,,0,주식회사 토경산업,건물위생관리업,,,,,170075.460243251,436112.680024835,2026-05-06 22:54:08,I,01,영업,1,2026-04-24 17:23:15,2026-03-24,57.00,406-830,인천광역시 연수구 청학동 557-3 청학프라자,N,1,3520000-206-2026-00007,3520000,"인천광역시 연수구 비류대로256번길 8-14, 청학프라자 지상2층 일부호 (청학동)",21940,01,영업/정상,건물위생관리업,,0,0,0,0
,,,주식회사 씨앤에스 자산관리,건물위생관리업,,,,,197567.849954354,452567.159554494,2026-05-06 22:52:43,I,01,영업,,2020-09-11 14:06:56,1987-05-12,485.00,110-756,서울특별시 종로구 적선동 80 적선현대빌딩 907호,N,,3000000-206-1987-01670,3000000,"서울특별시 종로구 사직로 130, 907호 (적선동)",03170,01,영업/정상,건물위생관리업,02-732-9676,,,,
3,,,우지기업(주),건물위생관리업,,,,,197336.583984987,452534.336253542,2026-05-06 22:52:12,I,01,영업,,2025-06-02 13:26:49,1987-05-09,313.00,110-053,서울특별시 종로구 내자동 167-2,N,,3000000-206-1987-01672,3000000,서울특별시 종로구 사직로10길 17 (내자동),03169,01,영업/정상,건물위생관리업,02-737-8822,,,2,
,,,영진비엠에스(주),건물위생관리업,,,,,199035.365798345,452223.87544057,2026-05-06 22:52:54,I,01,영업,,2017-11-07 17:28:08,1987-05-09,.00,110-807,서울특별시 종로구 돈의동 39-2 대성빌딩 201호,N,,3000000-206-1987-01675,3000000,"서울특별시 종로구 돈화문로11길 29, 701호 (돈의동, 낙원오피스텔)",03139,01,영업/정상,건물위생관리업,02-763-1038,,,2,
,,,미림개발(주),건물위생관리업,,,,,198204.837322667,452293.432531176,2026-05-06 22:52:14,I,01,영업,,2025-06-02 13:27:44,1988-07-07,92.00,110-140,서울특별시 종로구 수송동 80-6 석탄회관 3층,N,,3000000-206-1988-01684,3000000,"서울특별시 종로구 종로5길 58 (수송동,석탄회관 3층)",03151,01,영업/정상,건물위생관리업,02-739-9535,,,2,
,,,주)동명엔지니어링,건물위생관리업,,,,,198351.818737482,451921.60302604,2026-05-06 22:52:28,I,01,영업,,2025-06-02 13:28:25,1996-11-04,63.00,110-752,서울특별시 종로구 서린동 33 영풍빌딩 2동 4층호,N,,3000000-206-1996-01721,3000000,"서울특별시 종로구 청계천로 41, 2동 4층호 (서린동,영풍빌딩)",03188,01,영업/정상,건물위생관리업,02-399-6670,,,3,
0,,0,양성실업,건물위생관리업,,,,,197588.600313202,452991.40048157,2026-05-06 22:52:30,I,01,영업,,2025-12-05 13:55:35,1996-12-26,246.85,110-040,서울특별시 종로구 통의동 3-0,N,,3000000-206-1996-01723,3000000,서울특별시 종로구 자하문로10길 36 (통의동),03044,01,영업/정상,건물위생관리업,02-720-3533,0,0,3,0
0,,0,(주)진명스탭스,건물위생관리업,,,,,197479.822436554,452013.403992564,2026-05-06 22:52:09,I,01,영업,,2025-10-10 10:53:18,1997-04-03,155.37,110-061,서울특별시 종로구 신문로1가 58-1 구세군회관,N,,3000000-206-1997-01726,3000000,"서울특별시 종로구 새문안로 69, 구세군회관 3층 (신문로1가)",03175,01,영업/정상,건물위생관리업,02-738-9126,0,0,3,0
,,,(주)아이앤지,건물위생관리업,,,,,198658.943470079,452604.254902527,2026-05-06 22:52:11,I,01,영업,,2025-06-02 13:29:13,1999-04-17,13.00,110-310,서울특별시 종로구 경운동 89-4 운현궁SK허브빌딩 A동관리실,N,,3000000-206-1999-01745,3000000,"서울특별시 종로구 삼일대로 461 (경운동,운현궁SK허브빌딩 A동관리실)",03147,01,영업/정상,건물위생관리업,02-722-8580,,,3,
