사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,DTL_TASK_SE_NM,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
pet 149소7430,2026-01-19,209040.847793917,455180.289145873,2026-05-06 22:34:02,I,0002,폐업,,2026-01-19 13:48:27,,2024-03-22,0,,서울특별시 중랑구 망우동 ***-**,306000005020240002,3060000,000,"서울특별시 중랑구 용마산로***길 **-*, *층 (망우동)",02177,,03,폐업,,,
펫을 부탁해,2025-12-31,202627.647744396,457852.663344403,2026-05-06 22:03:51,I,0002,폐업,,2025-12-31 14:58:06,,2018-11-13,0,,서울특별시 강북구 미아동 ***-**,308000005020180036,3080000,000,서울특별시 강북구 도봉로**길 **-** (미아동),01159,,03,폐업,,,
pet04나3710,2025-12-30,201092.876477224,457963.135567085,2026-05-06 22:03:54,I,0002,폐업,,2025-12-30 15:54:39,,2022-03-23,0,,서울특별시 강북구 미아동 ***-**** 미건주택,308000005020220002,3080000,000,"서울특별시 강북구 인수봉로 **-*(미아동, 미건주택)",01182,,03,폐업,,,
pet23버5937,2025-12-19,202650.114231926,457749.888855332,2026-05-06 22:03:56,I,0002,폐업,,2025-12-19 11:21:13,,2023-12-11,0,,서울특별시 강북구 미아동 ***-*** 신성젠트리스,308000005020230009,3080000,000,"서울특별시 강북구 도봉로**길 **-**, ***호 (미아동, 신성젠트리스)",01162,,03,폐업,,,
pet142도3038,2026-01-07,201181.484610425,458533.360083302,2026-05-06 22:03:57,I,0002,폐업,,2026-01-08 11:03:45,,2025-03-25,0,,서울특별시 강북구 수유동 ***-***,308000005020250003,3080000,000,서울특별시 강북구 인수봉로**길 **-* (수유동),01105,,03,폐업,,,
pet46거1323,,191857.628177723,439807.269708498,2026-05-06 22:03:41,I,0000,정상,,2026-02-10 17:41:31,,2026-02-10,0,,서울특별시 금천구 시흥동 *-**,317000005020260002,3170000,000,서울특별시 금천구 독산로**길 **-* (시흥동),08565,,01,영업/정상,,,
pet01서4489,2025-12-17,201761.452793899,442359.127788543,2026-05-06 22:04:09,I,0002,폐업,,2025-12-17 09:54:10,,2024-01-25,0,,서울특별시 서초구 서초동 ****-*,321000005020240002,3210000,000,"서울특별시 서초구 남부순환로***길 **, ***호 (서초동)",06725,,03,폐업,,,
pet261두7861,2025-12-16,191190.614295546,438410.522111193,2026-05-06 22:03:38,I,0002,폐업,,2025-12-16 10:00:46,,2022-09-06,0,,서울특별시 금천구 시흥동 **** 남서울힐스테이트,317000005020220011,3170000,000,"서울특별시 금천구 시흥대로 ***, ***동 ***호 (시흥동, 남서울힐스테이트)",08637,,03,폐업,,,
댕편한세상,2025-12-18,191303.023494993,441905.793323945,2026-05-06 22:03:40,I,0002,폐업,,2025-12-18 16:40:41,,2024-07-12,0,,서울특별시 금천구 독산동 ***-** 보성빌딩,317000005020240003,3170000,L00,"서울특별시 금천구 남부순환로 ****, 보성빌딩 ***,***,***호 (독산동)",08537,,03,폐업,,,
pet192라7945,2026-01-19,190023.426907798,439379.272866954,2026-05-06 22:03:40,I,0002,폐업,,2026-01-19 18:29:34,,2024-09-12,0,,서울특별시 금천구 독산동 ****-* 한신아파트 *동 ***호,317000005020240005,3170000,000,"서울특별시 금천구 한내로 **, *동 ***호 (독산동, 한신아파트)",08599,,03,폐업,,,
pet26수7790,2025-12-31,191046.942149392,440722.878444453,2026-05-06 22:03:40,I,0002,폐업,,2025-12-31 14:42:52,,2024-11-14,0,,서울특별시 금천구 독산동 ****-** 석원에버빌 ***동 ***호,317000005020240006,3170000,000,"서울특별시 금천구 시흥대로***길 **, ***동 ***호 (독산동, 석원에버빌)",08579,,03,폐업,,,
pet146저6900,2025-12-19,191166.735605259,443801.50786284,2026-05-06 22:03:54,I,0002,폐업,,2025-12-31 10:25:08,,2024-10-07,0,,서울특별시 영등포구 대림동 ***-* 우성아파트,318000005020240011,3180000,000,"서울특별시 영등포구 도림로 ***, *동 ***호 (대림동, 우성아파트)",07410,,03,폐업,,,
pet247소3460,,207163.791145804,454984.412728653,2026-05-06 22:34:02,I,0000,정상,,2026-03-26 09:03:31,,2026-03-26,0,,서울특별시 중랑구 중화동 *** 중화한신아파트,306000005020260003,3060000,000,"서울특별시 중랑구 동일로 ***, ***동 ***호 (중화동, 중화한신아파트)",02095,,01,영업/정상,,,
이재원,,201914.222823422,450063.478301322,2026-05-06 22:03:54,I,0000,정상,,2022-04-28 18:10:57,,2019-10-10,0,,서울특별시 성동구 금호동*가 **** 금호자이*차 ***동 ***호,303000005020190021,3030000,000,"서울특별시 성동구 금호로 ***, ***동 ***호 (금호동*가, 금호자이*차)",04728,,01,영업/정상,,,
정민영 펫택시,,204308.562870406,448273.569895283,2026-05-06 22:03:55,I,0000,정상,,2022-04-28 18:10:57,,2021-01-26,0,,서울특별시 성동구 성수동*가 *** * ***호,303000005020210001,3030000,000,"서울특별시 성동구 둘레길 **-*, *층 ***호 (성수동*가, *)",04775,,01,영업/정상,,,
(주)하율투어 펫피스 드라이버,,204966.098616157,449159.452779834,2026-05-06 22:03:55,I,0000,정상,,2022-04-28 18:10:57,,2021-08-30,0,,서울특별시 성동구 성수동*가 ***-* 삼진빌딩,303000005020210008,3030000,L00,"서울특별시 성동구 아차산로 ***, 삼진빌딩 ***호 (성수동*가)",04794,,01,영업/정상,,,02-6218-1318
pet372도5584,2026-03-20,205645.625970517,449668.404683421,2026-05-06 22:03:55,I,0002,폐업,,2026-03-27 16:21:39,,2022-04-13,0,,서울특별시 성동구 송정동 **-** 삼성빌라 ***호,303000005020220002,3030000,000,"서울특별시 성동구 송정*길 *, ***호 (송정동, 삼성빌라)",04801,,03,폐업,,,
나인페츠,,203684.281166499,449280.97521227,2026-05-06 22:03:56,I,0000,정상,,2023-02-24 16:32:49,,2023-02-24,0,,서울특별시 성동구 성수동*가 ***-*** 갤러리아 포레,303000005020230001,3030000,000,"서울특별시 성동구 서울숲*길 **-**, ***동 ***호 (성수동*가, 갤러리아 포레)",04769,,01,영업/정상,,,
pet08보7644,,203523.179919542,451192.775313557,2026-05-06 22:03:57,I,0000,정상,,2023-03-23 11:08:11,,2023-03-23,0,,서울특별시 성동구 마장동 *** 금호어울림아파트,303000005020230003,3030000,000,"서울특별시 성동구 마조로 **, ***동 ***호 (마장동, 금호어울림아파트)",04759,,01,영업/정상,,,
pet17버5967,,202727.770917428,451824.598496233,2026-05-06 22:03:57,I,0000,정상,,2023-05-02 09:09:08,,2023-05-02,0,,서울특별시 성동구 하왕십리동 *** 벽산아파트,303000005020230004,3030000,000,"서울특별시 성동구 무학로 **, ***동 ***호 (하왕십리동, 벽산아파트)",04703,,01,영업/정상,,,
pet15부2490,,204140.049655493,448589.339336886,2026-05-06 22:03:57,I,0000,정상,,2023-07-03 17:07:21,,2023-07-03,0,,서울특별시 성동구 성수동*가 **-**,303000005020230005,3030000,000,서울특별시 성동구 성덕정*길 * (성수동*가),04774,,01,영업/정상,,,02-464-0420
pet198무6416,,202326.503044305,450625.58422744,2026-05-06 22:03:57,I,0000,정상,,2023-08-31 09:50:23,,2023-08-31,0,,서울특별시 성동구 행당동 *** 행당동 대림아파트 ***동 ***호,303000005020230007,3030000,000,"서울특별시 성동구 행당로 **, ***동 ***호 (행당동, 행당동 대림아파트)",04713,,01,영업/정상,,,
pet141로1867,,203549.38270248,449546.004027457,2026-05-06 22:03:57,I,0000,정상,,2024-02-05 10:20:34,,2024-02-05,0,,서울특별시 성동구 성수동*가 ***-* 현대아파트 ***동 ***호,303000005020240001,3030000,000,"서울특별시 성동구 서울숲길 **, ***동 ***호 (성수동*가, 현대아파트)",04766,,01,영업/정상,,,
pet248누5825,,201575.718800759,450352.896494178,2026-05-06 22:03:57,I,0000,정상,,2024-03-25 13:43:16,,2024-03-25,0,,서울특별시 성동구 금호동*가 * 신금호파크자이 ***동 ****호,303000005020240002,3030000,000,"서울특별시 성동구 금호로 ***, ***동 ****호 (금호동*가, 신금호파크자이)",04722,,01,영업/정상,,,
pet63거6664,,204302.427392807,450909.049361985,2026-05-06 22:03:57,I,0000,정상,,2024-06-19 13:35:22,,2024-06-19,0,,서울특별시 성동구 사근동 *** 사근동 벽산아파트 ***동 ***호,303000005020240003,3030000,000,"서울특별시 성동구 살곶이길 ***, ***동 ***호 (사근동, 사근동 벽산아파트)",04762,,01,영업/정상,,,
pet227주8281,,206286.778173547,450552.977611813,2026-05-06 22:03:57,I,0000,정상,,2024-08-19 11:10:00,,2024-08-19,0,,서울특별시 성동구 송정동 **-*,303000005020240004,3030000,000,서울특별시 성동구 동일로**가길 ** (송정동),04800,,01,영업/정상,,,
pet31로4356,,205114.666649348,451006.187142384,2026-05-06 22:03:57,I,0000,정상,,2024-11-01 10:42:40,,2024-11-01,0,,서울특별시 성동구 용답동 ***-* 와이엠프라젠아파트,303000005020240005,3030000,000,"서울특별시 성동구 자동차시장*길 ** (용답동, 와이엠프라젠아파트)",04808,,01,영업/정상,,,
pet28루8169,2026-04-17,205354.652699062,449156.668926237,2026-05-06 22:03:57,I,0002,폐업,,2026-04-21 09:06:40,,2024-11-21,0,,서울특별시 성동구 성수동*가 ***-*** 성수동램킨중흥S클래스오피스텔 ***호,303000005020240006,3030000,000,"서울특별시 성동구 아차산로**길 **, 성수동램킨중흥S클래스오피스텔 ***호 (성수동*가)",04798,,03,폐업,,,
pet300서4121,,202326.470897024,449954.683065141,2026-05-06 22:03:57,I,0000,정상,,2025-03-12 09:05:11,,2025-03-12,0,,서울특별시 성동구 금호동*가 *** 벽산아파트 ***동 ****호,303000005020250001,3030000,000,"서울특별시 성동구 금호로 ***, ***동 ****호 (금호동*가, 벽산아파트)",04718,,01,영업/정상,,,
pet226어6595,,206045.763856651,450073.195927347,2026-05-06 22:03:57,I,0000,정상,,2025-05-26 11:00:48,,2025-05-26,0,,서울특별시 성동구 송정동 *** 서울숲아이파크 ***동 ****호,303000005020250002,3030000,000,"서울특별시 성동구 동일로 ***, ***동 ****호 (송정동, 서울숲아이파크)",04800,,01,영업/정상,,,
pet221라7179,,201366.036667659,448641.165627602,2026-05-06 22:03:57,I,0000,정상,,2025-08-19 02:46:06,,2025-08-19,0,,서울특별시 성동구 옥수동 *** 옥수하이츠아파트 ***동 ****호,303000005020250003,3030000,000,"서울특별시 성동구 한림말길 **, ***동 ****호 (옥수동, 옥수하이츠아파트)",04736,,01,영업/정상,,,
pet175로9179,,203061.931095472,450570.022116988,2026-05-06 22:03:57,I,0000,정상,,2025-08-28 13:21:59,,2025-08-28,0,,서울특별시 성동구 행당동 ***-**,303000005020250004,3030000,000,서울특별시 성동구 고산자로*가길 * (행당동),04745,,01,영업/정상,,,
pet308도8799,,206108.199399031,449482.59434086,2026-05-06 22:04:02,I,0000,정상,,2022-05-27 09:24:33,,2022-05-27,0,,서울특별시 광진구 화양동 **-** ***호,304000005020220009,3040000,000,"서울특별시 광진구 동일로**길 **, ***호 (화양동)",05008,,01,영업/정상,,,
도그니엘,,205731.381901154,448318.068884971,2026-05-06 22:04:04,I,0000,정상,,2023-05-25 13:23:40,,2023-05-25,0,,서울특별시 광진구 자양동 ***-***,304000005020230007,3040000,000,"서울특별시 광진구 능동로*길 **, 지하*층 (자양동)",05077,,01,영업/정상,,,
pet173더5712,,207388.187509425,447604.330146333,2026-05-06 22:04:06,I,0000,정상,,2024-11-12 20:58:38,,2024-11-12,0,,서울특별시 광진구 자양동 ***-**,304000005020240005,3040000,000,"서울특별시 광진구 뚝섬로**가길 *, ***층 (자양동)",05102,,01,영업/정상,,,
pet142노2889,,206341.527994555,450369.642446436,2026-05-06 22:04:06,I,0000,정상,,2025-05-27 11:15:17,,2024-12-03,0,,서울특별시 광진구 군자동 ***-** *층,304000005020240006,3040000,000,"서울특별시 광진구 동일로**길 **-*, *층 (군자동)",05000,,01,영업/정상,,,
pet114오3181,,208738.952014366,448858.223522999,2026-05-06 22:04:07,I,0000,정상,,2025-02-03 17:49:45,,2025-02-03,0,,서울특별시 광진구 광장동 *** 현대아파트 ***동 ***호,304000005020250001,3040000,000,"서울특별시 광진구 아차산로 ***, ***동 *층 ***호 (광장동, 현대아파트)",04974,,01,영업/정상,,,
pet56고9166,,207308.780143005,450267.830651335,2026-05-06 22:04:07,I,0000,정상,,2025-03-17 18:24:49,,2025-03-17,0,,서울특별시 광진구 능동 ***-**,304000005020250002,3040000,000,서울특별시 광진구 능동로**길 ** (능동),04986,,01,영업/정상,,,
pet30보8864,,208208.437722363,450757.716965983,2026-05-06 22:04:07,I,0000,정상,,2025-03-17 18:27:40,,2025-03-17,0,,서울특별시 광진구 중곡동 **-** ***호,304000005020250003,3040000,000,"서울특별시 광진구 긴고랑로 ***, ***호 (중곡동)",04944,,01,영업/정상,,,
pet304서9896,,208396.67533558,450592.671299194,2026-05-06 22:04:07,I,0000,정상,,2025-03-20 18:00:20,,2025-03-20,0,,서울특별시 광진구 중곡동 ***-* ***호,304000005020250004,3040000,000,"서울특별시 광진구 영화사로*나길 **, ***호 (중곡동)",04948,,01,영업/정상,,,
pet160누4273,,207752.320249795,451888.709517358,2026-05-06 22:04:07,I,0000,정상,,2025-04-02 10:04:10,,2025-04-02,0,,서울특별시 광진구 중곡동 ***-* 엘림,304000005020250005,3040000,000,"서울특별시 광진구 용마산로**길 ** (중곡동, 엘림)",04938,,01,영업/정상,,,
pet63서2229,,206681.57338058,447804.996873797,2026-05-06 22:04:07,I,0000,정상,,2025-05-28 16:04:23,,2025-05-27,0,,서울특별시 광진구 자양동 ***-**,304000005020250006,3040000,000,"서울특별시 광진구 자양번영로*길 **, *층 (자양동)",05098,,01,영업/정상,,,
pet09구2660,,206531.565690439,447760.213277276,2026-05-06 22:04:07,I,0000,정상,,2025-07-30 17:49:00,,2025-07-30,0,,서울특별시 광진구 자양동 ***-*,304000005020250007,3040000,000,서울특별시 광진구 자양번영로*길 **-* (자양동),05092,,01,영업/정상,,,
pet193수3226,,207439.746327222,447546.072048568,2026-05-06 22:04:07,I,0000,정상,,2025-08-29 15:58:31,,2025-08-29,0,,서울특별시 광진구 자양동 ***-**,304000005020250008,3040000,000,"서울특별시 광진구 자양로*길 **-*, ***호 (자양동)",05105,,01,영업/정상,,,
pet193로1927,,207476.727207256,450792.612173452,2026-05-06 22:04:07,I,0000,정상,,2026-01-02 13:33:26,,2026-01-02,0,,서울특별시 광진구 중곡동 ***-*** 보이드 군자 ***호,304000005020260001,3040000,000,"서울특별시 광진구 긴고랑로**길 **-**, ***호 (중곡동, 보이드 군자)",04926,,01,영업/정상,,,
펫택시,,209185.183939393,455255.655185716,2026-05-06 22:34:01,I,0000,정상,,2022-04-28 18:11:08,,2022-04-07,0,,서울특별시 중랑구 망우동 *** 청광아파트,306000005020220010,3060000,000,"서울특별시 중랑구 용마산로***길 **, **층 ****호 (망우동, 청광아파트)",02177,,01,영업/정상,,,
