사업장명,사업자등록번호,종별명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,배출시설연간가동일수,배출시설조업시간,환경업무구분명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,주생산품명,방지시설연간가동일수,방지시설조업시간,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,업종구분명
광화문오피시아빌딩,1018264899,4종,부동산업,,197713.264843734,451938.037703258,2026-05-20 03:03:03,U,11,영업,198,10,대기배출업소관리,2026-05-19 14:08:25,2015-11-13,,서울특별시 종로구 신문로1가 163,300000021201500013,3000000,,198,,서울특별시 종로구 새문안로 92 (신문로1가),,,01,영업/정상,,,02-3276-3887,부동산업
롯데이노베이트(주),6878100785,5종,기타 서비스업,,189021.226992181,442386.805689679,2026-05-20 03:03:03,U,11,영업,,,대기배출업소관리,2026-05-19 11:03:35,2015-11-26,,서울특별시 금천구 가산동 533-2,317000021201500012,3170000,,115,,"서울특별시 금천구 가산디지털2로 179 (가산동, 롯데정보통신)",08500,,01,영업/정상,,,26264113,기타 서비스업
(주)재능유통,1198104070,4종,기타 육상 운송지원 서비스업,,189452.382474246,442205.867457803,2026-05-20 03:03:03,U,11,영업,288,9.75,대기배출업소관리,2026-05-19 10:58:52,2015-12-16,,서울특별시 금천구 가산동 459-11,317000021201500020,3170000,,288,,"서울특별시 금천구 가산디지털1로 186 (가산동, 제이플라츠)",08502,,01,영업/정상,,,,기타 육상 운송지원 서비스업
롯데IT캐슬입주자대표회,1198266812,5종,부동산업,,189369.53962474,441629.361414684,2026-05-20 03:03:03,U,11,영업,,,대기배출업소관리,2026-05-19 11:00:24,2015-12-24,,서울특별시 금천구 가산동 550-1,317000021201500028,3170000,,,,"서울특별시 금천구 가산디지털2로 98 (가산동, IT캐슬)",08506,,01,영업/정상,,,,부동산업
(주)모두투어자기관리부동산투자회사,2118847618,4종,부동산관련 서비스업,,190799.832998673,439885.941303087,2026-05-20 03:03:03,U,11,영업,,,대기배출업소관리,2026-05-19 10:48:59,2018-12-27,,서울특별시 금천구 독산동 441-6,317000021201800007,3170000,,365,,서울특별시 금천구 시흥대로 315 (독산동),08608,,01,영업/정상,,,02-6253-5911,부동산관련 서비스업
(주)워시스왓,8658800031,4종,가정용 세탁업,,190228.411968637,440823.421768518,2026-05-20 03:03:03,U,11,영업,365,12,대기배출업소관리,2026-05-19 10:40:45,2023-02-10,,서울특별시 금천구 독산동 999-17,317000021202300002,3170000,,365,,서울특별시 금천구 범안로11길 65 (독산동),08582,,01,영업/정상,,,02-549-0131,가정용 세탁업
잠실자동차종합서비스(주),8998103615,5종,,,209605.150822312,445958.215565166,2026-05-20 03:03:03,U,11,영업,300,5,대기배출업소관리,2026-05-19 13:04:00,2025-04-15,,서울특별시 송파구 방이동 37 현대자동차공업사,323000021202500001,3230000,,300,,서울특별시 송파구 오금로11길 21-20 (방이동),05543,,01,영업/정상,,,,
신원리싸이클링(주),2848103623,5종,지정 외 폐기물 처리업,,167151.648130845,453995.27357749,2026-05-20 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-05-19 15:38:19,2024-12-20,,인천광역시 서구 오류동 434-84,356000021202400044,3560000,,300,,인천광역시 서구 원당대로246번길 7 (오류동),22669,,01,영업/정상,,,,지정 외 폐기물 처리업
영진산업개발 주식회사,2138627671,5종,레미콘 제조업,,187741.409693614,434225.0434721,2026-05-20 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-05-19 16:48:40,2025-01-13,,"경기도 광명시 가학동 798-4 799-2, 800-2",390000021202500001,3900000,,300,,,,,01,영업/정상,,,02-3481-0562,레미콘 제조업
(주)세운이노텍,1958100710,5종,기계장비 조립용 플라스틱제품 제조업,,197159.314112467,396297.501559647,2026-05-20 03:03:03,U,11,영업,264,21,대기배출업소관리,2026-05-19 14:41:32,2018-01-29,,"경기도 평택시 청북읍 율북리 11-14 11-69,-70, -71, -13",391000021201800005,3910000,,264,,경기도 평택시 청북읍 청북로 430-26,17791,,01,영업/정상,,,031-684-9583,기계장비 조립용 플라스틱제품 제조업
