영업장주변구분명,건물소유구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,임대,세븐일레븐 영종골드점,,154744.372157184,443623.499254587,2026-05-20 03:03:03,U,01,영업,3.3,,,,,,,,,2026-05-19 15:35:20,2025-09-24,3.30,400-833,인천광역시 중구 운서동 ****-* 골드프라자 *층 ***호,N,,3490000-134-2025-00109,,3490000,"인천광역시 중구 신도시남로***번길 *, 골드프라자 *층 ***호 (운서동)",22371,01,영업/정상,영업장판매,02-3284-8120,,,
,,세븐일레븐(공항점),,183745.164427075,450325.367302823,2026-05-20 03:03:03,U,01,영업,0,0,0,0,,,,0,,2026-05-19 09:59:13,2014-01-17,,157-816,서울특별시 강서구 공항동 ****-* (지상 *층),N,,3150000-134-2014-00010,,3150000,"서울특별시 강서구 방화대로*나길 *, *층 (공항동)",07645,01,영업/정상,영업장판매,,,,
,,세븐일레븐(평택신장4호점),,204492.773177329,397804.956904812,2026-05-20 03:03:03,U,01,영업,0,0,0,0,,,,0,,2026-05-19 16:44:01,2004-06-21,48.00,459-120,경기도 평택시 신장동 ***-* 외 *필지,N,,3910029-134-2004-00084,,3910000,"경기도 평택시 신장*로**번길 * (신장동,외 *필지)",17758,01,영업/정상,영업장판매,031-662-0960,,,
,임대,세븐일레븐 평택포승센터점,,186140.835591107,387162.066186413,2026-05-20 03:03:03,U,01,영업,0,0,0,0,,,,0,,2026-05-19 20:32:19,2025-11-07,3.30,451-822,경기도 평택시 포승읍 도곡리 ****-*,N,,3910038-134-2025-00060,,3910000,경기도 평택시 포승읍 여술*길 **,17955,01,영업/정상,영업장판매,,,,
,,세븐일레븐시흥신천애플점,,180817.618331903,437420.594157441,2026-05-20 03:03:03,U,01,영업,0,0,0,0,,,,0,,2026-05-19 13:32:18,2024-11-27,3.30,429-830,경기도 시흥시 신천동 ***-* 애견나라백화점,N,,4010000-134-2024-00186,,4010000,"경기도 시흥시 신천천서로 **, *층 일부호 (신천동)",14948,01,영업/정상,영업장판매,02-3284-8120,,,
,,세븐일레븐 학익대로점,,171127.665082206,437437.443410531,2026-05-20 03:03:03,U,01,영업,3.3,,,,,,,,,2026-05-19 16:05:41,2025-11-13,3.30,,인천광역시 미추홀구 학익동 ***-*,N,,3510500-134-2025-00195,,3510500,"인천광역시 미추홀구 소성로 ***, *층 (학익동)",22226,01,영업/정상,영업장판매,,,,
,임대,세븐일레븐 김포공항국내선1층점,,183007.220061564,450515.642035894,2026-05-20 03:03:03,U,01,영업,0,,,,,,,,,2026-05-19 09:43:36,2020-11-27,3.30,157-240,서울특별시 강서구 공항동 ****-* 세븐일레븐 김포공항국내선*층,N,,3150000-134-2020-00422,,3150000,"서울특별시 강서구 하늘길 ***, 세븐일레븐 김포공항국내선*층 (공항동)",07505,01,영업/정상,영업장판매,02-3284-8116,,,
,,세븐일레븐 중산센터점,,180450.607753766,464876.615802636,2026-05-20 03:03:03,U,01,영업,0,,,,,,,,,2026-05-19 16:21:07,2025-09-24,,410-831,경기도 고양시 일산동구 중산동 ****-* *층 일부호,N,,3940000-134-2025-00515,,3940000,"경기도 고양시 일산동구 탄중로***번길 **, *층 일부호 (중산동)",10338,01,영업/정상,영업장판매,,,,
,자가,세븐일레븐 용현밀레니엄점,,167754.958706087,439381.19560251,2026-05-20 03:03:03,U,01,영업,3.3,,,,,,,,,2026-05-19 16:03:57,2025-11-13,3.30,,인천광역시 미추홀구 용현동 ***-**,N,,3510500-134-2025-00187,,3510500,"인천광역시 미추홀구 토금북로**번길 **, *층 (용현동)",22186,01,영업/정상,영업장판매,,,,
,,세븐일레븐(평택지산2호점),,205714.003525985,397331.552972485,2026-05-20 03:03:03,U,01,영업,0,0,0,0,,,,0,,2026-05-19 17:01:06,2004-06-21,35.00,459-110,"경기도 평택시 지산동 **** 아주상가 ***,***,***호",N,,3910029-134-2004-00081,,3910000,"경기도 평택시 송탄공원로 *** (지산동,아주상가 ***,***,***호)",17729,01,영업/정상,영업장판매,031-663-0253,,,
,,세븐일레븐주엽강선점,,179379.074360347,462805.739928927,2026-05-20 03:03:03,U,01,영업,0,,,,,,,,,2026-05-19 16:36:21,2025-09-24,,411-848,경기도 고양시 일산서구 주엽동 ** 한양상가,N,,3940000-134-2025-00511,,3940000,"경기도 고양시 일산서구 중앙로 ****, A-*-*호 (주엽동, 한양상가)",10366,01,영업/정상,영업장판매,,,,
,,세븐일레븐 라페스타점,,179209.792548754,462146.288336378,2026-05-20 03:03:03,U,01,영업,0,,,,,,,,,2026-05-19 16:26:32,2022-12-23,,410-837,경기도 고양시 일산동구 장항동 ***-* 대우메종리브르,N,,3940000-134-2022-01133,,3940000,"경기도 고양시 일산동구 호수로 ***, 대우메종리브르 *층 ***(일부),***호 (장항동)",10364,01,영업/정상,영업장판매,,,,
,자가,세븐일레븐 경기광주능평점,,,,2026-05-20 03:03:03,U,01,영업,0,,,,,,,,,2026-05-19 11:28:42,2015-10-15,6.00,,경기도 광주시 능평동 ***-*,N,,5540000-134-2015-00034,,5540000,경기도 광주시 오포로 ***,12773,01,영업/정상,영업장판매,031-765-7453,,,상수도전용
,,세븐일레븐강릉상아점,,367270.446373799,474733.138857499,2026-05-20 03:03:03,U,01,영업,0,0,0,0,,,,0,,2026-05-19 11:02:12,2021-12-06,,,강원특별자치도 강릉시 옥천동 ***,N,,4201000-134-2021-00061,,4201000,"강원특별자치도 강릉시 옥천로**번길 *, *층 (옥천동)",25551,01,영업/정상,영업장판매,02-3284-8116,,,
,자가,홈플러스삼척점LG화장품,2026-05-19,391815.78579528,440452.323948572,2026-05-20 03:03:03,U,02,폐업,0,0,0,0,,,,0,,2026-05-19 17:27:17,2011-06-30,1.68,,강원특별자치도 삼척시 당저동 **-*,N,,4241000-134-2011-00007,,4241000,"강원특별자치도 삼척시 중앙로 ***, 지하층 (당저동, 홈플러스삼척점LG화장품)",25922,03,폐업,영업장판매,033-573-9176,,,상수도전용
,임대,세븐일레븐(평택서정4호점),,205431.427847289,396232.42299204,2026-05-20 03:03:03,U,01,영업,0,,,,,,,,,2026-05-19 16:55:20,2013-10-18,26.00,459-813,경기도 평택시 서정동 ***-**,N,,3910029-134-2013-00030,,3910000,경기도 평택시 특구로**번길 ** (서정동),17774,01,영업/정상,영업장판매,,,,
,,세븐일레븐시흥장곡대우점,,181025.671633936,430941.839477032,2026-05-20 03:03:03,U,01,영업,0,,,,,,,,,2026-05-19 12:21:43,2025-11-19,3.30,429-738,경기도 시흥시 장곡동 *** 진말대우 우성아파트,N,,4010000-134-2025-00290,,4010000,"경기도 시흥시 진말로 **-*, 상가동 *층 ***호 일부호, ***호 일부호 (장곡동)",15002,01,영업/정상,영업장판매,02-3284-8120,,,
