사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
(주)엘리튜드,,법인,198101.593328721,452496.362099822,2026-05-20 03:03:03,U,20,영업중,2026-05-19 10:01:08,2017-08-29,,서울특별시 종로구 중학동 19번지 더케이트윈타워 비동,2018300016914500003,3000000,"서울특별시 종로구 종로1길 50, 더케이트윈타워 비동 2층 02-143호 (중학동)",03142,01,영업/정상,유료,02-2138-2274
(주)하이테커,,법인,204404.595953222,449754.076983965,2026-05-20 03:03:03,U,20,영업중,2026-05-19 17:29:12,2018-03-19,,서울특별시 성동구 성수동1가 13-214 동진아이티타워 1101~호,2020303013514500018,3030000,"서울특별시 성동구 상원12길 30, 동진아이티타워 11층 1101~1111호 (성수동1가)",04790,01,영업/정상,유료,02-6235-5075
주식회사 인바이트넷,,법인,199550.099769344,450924.943107209,2026-05-20 03:03:03,U,20,영업중,2026-05-19 15:48:15,2023-10-18,,서울특별시 중구 필동2가 19-6 동영빌딩,2024301020214500004,3010000,"서울특별시 중구 필동로 12, 동영빌딩 401호, 502호 (필동2가)",04625,01,영업/정상,유료,02-2272-0928
천사간병인,2008-03-21,개인,204531.623618685,419083.808644658,2026-05-20 03:03:03,U,20,영업중,2026-05-19 14:33:41,2003-06-19,,경기도 수원시 영통구 원천동 92번지 9호 4층,2003374001111500041,3740000,"경기도 수원시 영통구 중부대로 329 (원천동,4층)",,01,영업/정상,유료,031-202-1014
(주)일들사람들,,법인,195074.24259514,450469.599705479,2026-05-20 03:03:03,U,20,영업중,2026-05-19 17:26:48,2006-02-20,,서울특별시 마포구 대흥동 12번지 23호 중우빌딩  5층,2010313012514500008,3130000,"서울특별시 마포구 신촌로 174, 5층 (대흥동, 중우빌딩)",,01,영업/정상,유료,02-363-1232
(주)웹크루트,,법인,194974.587674037,448229.063825491,2026-05-20 03:03:03,U,20,영업중,2026-05-19 14:53:59,2012-05-17,,서울특별시 마포구 마포동 350 강변한신코아빌딩,2012313014714500009,3130000,"서울특별시 마포구 마포대로4다길 18, 강변한신코아빌딩 410호 (마포동)",04177,01,영업/정상,유료,
부모마음,,개인,193166.430144679,450425.852790862,2026-05-20 03:03:03,U,20,영업중,2026-05-19 14:58:10,2014-03-28,,서울특별시 마포구 동교동 165-8 LG팰리스빌딩,2014313014714500005,3130000,"서울특별시 마포구 양화로 156, LG팰리스빌딩 1601호 (동교동)",04050,01,영업/정상,유료,02-521-2766
(주)래딕스파트너스,,법인,195568.006693886,448931.294688013,2026-05-20 03:03:03,U,20,영업중,2026-05-19 14:52:04,2016-04-29,,서울특별시 마포구 도화동 22번지 창강빌딩 8층동 822호,2016313018114500005,3130000,"서울특별시 마포구 마포대로 86, 8층 822호 (도화동, 창강빌딩)",04168,01,영업/정상,유료,02-706-2119
주식회사 가인지캠퍼스,,법인,192209.114974,449249.459202891,2026-05-20 03:03:03,U,20,영업중,2026-05-19 17:59:17,2020-08-06,,서울특별시 마포구 합정동 197-4 평산빌딩,2020313022314500015,3130000,"서울특별시 마포구 토정로 16, 평산빌딩 4층 401호 (합정동)",04085,01,영업/정상,유료,02-337-0691
주식회사 리스펙에스씨,,법인,195454.875715409,448970.223733402,2026-05-20 03:03:03,U,20,영업중,2026-05-19 09:46:28,2022-05-19,,서울특별시 마포구 도화동 553 마스터즈타워빌딩,2022313022314500007,3130000,"서울특별시 마포구 독막로 331, 마스터즈타워빌딩 2405호 (도화동)",04156,01,영업/정상,유료,02-2038-0292
이현컨설팅,,개인,194436.143669896,450206.007639856,2026-05-20 03:03:03,U,20,영업중,2026-05-19 09:49:44,2023-02-22,,서울특별시 마포구 노고산동 31-50,2023313025714500006,3130000,"서울특별시 마포구 백범로1길 8-7, 3층 (노고산동)",04102,01,영업/정상,유료,
영창 일자리중개소,,개인,192524.482668877,450569.070061434,2026-05-20 03:03:03,U,20,영업중,2026-05-19 14:56:51,2023-04-12,,서울특별시 마포구 서교동 451-44 초롱빌딩,2023313025714500009,3130000,"서울특별시 마포구 월드컵북로5나길 19, 초롱빌딩 지하1층 (서교동)",04002,01,영업/정상,유료,
(주)에이치알커넥트,,법인,193383.415924936,450602.382290296,2026-05-20 03:03:03,U,20,영업중,2026-05-19 10:04:01,2020-04-23,,서울특별시 마포구 동교동 167-2 LC TOWER,2024313027814500015,3130000,"서울특별시 마포구 양화로 186, LC TOWER 6층 615호 (동교동)",04051,01,영업/정상,유료,
(주)케어러스,,법인,195509.580070948,449388.269219974,2026-05-20 03:03:03,U,20,영업중,2026-05-19 14:59:58,2025-02-17,,서울특별시 마포구 공덕동 370-4 서울창업허브,2025313027814500004,3130000,"서울특별시 마포구 백범로31길 21, 앤틀러파운더스페이스 3번방, 서울창업허브, 4층 (공덕동)",04147,01,영업/정상,유료,070-8027-8885
비엔아이에이치알,,개인,191263.451931121,452207.500653521,2026-05-20 03:03:03,U,20,영업중,2026-05-19 09:53:57,2025-03-13,,서울특별시 마포구 성산동 446 성산시영아파트,2025313027814500007,3130000,"서울특별시 마포구 월드컵북로 233, 126-6호 (성산동, 성산시영아파트)",03936,01,영업/정상,유료,
(주)현장종합관리,,법인,193166.430144679,450425.852790862,2026-05-20 03:03:03,U,20,영업중,2026-05-19 17:17:52,2025-05-01,,서울특별시 마포구 동교동 165-8 LG팰리스빌딩,2025313027814500009,3130000,"서울특별시 마포구 양화로 156, LG팰리스빌딩 506호 (동교동)",04050,01,영업/정상,유료,02-333-3842
