침대수,건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,의자수,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
0,0,,0,네일로라풀,네일아트업,4,,,,,203097.273991667,460507.321472302,2026-05-20 03:03:03,U,01,영업,0,2026-05-19 09:30:52,2024-05-07,22.00,132-924,서울특별시 도봉구 창동 657-94 1층,N,0,3090000-215-2024-00006,3090000,"서울특별시 도봉구 도봉로112길 21, 1층 (창동)",01455,01,영업/정상,네일미용업,,2,,,
0,0,,0,아띠헤어,일반미용업,3,,,,,207335.813921579,477079.367250862,2026-05-20 03:03:03,U,01,영업,0,2026-05-19 13:24:25,2021-05-03,29.35,482-080,경기도 양주시 만송동 698 은빛마을휴먼시아 상가동 203호,N,0,5590000-211-2021-00014,5590000,"경기도 양주시 고읍로 117-21, 상가동 2층 203호 (만송동, 은빛마을휴먼시아)",11493,01,영업/정상,일반미용업,,2,,2,
0,0,,0,봄헤어,일반미용업,2,2026-05-19,,,,209335.657488322,444218.364379524,2026-05-20 03:03:03,U,02,폐업,0,2026-05-19 17:43:36,2021-08-23,29.80,138-846,서울특별시 송파구 석촌동 274-9,N,0,3230000-220-2021-00004,3230000,"서울특별시 송파구 송파대로37길 54, 1층 (석촌동)",05696,03,폐업,"일반미용업, 화장ㆍ분장 미용업",,1,,1,
4,0,임대,0,피부스토리,피부미용업,2,,,,,173088.068032078,438150.647542665,2026-05-20 03:03:03,U,01,영업,1,2026-05-19 11:39:13,2009-08-04,44.24,405-840,인천광역시 남동구 구월동 1401-2,N,,3530000-212-2009-00061,3530000,"인천광역시 남동구 문화서로4번길 25-4, 1층 (구월동)",21568,01,영업/정상,피부미용업,032-433-3912,2,0,2,0
,,,,이끌림,메이크업업,,,,,,264679.912044023,489794.047137665,2026-05-20 03:03:03,U,01,영업,,2026-05-19 18:14:17,2023-02-20,32.00,,강원특별자치도 춘천시 우두동 1089,N,,4181000-222-2023-00001,4181000,"강원특별자치도 춘천시 우두1길 90, 117동 107호 (우두동)",24221,01,영업/정상,"네일미용업, 화장ㆍ분장 미용업",,,,,
0,0,,0,체리네일 문제성 손·발톱전문,네일아트업,2,,,,,192971.549401057,450542.438364941,2026-05-20 03:03:03,U,01,영업,0,2026-05-19 16:04:01,2018-02-20,28.20,121-819,서울특별시 마포구 동교동 201-28 1층,N,0,3130000-215-2018-00030,3130000,"서울특별시 마포구 동교로 181-9, 1층 (동교동)",03992,01,영업/정상,네일미용업,02-3144-8678,,,,
,0,,0,헤어스튜디오끌레오,일반미용업,3,2026-05-19,,,,208595.191014027,387759.173143756,2026-05-20 03:03:03,U,02,폐업,,2026-05-19 15:57:07,1993-02-15,33.19,450-831,경기도 평택시 합정동 754-7,N,,3910000-211-1993-00002,3910000,경기도 평택시 통미로42번길 8 (합정동),17908,03,폐업,일반미용업,031-653-1973,,,,
0,0,임대,0,레이크라이크,일반미용업,3,,,,,209541.867419911,388873.105826509,2026-05-20 03:03:03,U,01,영업,1,2026-05-19 15:26:50,2020-11-09,32.76,450-150,경기도 평택시 비전동 1083 강일타워,N,0,3910000-211-2020-00042,3910000,"경기도 평택시 비전2로 155, 강일타워 106호 (비전동)",17852,01,영업/정상,일반미용업,,1,,,
2,0,,0,하얀 에스테틱,피부미용업,3,2026-05-19,,,,212631.968657493,443089.54324724,2026-05-20 03:03:03,U,02,폐업,0,2026-05-19 10:55:52,2019-09-09,16.97,138-110,서울특별시 송파구 거여동 293-1 세신거여훼미리타운,N,0,3230000-213-2019-00030,3230000,"서울특별시 송파구 양산로 12, 세신거여훼미리타운 1층 111호,112호 (거여동)",05787,03,폐업,종합미용업,,,,,
2,0,,0,더바디스,피부미용업,0,,,,,212556.476317272,441263.937106941,2026-05-20 03:03:03,U,01,영업,,2026-05-19 17:11:37,2024-08-07,61.90,461-210,경기도 성남시 수정구 창곡동 509 창곡동 509번지 주건축물제1동 516호,N,,3790000-212-2024-00010,3780000,"경기도 성남시 수정구 위례광장로 300, 창곡동 509번지 주건축물제1동 5층 516호 (창곡동)",13640,01,영업/정상,피부미용업,,0,0,0,0
0,0,,0,제니헤어,일반미용업,0,2026-05-19,,,,212559.140067825,437885.254865218,2026-05-20 03:03:03,U,02,폐업,,2026-05-19 09:32:53,2022-01-03,32.00,461-813,경기도 성남시 수정구 신흥동 5182 지앤수아파트 지1층 B101호,N,,3790000-211-2022-00001,3780000,"경기도 성남시 수정구 시민로 167-2, 지앤수아파트 지1층 B101호 (신흥동)",13340,03,폐업,일반미용업,,0,0,0,0
0,0,,1,원스뷰티룸&아카데미 본점,네일아트업,8,2026-05-19,,,,202031.725286918,445277.582606814,2026-05-20 03:03:03,U,02,폐업,0,2026-05-19 16:21:51,2024-09-30,32.80,135-822,서울특별시 강남구 논현동 140-23,N,0,3220000-218-2024-00006,3220000,"서울특별시 강남구 학동로4길 27, 지하1층 (논현동)",06114,03,폐업,"피부미용업, 네일미용업",,,1,,1
