사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
신중앙취업정보,,개인,201426.690277293,452362.73852297,2026-04-15 03:03:03,U,20,영업중,2026-04-14 16:52:20,2013-07-03,,서울특별시 종로구 숭인2동 107번지 5호 4층,2013300016914500001,3000000,"서울특별시 종로구 종로 355 (숭인동, 4층)",,01,영업/정상,유료,02-763-3288
오케이,,개인,206808.914669794,456949.35802282,2026-04-15 03:03:03,U,20,영업중,2026-04-14 14:05:16,2024-02-05,,서울특별시 중랑구 묵동 164-4 묵동자이아파트1단지,2024306020214500002,3060000,"서울특별시 중랑구 숙선옹주로 6-9, 204, 205호 (묵동, 묵동자이아파트1단지)",02033,01,영업/정상,유료,02-949-5502
나무인력,,개인,185086.248272885,450830.206600426,2026-04-15 03:03:03,U,20,영업중,2026-04-14 13:50:50,2022-12-27,,서울특별시 강서구 마곡동 774-3 센테니아,2022315020114500022,3150000,"서울특별시 강서구 공항대로 219, 센테니아 6층 622호 (마곡동)",07802,01,영업/정상,유료,
(주)잡모아,,법인,187324.561350406,446982.136451416,2026-04-15 03:03:03,U,20,영업중,2026-04-14 17:08:24,2002-07-13,,서울특별시 양천구 신정동 952번지 6호 5층,2002314007011500023,3140000,"서울특별시 양천구 오목로 180, 5층 (신정동, 평화빌딩)",08020,01,영업/정상,유료,02-2645-6777
삼성인력개발직업소개소,,개인,186478.470141095,443877.208747761,2026-04-15 03:03:03,U,20,영업중,2026-04-14 17:09:28,2005-08-29,,서울특별시 구로구 오류동 336번지 동부아파트,2005316009311500026,3160000,"서울특별시 구로구 경인로 248-14, 상가동 202호 (오류동, 동부아파트)",08270,01,영업/정상,유료,02-2625-9898
(주)파인스태프,,법인,201386.338220173,443689.075119969,2026-04-15 03:03:03,U,20,영업중,2026-04-14 13:03:45,2006-06-08,,서울특별시 서초구 서초동 1685-8 G5센트럴프라자,2006321009611500026,3210000,"서울특별시 서초구 서초중앙로24길 27, G5센트럴프라자 505호 (서초동)",06601,01,영업/정상,유료,02-6925-0305
리뉴피플 주식회사,,법인,203607.068430001,445315.578728921,2026-04-15 03:03:03,U,20,영업중,2026-04-14 10:38:18,2019-05-28,,서울특별시 강남구 논현동 277번지 20호 아모제논현빌딩,2019322023714500035,3220000,"서울특별시 강남구 봉은사로 317, 아모제논현빌딩 3층 (논현동)",06103,01,영업/정상,유료,070-4603-3700
(주)브레인이공이,,법인,204965.64373384,445168.480774492,2026-04-15 03:03:03,U,20,영업중,2026-04-14 10:05:37,2005-04-28,,서울특별시 강남구 삼성동 157번지 11호 정석빌딩,2005322008311500028,3220000,"서울특별시 강남구 삼성로96길 12, 정석빌딩 6층 (삼성동)",06168,01,영업/정상,유료,02-563-2202
금강인력개발,,개인,211423.032702325,448937.082970175,2026-04-15 03:03:03,U,20,영업중,2026-04-14 09:12:45,2000-04-22,,서울특별시 강동구 천호동 387-6,2000324007311500010,3240000,"서울특별시 강동구 구천면로33길 18, 102호 (천호동)",05325,01,영업/정상,유료,02-471-0660
수도직업소개소,,개인,211079.823085983,448481.302902989,2026-04-15 03:03:03,U,20,영업중,2026-04-14 09:19:17,2005-06-01,,서울특별시 강동구 천호2동 454번지 16호 4층,2005324011911500002,3240000,"서울특별시 강동구 천호대로155길 10, 4층 (천호동)",,01,영업/정상,유료,02-477-0091
새마을직업소개소,,개인,211542.314116941,448273.114107211,2026-04-15 03:03:03,U,20,영업중,2026-04-14 09:20:55,2008-03-26,,서울특별시 강동구 천호동 449번지 49호 힐탑프라자 307-1호,2008324013914500005,3240000,"서울특별시 강동구 천호대로 1073, 힐탑프라자 3층 307-1호 (천호동)",05340,01,영업/정상,유료,02-482-6767
남동인력,,개인,175935.246947553,438608.677276386,2026-04-15 03:03:03,U,20,영업중,2026-04-14 09:35:40,2012-05-29,,인천광역시 남동구 만수1동 931번지 23호 3층,2012353009114500012,3530000,"인천광역시 남동구 복개동로 6, 3층 (만수동)",,01,영업/정상,유료,032-464-4577
