자산규모,사업장명,폐업일자,자본금,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,부채총액,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
0,르노코리아 원주대리점,,6000000000,285689.85058634,426045.191239447,2026-04-15 03:03:03,U,01,정상영업,2026-04-14 18:22:04,0,,2023-06-16,,강원특별자치도 원주시 반곡동 ****-*,2023419100623200001,4191000,강원특별자치도 원주시 반곡길 *** (반곡동),26457,,01,영업/정상,,,033-763-3331
2205002618,주식회사 헤리즈하보헤,,200000000,200747.416047618,451117.385807883,2026-04-15 03:03:03,U,01,정상영업,2026-04-14 14:01:01,906319856,,2024-05-28,,서울특별시 중구 장충동*가 **-**,2024301020523200005,3010000,서울특별시 중구 장충단로*길 **-* (장충동*가),04614,,01,영업/정상,,,02-6261-7495
454511519993,피에스앤마케팅 주식회사,,330000000000,195839.788774969,449410.511627227,2026-04-15 03:03:03,U,01,정상영업,2026-04-14 16:56:37,210012937840,,2009-04-08,,서울특별시 마포구 공덕동 ***번지 *호 마포T타운,2020313022523200018,3130000,"서울특별시 마포구 마포대로 ***, 마포T타운 (공덕동)",04212,,01,영업/정상,,,070-7470-1220
370824651268,(주)더피플라이프,,1500000000,193962.914123125,450445.484203363,2026-04-15 03:03:03,U,01,정상영업,2026-04-14 22:25:11,383997764715,,2005-10-26,,서울특별시 마포구 동교동 ***번지 *호,2005313011823200697,3130000,"서울특별시 마포구 신촌로**길 * (동교동, 더피플빌딩)",04057,,01,영업/정상,,,1577-3411
10286390316,르노코리아 은평대리점,,150000000,193586.001962811,456753.004050367,2026-04-15 03:03:03,U,01,정상영업,2026-04-14 17:39:52,6789773952,,2025-08-19,,서울특별시 은평구 불광동 ***-* 삼성전자디지털센터,2025311028123200006,3110000,"서울특별시 은평구 통일로 ***, 삼성전자디지털센터 *층 (불광동)",03355,,01,영업/정상,,,02-564-1450
162799398,(주)더피플투어,,350000000,193962.914123125,450445.484203363,2026-04-15 03:03:03,U,01,정상영업,2026-04-14 22:23:24,144458968,,2013-11-29,,서울특별시 마포구 동교동 ***-* 더피플빌딩,2013313011823200033,3130000,"서울특별시 마포구 신촌로**길 *, 더피플빌딩 (동교동)",04057,,01,영업/정상,,,
,초클릭,,,205348.119225103,417043.442740416,2026-04-15 21:48:27,I,01,정상영업,2026-04-14 10:50:56,,,2026-04-14,,경기도 수원시 영통구 매탄동 ***-**,2026561001823200003,3740000,"경기도 수원시 영통구 신원로***번길 **, ***호 (매탄동)",16676,,01,영업/정상,,,
200000000,라이즈주식회사,,50000000,188709.60944934,459160.777314832,2026-04-15 21:18:20,I,01,정상영업,2026-04-14 11:08:48,50000000,,2026-04-14,,경기도 고양시 덕양구 도내동 ***,2026395005223200007,3940000,"경기도 고양시 덕양구 서오릉로 ***, ****호 (도내동)",10551,,01,영업/정상,,,
,소리보청기,,,177714.776919902,463793.08097656,2026-04-15 21:18:20,I,01,정상영업,2026-04-14 13:48:44,,,2026-04-14,,경기도 고양시 일산서구 대화동 ****-* 그린월드,2026410012523200002,3940000,"경기도 고양시 일산서구 중앙로 ****, *층 ***호 (대화동)",10381,,01,영업/정상,,,031-918-8584
150000000,(주)아이피에스,2026-04-10,150000000,176922.235610132,427137.467539073,2026-04-15 21:48:26,I,03,폐업처리,2026-04-14 12:53:50,0,,2019-08-13,,경기도 시흥시 정왕동 ****-* 리치빌딩,2026401031723200009,4010000,"경기도 시흥시 정왕대로***번길 **, 리치빌딩 *층 (정왕동)",15056,,03,폐업,,,
,국민(수소)생활,,,227582.381707232,441013.0719339,2026-04-15 21:49:23,I,01,정상영업,2026-04-14 09:00:49,,,2013-06-03,,경기도 광주시 퇴촌면 광동리 ***-**,2026512024123200002,5120000,"경기도 광주시 퇴촌면 광동로 **-*, *층",12711,2020-11-07,01,영업/정상,,,
