건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,한실수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층,양실수
0,,0,센츄럴관광호텔,관광호텔,,,,,199302.818541341,451834.817165156,2026-04-15 03:03:03,U,01,영업,,10,2026-04-14 14:35:21,1969-12-08,"6,309.22",110-430,서울특별시 종로구 장사동 227-1,N,,3000000-201-1969-00006,3000000,서울특별시 종로구 청계천로 137 (장사동),03193,01,영업/정상,관광호텔,02-6365-6500,0,0,0,0,62
4,자가,0,호텔에덴,일반호텔,,,,,204795.889817713,454094.532255786,2026-04-15 03:03:03,U,01,영업,,7,2026-04-14 09:54:39,1987-10-22,812.32,130-876,서울특별시 동대문구 휘경동 336,N,,3050000-201-1987-00399,3050000,"서울특별시 동대문구 이문로 16, 1,2,3,4층 (휘경동)",02446,01,영업/정상,일반호텔,02-960-0220,1,0,4,0,22
9,자가,1,위드 어반,숙박업(생활),,,,,192424.148947448,442135.576964453,2026-04-15 03:03:03,U,01,영업,0,0,2026-04-14 14:27:23,2019-11-21,930.62,151-899,서울특별시 관악구 신림동 1569-6,N,0,3200000-214-2019-00001,3200000,서울특별시 관악구 난곡로64길 7 (신림동),08772,01,영업/정상,숙박업(생활),,1,1,9,1,42
0,,0,저스트스테이호텔 수원영통점,여관업,,,,,206668.082955827,416573.384123433,2026-04-15 03:03:03,U,01,영업,,2,2026-04-14 16:56:54,2000-03-22,656.70,443-814,경기도 수원시 영통구 영통동 1009-3,N,,5610000-201-2000-00002,3740000,경기도 수원시 영통구 반달로 31 (영통동),16705,01,영업/정상,여관업,,9,0,9,0,25
0,,0,썸 모텔,여관업,,,,,206703.301892933,416687.26645287,2026-04-15 03:03:03,U,01,영업,0,0,2026-04-14 16:57:46,2021-10-01,404.46,443-814,경기도 수원시 영통구 영통동 1010-4 성우테마21,N,0,5610000-201-2021-00001,3740000,"경기도 수원시 영통구 청명남로34번길 18, 성우테마21 8층 (영통동)",16705,01,영업/정상,여관업,,8,0,8,0,14
0,,0,베스트플래너스,숙박업(생활),,,,,171267.72201831,445182.842581818,2026-04-15 03:03:03,U,01,영업,0,0,2026-04-14 15:49:44,2024-03-05,"3,458.90",404-826,인천광역시 서구 석남동 496-12 일부호,N,0,3560000-214-2024-00002,3560000,"인천광역시 서구 가남로 297, 일부호 (석남동)",22790,01,영업/정상,숙박업(생활),,0,0,0,0,95
2,자가,0,양평 청운펜션,숙박업(생활),,,,,265549.016605308,449355.859164254,2026-04-15 03:03:03,U,01,영업,0,0,2026-04-14 09:25:45,2020-08-13,94.19,476-862,경기도 양평군 청운면 갈운리 1045-9,N,0,4170000-214-2020-00005,4170000,경기도 양평군 청운면 아실길 51-6,12532,01,영업/정상,숙박업(생활),,1,0,2,0,1
2,,0,라비에벨 빌라듄스,숙박업(생활),,2016-08-10,민원담당관-78979(2025.12.24)호 의거 임시사용 승인일까지,2027-12-31,267785.253342495,471285.006577867,2026-04-15 03:03:03,U,01,영업,0,0,2026-04-14 17:10:15,2018-04-23,"3,627.86",,강원특별자치도 춘천시 동산면 조양리 산 166-1,N,0,4181000-214-2018-00003,4181000,,,01,영업/정상,숙박업(생활),033-245-7010,1,0,2,0,34
15,임대,2,(주)호텔더베네치아,숙박업(생활),,,,,264602.570816305,486034.827228068,2026-04-15 03:03:03,U,01,영업,0,30,2026-04-14 10:33:07,2021-12-06,"4,227.61",,강원특별자치도 춘천시 효자동 651,N,0,4181000-214-2021-00005,4181000,강원특별자치도 춘천시 효자로 136 (효자동),24334,01,영업/정상,숙박업(생활),,0,0,0,0,156
2,,0,타임스토리펜션,숙박업(생활),,,,,242428.781084203,438158.821409931,2026-04-15 03:03:03,U,01,영업,0,0,2026-04-14 14:27:34,2023-01-26,385.57,476-912,경기도 양평군 강상면 세월리 461-4,N,0,4170000-214-2023-00002,4170000,"경기도 양평군 강상면 다래길 99-8, 1~2층",12573,01,영업/정상,숙박업(생활),,1,,2,,6
0,,0,쁘띠호텔,일반호텔,,,,,160546.672050918,458940.471559626,2026-04-15 03:03:03,U,01,영업,,2,2026-04-14 11:54:12,2003-10-10,"2,189.02",415-830,경기도 김포시 대곶면 약암리 1319,N,,4090000-201-2003-00007,4090000,경기도 김포시 대곶면 약암로 874,10042,01,영업/정상,일반호텔,031-997-3500,0,0,0,0,38
4,,1,호텔 밴드,여관업,,,,,195192.79740473,429044.516430094,2026-04-15 03:03:03,U,01,영업,,0,2026-04-14 15:07:58,1988-04-29,660.00,435-824,"경기도 군포시 금정동 771-3 2,3,4층",N,,4020000-201-1988-00001,4020000,"경기도 군포시 군포로 647, 2, 3, 4층 (금정동)",15830,01,영업/정상,여관업,031-453-8154,2,0,4,0,23
23,임대,5,골든플래닛호텔(고덕),숙박업(생활),,,,,204925.891093617,394954.03843131,2026-04-15 03:03:03,U,01,영업,0,358,2026-04-14 16:11:50,2024-03-18,"14,385.35",459-825,경기도 평택시 이충동 463-4,N,0,3910029-214-2024-00001,3910000,"경기도 평택시 서정역로26번길 6, 삼부르네상스 고덕스테이 일부호 (이충동)",17783,01,영업/정상,숙박업(생활),,2,0,23,0,0
5,임대,1,STAY HOTEL 원삼양지점,일반호텔,,,,,227916.499479387,413260.381374518,2026-04-15 03:03:03,U,01,영업,,16,2026-04-14 11:31:26,1995-01-09,"1,164.86",,경기도 용인시 처인구 양지읍 평창리 676 2층~5층,N,,4050000-201-1995-00010,4050000,"경기도 용인시 처인구 양지읍 남평로 367, 2층~5층",17163,01,영업/정상,일반호텔,031-336-7687,1,0,5,0,20
8,,1,얼레이호텔,관광호텔,,,,,208578.482697597,420736.505232673,2026-04-15 03:03:03,U,01,영업,15,0,2026-04-14 09:05:05,2016-01-28,"4,117.00",446-599,"경기도 용인시 기흥구 신갈동 536-4 외 2필지 1,2동",N,15,4050000-201-2016-00001,4050000,"경기도 용인시 기흥구 신정로 231, 1, 2동 1-8층 (신갈동)",16945,01,영업/정상,관광호텔,031-693-9181,1,0,8,0,100
2,임대,0,예뫼송동호바다,숙박업(생활),2026-04-07,,,,347704.552894318,507318.55754366,2026-04-15 03:03:03,U,02,폐업,0,1,2026-04-14 14:43:07,2015-02-09,232.02,,강원특별자치도 양양군 손양면 동호리 1-57,N,0,4351000-214-2015-00001,4351000,강원특별자치도 양양군 손양면 선사유적로 316-26,25042,03,폐업,숙박업(생활),033-672-7997,1,0,2,0,7
