영업장주변구분명,건물소유구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,,유사나헬스사이언스,2026-04-14,202324.523612319,418059.531977551,2026-04-15 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-14 09:11:47,2017-11-03,,442-834,경기도 수원시 팔달구 인계동 ****-**,N,,3740000-134-2017-00195,,3740000,"경기도 수원시 팔달구 권광로***번길 **, B동 ***호 (인계동)",16490,03,폐업,전자상거래(통신판매업),,,,
,자가,137기보대대 마트,,224839.863045553,493390.339372639,2026-04-15 03:03:03,U,01,영업,0,,,,,,,,,2026-04-14 11:35:38,2019-09-30,33.00,487-853,"경기도 포천시 일동면 길명리 ***-* ,***기보대대",N,,5600000-134-2019-00027,,5600000,,,01,영업/정상,영업장판매,,,,
,,이마트24 STAY개항점,,166294.974610196,441598.339974561,2026-04-15 03:03:03,U,01,영업,0,,,,,,,,,2026-04-14 10:46:43,2025-07-07,,400-203,인천광역시 중구 북성동*가 *-*,N,,3490000-134-2025-00070,,3490000,"인천광역시 중구 차이나타운로 **-*, 지하*층 (북성동*가)",22311,01,영업/정상,영업장판매,,,,
,자가,23여대2대대마트,,233020.263565088,510207.779057364,2026-04-15 03:03:03,U,01,영업,0,,,,,,,,,2026-04-14 13:11:49,2011-08-01,3.30,487-862,"경기도 포천시 이동면 도평리 ***-* ,**연대*대대",N,,5600000-134-2011-00032,,5600000,,,01,영업/정상,영업장판매,,,,
,자가,오피스디포 청계천점,,198284.392181266,451901.406014861,2026-04-15 03:03:03,U,01,영업,0,,,,,,,,,2026-04-14 16:07:40,2018-11-20,150.00,110-110,서울특별시 종로구 서린동 ** 관정빌딩,N,,3000000-134-2018-00068,,3000000,"서울특별시 종로구 청계천로 **, 관정빌딩 지상*층 (서린동)",03188,01,영업/정상,영업장판매,,,,
,자가,136기보대대마트,,226308.297186188,494670.742210658,2026-04-15 03:03:03,U,01,영업,0,,,,,,,,,2026-04-14 13:35:30,2019-09-30,72.60,487-851,"경기도 포천시 일동면 기산리 ***-* ,***기보대대",N,,5600000-134-2019-00028,,5600000,,,01,영업/정상,영업장판매,,,,
,임대,동의의료기,2026-04-14,181989.138613716,425251.49630072,2026-04-15 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-14 09:24:34,2020-04-27,109.40,425-848,경기도 안산시 단원구 원곡동 ***-* *층,N,,3930000-134-2020-00270,,3930000,"경기도 안산시 단원구 관산*길 *, *층 (원곡동)",15374,03,폐업,영업장판매,,,,
,,장한컴퍼니,2026-04-13,175310.506243784,438991.476531639,2026-04-15 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-14 14:11:04,2022-03-31,,405-829,인천광역시 남동구 구월동 ***-** 영일빌라 b**호,N,,3530000-134-2022-00117,,3530000,"인천광역시 남동구 구월남로***번길 **, 지하*층 B**호 (구월동, 영일빌라)",21534,03,폐업,전자상거래(통신판매업),,,,
,임대,(주)에코앤홈,2026-04-14,188840.515865617,444306.771104527,2026-04-15 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-14 19:36:45,2025-09-22,18.36,152-721,서울특별시 구로구 구로동 **** 중앙유통단지,N,,3160000-134-2025-00158,,3160000,"서울특별시 구로구 경인로**길 **, 중앙유통단지 마동 ****호 (구로동)",08217,03,폐업,영업장판매,,,,
,,(주)에이룬컴퍼니,2026-04-14,201882.536590796,459011.94962395,2026-04-15 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-14 14:51:32,2023-06-29,,142-874,서울특별시 강북구 수유동 **-**,N,,3080000-134-2023-00101,,3080000,"서울특별시 강북구 도봉로**가길 **, 제지층 B**호 (수유동)",01114,03,폐업,전자상거래(통신판매업),,,,
