사업장명,사업자등록번호,종별명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,배출시설연간가동일수,배출시설조업시간,환경업무구분명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,주생산품명,방지시설연간가동일수,방지시설조업시간,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,업종구분명
솔샘중학교,2108303683,5종,중학교,2026-04-13,201008.751386865,457923.509289671,2026-04-15 03:03:03,U,4,폐쇄,365,24,대기배출업소관리,2026-04-14 09:58:04,2024-12-30,,서울특별시 강북구 미아동 837-734 솔샘중.고등학교,308000021202400014,3080000,,,,"서울특별시 강북구 인수봉로 39, 솔샘중.고등학교 (미아동)",01190,,04,취소/말소/만료/정지/중지,,,02-981-6873,중학교
신명기업(주),4878702716,4종,도금업,,172688.270873326,441710.215515539,2026-04-15 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-14 14:38:01,2005-04-19,,인천광역시 부평구 십정동 120,354000021199500381,3540000,,300,,인천광역시 부평구 백범로578번길 65 (십정동),21448,,01,영업/정상,,,,도금업
(주)경창,7598101041,4종,도금업,,172668.14259584,441714.957852778,2026-04-15 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-14 11:28:41,2005-07-19,,인천광역시 부평구 십정동 120-1,354000021199500383,3540000,,300,,인천광역시 부평구 백범로578번길 65 (십정동),21448,,01,영업/정상,,,,도금업
(주)상진,1278801675,5종,도금업,,172688.270873326,441710.215515539,2026-04-15 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-14 16:06:07,2005-04-18,,인천광역시 부평구 십정동 120,354000021199500385,3540000,,300,,인천광역시 부평구 백범로578번길 65 (십정동),,,01,영업/정상,,,032-541-8691,도금업
(주)대진표면처리약품,1228182785,5종,그 외 기타 분류 안된 화학제품 제조업,,172668.14259584,441714.957852778,2026-04-15 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-14 17:13:23,1995-02-15,,인천광역시 부평구 십정동 120-1,354000021199500391,3540000,,300,,인천광역시 부평구 백범로578번길 65 (십정동),21448,,01,영업/정상,,,032-0578-0603,그 외 기타 분류 안된 화학제품 제조업
정진금속,1221474075,5종,,,172688.270873326,441710.215515539,2026-04-15 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-14 16:56:24,2001-06-27,,인천광역시 부평구 십정동 120,354000021200100012,3540000,,300,,,,,01,영업/정상,,,,
태홍금속,3988100911,4종,도금업,,169354.308851012,444085.14886527,2026-04-15 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-14 16:28:31,1997-04-07,,인천광역시 서구 가좌동 173-91 (주)석남도금단지,356000021199701903,3560000,,300,,"인천광역시 서구 건지로 112 (주)석남도금단지 11, 12호 (가좌동)",22844,,01,영업/정상,,,,도금업
(주)서경,1379137074,4종,지정 폐기물 처리업,,169830.69249362,446737.424144495,2026-04-15 03:03:03,U,11,영업,0,0,대기배출업소관리,2026-04-14 11:19:05,2002-07-16,,인천광역시 서구 원창동 4-13,356000021200200065,3560000,,0,,인천광역시 서구 원창로89번길 48 (원창동),,,01,영업/정상,,,032-574-3547,지정 폐기물 처리업
선정산업,1302145206,4종,도장 및 기타 피막처리업,,179234.21117436,447320.626796859,2026-04-15 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-14 09:55:43,2006-01-06,,"경기도 부천시 오정구 삼정동 15-22 (2,3층)",386000021200601072,3860000,표면도포,300,,"경기도 부천시 오정구 석천로453번길 76 (삼정동,(2,3층))",,,01,영업/정상,,,032-672-6650,도장 및 기타 피막처리업
(주)경기자동차,1308621620,5종,자동차 종합 수리업,,181421.204518709,444527.969300439,2026-04-15 03:03:03,U,11,영업,300,7,대기배출업소관리,2026-04-14 15:11:35,2006-10-23,,경기도 부천시 원미구 춘의동 158-3,386000021200601116,3860000,자동차수리,300,,경기도 부천시 원미구 부천로198번길 75 (춘의동),,,01,영업/정상,,,,자동차 종합 수리업
