건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
0,,0,(주)제이앤씨종합환경,건물위생관리업,,,,,173250.374209489,444737.769526547,2026-04-17 22:51:59,I,01,영업,,2026-04-16 17:08:28,2026-04-16,22.75,403-833,인천광역시 부평구 산곡동 180-377 산곡메디칼센타,N,,3540000-206-2026-00007,3540000,"인천광역시 부평구 원적로 290, 산곡메디칼센타 5층 503호 (산곡동)",21371,01,영업/정상,건물위생관리업,,0,0,0,0
0,,0,디자인클릭,건물위생관리업,,,,,213849.941727666,446047.398723587,2026-04-17 21:51:55,I,01,영업,0,2026-04-16 16:28:09,2026-04-16,19.57,465-818,경기도 하남시 감북동 364,N,0,4040000-206-2026-00002,4040000,"경기도 하남시 감초로 23, 2층 일부호 (감북동)",12991,01,영업/정상,건물위생관리업,,,,,
,,,에코나눔환경 주식회사,건물위생관리업,,,,,379615.396570094,401830.262863316,2026-04-17 21:22:12,I,01,영업,,2026-04-16 14:07:08,2026-04-16,.00,,강원특별자치도 태백시 장성동 75-5,N,,4221000-206-2026-00002,4221000,강원특별자치도 태백시 장성로 230 (장성동),26047,01,영업/정상,건물위생관리업,,,,,
,,,에이스시설관리(주),건물위생관리업,,,,,188051.138558242,449789.613381329,2026-04-17 03:03:03,U,01,영업,,2026-04-16 17:54:40,2004-05-14,109.00,158-811,서울특별시 양천구 목동 605-4 3층 303호,N,,3140000-206-2004-00004,3140000,"서울특별시 양천구 공항대로 538, 3층 303호 (목동)",07946,01,영업/정상,건물위생관리업,02-2653-8644,,,,
0,,0,대한민국동작 주식회사,건물위생관리업,,,,,194578.057840121,445564.835806877,2026-04-17 03:03:03,U,01,영업,0,2026-04-16 09:49:40,2015-11-27,"1,054.17",156-800,서울특별시 동작구 노량진동 47-2,N,5,3190000-206-2015-00006,3190000,"서울특별시 동작구 장승배기로 161, 1층,지하1층 (노량진동)",06928,01,영업/정상,건물위생관리업,02-3280-9919,3,0,3,0
0,임대,0,주식회사 그린환경방재,건물위생관리업,2026-04-16,,,,193108.137950546,441091.100724493,2026-04-17 03:03:03,U,02,폐업,,2026-04-16 13:30:24,2011-07-05,28.80,151-880,서울특별시 관악구 신림동 629-31 1층,N,,3200000-206-2011-00005,3200000,"서울특별시 관악구 난곡로34길 70 (신림동,1층)",08854,03,폐업,건물위생관리업,02-862-1044,1,,1,
0,,0,(주)미래아이앤지,건물위생관리업,,,,,204437.7,446211.640000001,2026-04-17 03:03:03,U,01,영업,0,2026-04-16 13:57:09,2021-09-24,24.00,135-869,서울특별시 강남구 삼성동 52-1,N,0,3220000-206-2021-00021,3220000,"서울특별시 강남구 삼성로 648, 지하1층 (삼성동)",06084,01,영업/정상,건물위생관리업,02-3470-4400,,1,,1
0,,0,(주)신현대관리,건물위생관리업,,,,,210832.418219266,447371.610786753,2026-04-17 03:03:03,U,01,영업,,2026-04-16 13:57:17,2009-02-23,119.97,134-851,서울특별시 강동구 성내동 557-3,N,,3240000-206-2009-00004,3240000,"서울특별시 강동구 성내로8길 21, 3층 (성내동)",05399,01,영업/정상,건물위생관리업,02-471-0140,3,,3,
0,임대,0,주식회사 청담관리,건물위생관리업,,,,,210832.418219266,447371.610786753,2026-04-17 03:03:03,U,01,영업,0,2026-04-16 14:06:21,2020-08-19,119.97,134-851,서울특별시 강동구 성내동 557-3,N,0,3240000-206-2020-00006,3240000,"서울특별시 강동구 성내로8길 21, 4층 (성내동)",05399,01,영업/정상,건물위생관리업,02-471-0145,2,,2,
0,임대,0,주식회사 참사람,건물위생관리업,,,,,173281.294347422,440826.517324172,2026-04-17 03:03:03,U,01,영업,,2026-04-16 13:44:13,2014-01-10,41.58,403-848,인천광역시 부평구 십정동 441 종근당빌딩 206호,N,,3540000-206-2014-00020,3540000,"인천광역시 부평구 백범로 478, 종근당빌딩 206호 (십정동)",21453,01,영업/정상,건물위생관리업,070-4242-1061,2,0,2,0
0,,0,천사누리 사회적협동조합,건물위생관리업,,,,,173250.374209489,444737.769526547,2026-04-17 03:03:03,U,01,영업,0,2026-04-16 16:52:13,2025-12-12,25.00,403-833,인천광역시 부평구 산곡동 180-377 산곡메디칼센타,N,0,3540000-206-2025-00012,3540000,"인천광역시 부평구 원적로 290, 산곡메디칼센타 5층 502호 일부호 (산곡동)",21371,01,영업/정상,건물위생관리업,,,,,
0,,0,싹싹클린,건물위생관리업,2026-04-14,,,,198001.905311554,419311.107155948,2026-04-17 03:03:03,U,02,폐업,,2026-04-16 13:21:07,2024-06-03,19.72,441-440,경기도 수원시 권선구 탑동 5-29,N,,3760000-206-2024-00004,3740000,"경기도 수원시 권선구 금호로 258, 3층 307호 (탑동)",16604,03,폐업,건물위생관리업,,0,0,0,0
