사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
에이치엔컴퍼니,,개인,198983.732935904,451092.140285241,2026-04-17 03:03:03,U,20,영업중,2026-04-16 09:05:16,2015-05-15,,서울특별시 중구 충무로2가 50번지 10호 조양빌딩본관,2015301013114500007,3010000,"서울특별시 중구 삼일대로 308, 조양빌딩본관 205호 (충무로2가)",04553,01,영업/정상,유료,02-723-9953
(주)키스템프그룹,,법인,198591.48750042,451623.0201872,2026-04-17 03:03:03,U,20,영업중,2026-04-16 09:15:48,2019-05-03,,서울특별시 중구 을지로2가 204번지 삼화타워,2019301016514500010,3010000,"서울특별시 중구 을지로5길 16, 삼화타워 4층 (을지로2가)",04539,01,영업/정상,유료,02-6719-6396
(주)키스컨설팅,,법인,198591.48750042,451623.0201872,2026-04-17 03:03:03,U,20,영업중,2026-04-16 09:19:05,2019-12-11,,서울특별시 중구 을지로2가 204번지 삼화타워,2019301016514500020,3010000,"서울특별시 중구 을지로5길 16, 삼화타워 4층 (을지로2가)",04539,01,영업/정상,유료,02-6719-6396
주식회사 코리아티엠,,법인,201580.145904355,450993.376068573,2026-04-17 03:03:03,U,20,영업중,2026-04-16 11:08:36,2021-05-04,,서울특별시 중구 신당동 52-278,2021301016514500003,3010000,"서울특별시 중구 다산로38길 66-47, 코리아빌딩 5층 (신당동)",04584,01,영업/정상,유료,02-2276-0870
유어사이드(주),,법인,207025.795729754,450766.849463688,2026-04-17 03:03:03,U,20,영업중,2026-04-16 11:04:00,2018-11-12,,서울특별시 광진구 중곡동 647-20,2022304019114500007,3040000,"서울특별시 광진구 능동로 329, 2층 (중곡동)",04918,01,영업/정상,유료,02-6956-4977
현대건설인력,,개인,183376.635361216,451741.698211,2026-04-17 03:03:03,U,20,영업중,2026-04-16 17:03:14,2002-09-14,,서울특별시 강서구 방화동 598-43,2002315007611500010,3150000,"서울특별시 강서구 방화동로 81, 3층 (방화동)",07607,01,영업/정상,유료,02-2659-7200
국민파출부,,개인,183364.272741903,451128.011119739,2026-04-17 03:03:03,U,20,영업중,2026-04-16 15:40:30,2006-10-30,,서울특별시 강서구 공항동 22 해봉빌딩,2006315007611500013,3150000,"서울특별시 강서구 공항대로7길 19, 해봉빌딩 303호 (공항동)",07619,01,영업/정상,유료,
희망인력개발,,개인,185357.389827025,448704.542168164,2026-04-17 03:03:03,U,20,영업중,2026-04-16 16:38:14,2016-07-28,,서울특별시 강서구 화곡동 1068-23 동인빌딩,2016315016614500007,3150000,"서울특별시 강서구 화곡로 119, 동인빌딩 3층 301호 (화곡동)",07711,01,영업/정상,유료,
(주)잡트렌드,,법인,184844.841587036,450680.3656089,2026-04-17 03:03:03,U,20,영업중,2026-04-16 21:03:26,2017-10-27,,서울특별시 강서구 마곡동 799-11 파인스퀘어,2017315016614500015,3150000,"서울특별시 강서구 마곡중앙4로 22, 파인스퀘어 A동 806, 807호 (마곡동)",07631,01,영업/정상,유료,
미래인력,,개인,185518.399820491,447835.485207135,2026-04-17 03:03:03,U,20,영업중,2026-04-16 16:37:24,2018-01-05,,서울특별시 강서구 화곡동 360-16 1호,2018315016614500001,3150000,"서울특별시 강서구 월정로 154, 지하층 1호 (화곡동)",07766,01,영업/정상,유료,
주식회사 바이오에이치알코아,,법인,185708.10793962,451589.014703966,2026-04-17 03:03:03,U,20,영업중,2026-04-16 21:14:27,2025-05-26,,서울특별시 강서구 마곡동 783 마곡 아이파크 디어반,2025315020114500012,3150000,"서울특별시 강서구 마곡중앙8로7길 57, 마곡 아이파크 디어반 B동 509호 (마곡동)",07792,01,영업/정상,유료,
이음 행복,,개인,186378.231818091,450937.877207072,2026-04-17 03:03:03,U,20,영업중,2026-04-16 15:50:47,2025-08-28,,서울특별시 강서구 등촌동 698-1 세신등촌종합상가,2025315020114500020,3150000,"서울특별시 강서구 공항대로41길 66, 세신등촌종합상가 지하1층 비141호 (등촌동)",07587,01,영업/정상,유료,
주식회사 알린,,법인,191425.722339989,447891.794625907,2026-04-17 03:03:03,U,20,영업중,2026-04-16 11:24:57,2020-05-08,,"서울특별시 영등포구 당산동6가 217-4 수정빌딩 501호, 610호",2023318025614500009,3180000,"서울특별시 영등포구 양평로 24, 수정빌딩 501호, 610호 (당산동6가)",07223,01,영업/정상,유료,02-6402-3113
장애인일자리센터(주),,법인,190280.387551989,446874.553137805,2026-04-17 03:03:03,U,20,영업중,2026-04-16 09:58:34,2023-01-03,,서울특별시 영등포구 양평동1가 104-1 양평자이비즈타워,2024318025614500052,3180000,"서울특별시 영등포구 선유로 114, 양평자이비즈타워 211호 (양평동1가)",07262,01,영업/정상,유료,02-568-1954
유니드잡,,개인,190822.851419439,442253.132895893,2026-04-17 03:03:03,U,20,영업중,2026-04-16 16:52:39,2015-10-19,,서울특별시 구로구 구로동 222번지 3호,2015316016014500025,3160000,"서울특별시 구로구 디지털로26길 111, 412호 (구로동, 제이앤케이디지털타워)",08390,01,영업/정상,유료,
커리어플랜(주),,법인,190887.117653337,442324.745872584,2026-04-17 03:03:03,U,20,영업중,2026-04-16 16:52:03,2023-10-11,,서울특별시 구로구 구로동 222-31 지플러스타워 1501호,2023316016014500017,3160000,"서울특별시 구로구 디지털로26길 123, 지플러스타워 1501호 (구로동)",08390,01,영업/정상,유료,02-6371-1238
피플워크 주식회사,,법인,202725.962072631,443203.561575728,2026-04-17 03:03:03,U,20,영업중,2026-04-16 17:24:49,2018-04-11,,서울특별시 강남구 역삼동 837-11 유니온센터오피스텔 1901호,2018322016314500015,3220000,"서울특별시 강남구 강남대로 310, 유니온센터오피스텔 1901호 (역삼동)",06253,01,영업/정상,유료,02-6951-4930
주식회사 메타써치,,법인,204019.231400841,444832.500775483,2026-04-17 03:03:03,U,20,영업중,2026-04-16 16:32:15,2021-12-09,,서울특별시 강남구 역삼동 697-8 3층,2023322025014500034,3220000,"서울특별시 강남구 테헤란로53길 23, 3층 (역삼동)",06148,01,영업/정상,유료,02-336-5377
퓨처컨설팅 주식회사,,법인,204044.789948927,444529.84042741,2026-04-17 03:03:03,U,20,영업중,2026-04-16 17:41:00,2022-06-08,,서울특별시 강남구 역삼동 707-34 한신인터밸리24,2022322025014500039,3220000,"서울특별시 강남구 테헤란로 322, 한신인터밸리24 동관동 1206호 (역삼동)",06211,01,영업/정상,유료,
(주)다온인더스트리,,법인,210845.844797087,448679.382603258,2026-04-17 03:03:03,U,20,영업중,2026-04-16 16:46:24,2024-01-22,,서울특별시 강동구 천호동 432-10 쌍용플래티넘리버,2024324028914500002,3240000,"서울특별시 강동구 올림픽로 659, 쌍용플래티넘리버 14층 1415호 (천호동)",05248,01,영업/정상,유료,02-478-1591
제일직업소개소,,개인,210825.17728788,448573.814954631,2026-04-17 03:03:03,U,20,영업중,2026-04-16 10:28:59,1996-07-13,,서울특별시 강동구 천호동 456번지 302호,1996324007311500001,3240000,"서울특별시 강동구 천호대로 997, 3층 302호 (천호동)",05248,01,영업/정상,유료,02-488-2260
(주)제이오비,2024-02-26,법인,177047.288867388,427744.556498783,2026-04-17 03:03:03,U,20,영업중,2026-04-16 08:28:49,2009-12-08,,경기도 시흥시 정왕동 2327-2 201호,2024401031614500003,4010000,"경기도 시흥시 마유로418번길 10, 201호 (정왕동)",15049,01,영업/정상,유료,
모닝취업정보,,개인,,,2026-04-17 03:03:03,U,20,영업중,2026-04-16 13:06:34,2006-04-03,,서울특별시 강동구 길동 439번지 440호 (서린빌딩402호),2006324011911500008,3240000,,,01,영업/정상,유료,02-474-0405
