사업장명,사업자등록번호,종별명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,배출시설연간가동일수,배출시설조업시간,환경업무구분명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,주생산품명,방지시설연간가동일수,방지시설조업시간,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,업종구분명
고려대학교 의과대학,2098200433,4종,,,202789.692329185,454049.551940162,2026-04-17 03:03:03,U,11,영업,,,대기배출업소관리,2026-04-16 20:04:24,2015-12-18,,,307000021201500016,3070000,,200,,"서울특별시 성북구 안암로 145 (안암동5가, 고려대학교안암캠퍼스 자연계)",02841,,01,영업/정상,,,02-2286-1242,
(주)지에스리테일 홈쇼핑(강서N타워),7298501621,4종,방송 프로그램 제작업,,190236.123569961,446564.317726948,2026-04-17 03:03:03,U,11,영업,320,14,대기배출업소관리,2026-04-16 09:05:32,2022-08-11,,서울특별시 영등포구 양평동1가 5-1 GS강서N타워,318000021202200005,3180000,,320,,"서울특별시 영등포구 선유로 82, GS강서N타워 (양평동1가)",07291,,01,영업/정상,,,,방송 프로그램 제작업
서울제국,1191196067,4종,음·식료품 제조업,,191217.502722028,438683.876519238,2026-04-17 03:03:03,U,11,영업,320,6,대기배출업소관리,2026-04-16 10:44:53,2015-07-17,,서울특별시 금천구 시흥동 991-19,317000021201500007,3170000,,320,,서울특별시 금천구 시흥대로47길 8 (시흥동),,,01,영업/정상,,,26307200,음·식료품 제조업
한무쇼핑(주) 무역센터현대백화점,1208101942,4종,백화점,,205210.358779172,445154.42225208,2026-04-17 03:03:03,U,11,영업,365,15,대기배출업소관리,2026-04-16 15:55:38,2015-12-18,,서울특별시 강남구 삼성동 159-7,322000021201500103,3220000,,365,,서울특별시 강남구 테헤란로 517 (삼성동),,,01,영업/정상,,,02-3467-6193,백화점
(주)정우하이텍,8978700351,5종,도장 및 기타 피막처리업,,176262.199131486,446947.074381919,2026-04-17 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-16 16:55:44,2004-06-18,,인천광역시 계양구 작전동 738-6,355000021200400003,3550000,,300,,인천광역시 계양구 계양대로16번길 93 (작전동),21123,,01,영업/정상,,,032-544-0624,도장 및 기타 피막처리업
1급서일자동차공업사,3042106124,5종,자동차 종합 수리업,,174965.599337338,431924.465973022,2026-04-17 03:03:03,U,11,영업,,,대기배출업소관리,2026-04-16 15:25:35,2022-10-18,,인천광역시 남동구 고잔동 374 유정산업,353000021202201230,3530000,,,,"인천광역시 남동구 앵고개로719번길 12, 유정산업 (고잔동)",21678,,01,영업/정상,,,,자동차 종합 수리업
홈플러스(주)부천여월점,2208160348,5종,기타 대형 종합 소매업,,182455.521209906,445978.59662723,2026-04-17 03:03:03,U,11,영업,115,13,대기배출업소관리,2026-04-16 10:06:34,2015-12-30,,경기도 부천시 오정구 여월동 301 홈플러스 부천여월점,386000021201500075,3860000,,,,"경기도 부천시 오정구 소사로 663, 홈플러스 부천여월점 (여월동)",14485,,01,영업/정상,,,032-680-8024,기타 대형 종합 소매업
(주)엘케이마끼다총판,1078157216,5종,기계공구 소매업,2026-02-05,190288.736494836,447261.038752543,2026-04-17 03:03:03,U,4,폐쇄,,,대기배출업소관리,2026-04-16 13:39:15,2025-10-17,,서울특별시 영등포구 양평동3가 58-2 LK사옥,318000021202500004,3180000,,,,"서울특별시 영등포구 선유로 151, LK사옥 (양평동3가)",07268,,04,취소/말소/만료/정지/중지,,,,기계공구 소매업
(주)줍쓰,2788801032,5종,지정 외 폐기물 처리업,,194911.280999923,385816.989172154,2026-04-17 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-16 16:11:55,2018-04-13,,경기도 평택시 안중읍 대반리 416-10 A동,391000021201800017,3910000,,300,,"경기도 평택시 안중읍 현덕로 103-13, A동",17928,,01,영업/정상,,,031-668-7775,지정 외 폐기물 처리업
기성스틸(주)평택지점[구.신광산업],2388501182,4종,,,188025.236869371,391096.602660625,2026-04-17 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-16 16:12:38,2019-03-06,,경기도 평택시 포승읍 홍원리 295-13,391000021201900011,3910000,,300,,경기도 평택시 포승읍 포승장안로 542-37,17813,,01,영업/정상,,,031-662-9620,
한국지엠안산써비스센터 주식회사,1348122679,5종,자동차 수리업,,186519.637146327,419905.752770704,2026-04-17 03:03:03,U,11,영업,300,4,대기배출업소관리,2026-04-16 14:46:28,1994-10-19,,경기도 안산시 상록구 사동 1485-6 사동자동차정비소,393000021200000026,3930000,,300,,"경기도 안산시 상록구 선진5길 37, 사동자동차정비소 (사동)",15633,,01,영업/정상,,,031-419-8255,자동차 수리업
안산그린에너지(주),2418802664,4종,기타 발전업,,181732.021420534,421511.598773531,2026-04-17 03:03:03,U,11,영업,365,24,대기배출업소관리,2026-04-16 09:22:40,2025-06-25,,경기도 안산시 단원구 초지동 672,393000021202500024,3930000,,,,경기도 안산시 단원구 첨단로 670 (초지동),15615,,01,영업/정상,,,070-4130-3502,기타 발전업
