자산규모,사업장명,폐업일자,자본금,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,부채총액,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,와이에스(YS)정보통신,2026-04-16,,285343.051821896,424472.707573705,2026-04-17 03:03:03,U,03,폐업처리,2026-04-16 11:18:59,,,2020-07-31,,강원특별자치도 원주시 관설동 ****-*,2020419031723200002,4191000,"강원특별자치도 원주시 라옹정길 *-**, *층 ***호 (관설동)",26471,,03,폐업,,,
81872120244,(주)에이치엘엠씨,,3000000000,199540.014446067,451538.669466551,2026-04-17 03:03:03,U,01,정상영업,2026-04-16 15:54:59,13058770206,,2011-04-15,,서울특별시 중구 을지로*가 ***-** 삼풍넥서스빌딩 *층,2017301013023200019,3010000,"서울특별시 중구 을지로 ***, 삼풍넥서스빌딩 *층 (을지로*가)",04548,,01,영업/정상,,,02-3489-0657
30000000,주식회사 헬리오스코리아,,1000000,206886.476566053,455496.619419948,2026-04-17 03:03:03,U,01,정상영업,2026-04-16 16:44:10,0,,2021-07-06,,서울특별시 중랑구 중화동 ***-** 유정빌딩 ***호,2021306017623200013,3060000,"서울특별시 중랑구 봉화산로 **-*, ***호 (중화동)",02017,,01,영업/정상,,,
,다짐아울렛,,,207528.589834323,452941.322890204,2026-04-17 03:03:03,U,01,정상영업,2026-04-16 16:41:05,,,2023-05-15,,서울특별시 중랑구 면목동 ***-** 농협 지하*층,2023306020223200006,3060000,"서울특별시 중랑구 면목로 ***, 농협 지하*층 (면목동)",02239,,01,영업/정상,,,070-4495-2247
,박순희,,,206959.249936226,457257.979657691,2026-04-17 03:03:03,U,01,정상영업,2026-04-16 16:43:15,,,2025-01-22,,서울특별시 중랑구 묵동 ***-** 미래지안 ***호,2025306020223200001,3060000,"서울특별시 중랑구 공릉로**길 *-*, ***호 (묵동, 미래지안)",02019,,01,영업/정상,,,
1345332577,주식회사 크리앤비,,100000000,192614.383787141,450246.409292832,2026-04-17 03:03:03,U,01,정상영업,2026-04-16 14:47:34,1163499742,,2024-07-24,,서울특별시 마포구 서교동 ***-**,2024313025523200013,3130000,"서울특별시 마포구 동교로**길 **, *,*층 (서교동)",04030,,01,영업/정상,,,02-6951-2280
18090696053,에스케이인텔릭스서비스㈜,,,189538.020935968,441982.427934953,2026-04-17 03:03:03,U,01,정상영업,2026-04-16 09:40:47,21269588836,,2012-02-16,,서울특별시 금천구 가산동 ***-** 우림라이온스밸리,2023317025723200003,3170000,"서울특별시 금천구 가산디지털*로 ***, 우림라이온스밸리 A동 ***호 (가산동)",08507,,01,영업/정상,,,02-6263-0366
50000000,주식회사 서린아이씨티,,50000000,175261.519298799,446199.289952872,2026-04-17 23:05:20,I,01,정상영업,2026-04-16 15:44:47,0,,2026-04-16,,인천광역시 부평구 청천동 ***-* 부평테크시티,2026354016123200010,3540000,"인천광역시 부평구 부평대로 ***, 부평테크시티 ***호 (청천동)",21315,,01,영업/정상,,,1600-7187
,태양힐링,,,219400.619108567,454123.802705038,2026-04-17 21:18:19,I,01,정상영업,2026-04-16 11:47:19,,,2026-04-15,,경기도 남양주시 와부읍 덕소리 ***-* 강산마을코오롱대성아파트,2026399051223200011,3990000,"경기도 남양주시 와부읍 덕소로**번길 **, 주상가동 지하층 *~**호 (강산마을코오롱대성아파트)",12208,,01,영업/정상,,,
,마음솔루션,,,209653.568871765,425664.42459431,2026-04-17 21:48:48,I,01,정상영업,2026-04-16 11:47:54,,,2026-04-16,,경기도 용인시 수지구 죽전동 ***-*,2026564001823200003,4050000,"경기도 용인시 수지구 용구대로****번길 *, 에비뉴몰 *층 ***호 (죽전동)",16866,,01,영업/정상,,,
