축산일련번호,축산업무구분명,사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,축산물가공업구분명,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,축산물판매업,(주)도반,식육판매업,2026-04-16,182010.95328091,468187.998154167,2026-04-17 03:03:03,U,0002,폐업,2026-04-16 17:18:26,,2019-02-26,245,,경기도 고양시 일산동구 성석동 1061-14,식육판매업,394000000920190015,3940000,L00,"경기도 고양시 일산동구 고봉로770번길 228, 2동 2층 (성석동)",10251,,03,폐업,,,1600-9647
,축산물판매업,(주)세림미트,식육판매업,,206132.351431449,501735.409426946,2026-04-17 03:03:03,U,0000,정상,2026-04-16 17:13:35,,2011-06-20,82.6,,"경기도 연천군 전곡읍 전곡리 263-11 조흥아파트,조흥아파트상가 101호",식육판매업,414000000920110007,4140000,L00,"경기도 연천군 전곡읍 밤골로 7, 101호 (조흥아파트,조흥아파트상가)",11038,,01,영업/정상,,,
,축산물판매업,주식회사 에스엘바이오텍,축산물유통전문판매업,2026-04-16,189303.743525683,442223.92565551,2026-04-17 03:03:03,U,0002,폐업,2026-04-16 16:24:02,,2024-01-18,140.25,,서울특별시 금천구 가산동 459-9 (주)LG 가산 디지털센터 1002호,축산물유통전문판매업,317000000920240002,3170000,L00,"서울특별시 금천구 가산디지털1로 189, (주)LG 가산 디지털센터 10층 1002호 (가산동)",08503,,03,폐업,,,02-6265-2568
,축산물판매업,이룬케이알,식육판매업,2026-04-15,187201.056869745,446352.11883987,2026-04-17 03:03:03,U,0002,폐업,2026-04-16 08:53:15,,2025-04-07,20.88,,서울특별시 양천구 신정동 1049-3,식육판매업,314000000920250004,3140000,L00,서울특별시 양천구 중앙로32길 21 (신정동),08085,,03,폐업,,,
,축산물판매업,서울경기한우협동조합,축산물유통전문판매업,,232650.75671132,414682.150628912,2026-04-17 03:03:03,U,0000,정상,2026-04-16 11:17:55,,2023-02-06,211.68,,경기도 이천시 마장면 덕평리 138-5,축산물유통전문판매업,407000000920230005,4070000,L00,경기도 이천시 마장면 덕이로39번길 41,17389,,01,영업/정상,,,031-633-8220
,축산물판매업,주식회사 청담에프앤에스,축산물유통전문판매업,2026-04-16,176227.298156712,425174.503340494,2026-04-17 03:03:03,U,0005,전출폐업,2026-04-16 16:51:28,,2021-05-11,49.03,,경기도 시흥시 정왕동 1287-5 보성스퀘어원지식산업센터,축산물유통전문판매업,401000000920240005,4010000,L00,"경기도 시흥시 소망공원로 323, 보성스퀘어원지식산업센터 상가동 526호 (정왕동)",15106,,05,제외/삭제/전출,,,
,축산물판매업,두광유통,식육부산물전문판매업,,190541.289016721,440853.319168506,2026-04-17 03:03:03,U,0000,정상,2026-04-16 14:47:38,,2018-02-12,216.84,,서울특별시 금천구 독산동 300-5 지하1층,식육부산물전문판매업,317000000920180006,3170000,000,"서울특별시 금천구 범안로17길 74, 지하1층 (독산동)",08584,,01,영업/정상,,,
,축산물판매업,오빠축산,식육판매업,,201514.970976778,456137.102062808,2026-04-17 03:03:03,U,0000,정상,2026-04-16 11:17:25,,2022-09-05,44.4,,서울특별시 성북구 길음동 1284 길음뉴타운,식육판매업,307000000920220008,3070000,000,"서울특별시 성북구 길음로 33, 상가B동 229호 (길음동, 길음뉴타운)",02720,,01,영업/정상,,,
,축산물판매업,(주)행복한푸드시스템,식육판매업,,203283.884972176,451988.475241522,2026-04-17 03:03:03,U,0000,정상,2026-04-16 08:49:16,,2013-07-02,35.52,,서울특별시 성동구 마장동 522-3,식육판매업,303000000920130063,3030000,L00,"서울특별시 성동구 고산자로 344, 영조빌딩 402호 (마장동)",04748,,01,영업/정상,,,
,축산물판매업,그린수입고기전문점,식육판매업,,205143.311575733,397774.828061874,2026-04-17 03:03:03,U,0000,정상,2026-04-16 17:19:35,,1992-05-09,90.65,,경기도 평택시 지산동 759-46,식육판매업,391000000919920013,3910000,000,경기도 평택시 지산1로 72 (지산동),,,01,영업/정상,,,031-665-8221
