영업장주변구분명,건물소유구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,임대,세븐일레븐(뉴용산아크로타워점),,197150.834197313,448278.598935154,2026-05-21 03:03:03,U,01,영업,0,0,0,0,,,,0,,2026-05-20 11:36:02,2014-01-16,6.60,140-100,서울특별시 용산구 문배동 **-** 용산아크로타워,N,,3020000-134-2014-00016,,3020000,"서울특별시 용산구 백범로**길 **, ***동 ***, ***호 (문배동, 용산아크로타워)",04369,01,영업/정상,영업장판매,02-3284-8342,,,
,,세븐일레븐(성남은행현대점),,214392.541407974,438875.85178913,2026-05-21 03:03:03,U,01,영업,0,,,,,,,,,2026-05-20 16:03:20,2013-12-09,,462-834,경기도 성남시 중원구 은행동 ****-* 현대상가**동 *층,N,,3800000-134-2013-00085,,3780000,"경기도 성남시 중원구 자혜로**번길 **, **동 *층 (은행동, 현대상가)",13162,01,영업/정상,영업장판매,031-731-9748,,,
,임대,세븐일레븐 사당역점,,198260.085928707,441503.878702568,2026-05-21 03:03:03,U,01,영업,0,,,,,,,,,2026-05-20 14:30:33,2007-07-20,82.50,151-080,서울특별시 관악구 남현동 ****-*,N,,3200000-134-2007-00065,,3200000,서울특별시 관악구 남현*길 ** (남현동),08807,01,영업/정상,영업장판매,,,,
,임대,세븐일레븐(한남유엔점),,200824.55933234,448002.737790969,2026-05-21 03:03:03,U,01,영업,0,0,0,6,,,0,0,,2026-05-20 12:46:06,2004-06-18,182.01,140-884,서울특별시 용산구 한남동 **-**,N,,3020000-134-2004-00045,0,3020000,서울특별시 용산구 독서당로 ** (한남동),04420,01,영업/정상,영업장판매,,,,
,임대,세븐일레븐이촌2호점,,197524.889581747,446423.95305147,2026-05-21 03:03:03,U,01,영업,0,,,,,,,,,2026-05-20 12:41:41,2016-06-10,3.30,140-852,서울특별시 용산구 이촌동 ***-*** *층,N,,3020000-134-2016-00042,,3020000,"서울특별시 용산구 이촌로 ***, *층 (이촌동)",04426,01,영업/정상,영업장판매,02-3284-8129,,,
,임대,세븐일레븐(이태원청화점),,199480.972720827,447678.419872848,2026-05-21 03:03:03,U,01,영업,0,,,,,,,,,2026-05-20 12:04:11,2014-01-16,3.30,140-860,서울특별시 용산구 이태원동 **-* *층,N,,3020000-134-2014-00010,,3020000,"서울특별시 용산구 보광로 ** (이태원동, *층)",04392,01,영업/정상,영업장판매,02-3284-8342,,,
,,주식회사 슈마웰,2026-05-20,195775.018463291,449299.521405982,2026-05-21 03:03:03,U,02,폐업,0,0,0,0,,,,0,,2026-05-20 10:57:01,2021-04-13,,121-803,서울특별시 마포구 공덕동 ***-* 동방빌딩,N,,3130000-134-2021-00370,,3130000,"서울특별시 마포구 마포대로 ***, 동방빌딩 **층 (공덕동)",04212,03,폐업,전자상거래(통신판매업),,,,
,,세븐일레븐 부곡신라점,,187547.155426066,425020.8492351,2026-05-21 03:03:03,U,01,영업,0,,,,,,,,,2026-05-20 17:14:12,2016-02-04,55.00,426-819,경기도 안산시 상록구 부곡동 ***-* *층,N,,3930000-134-2016-00010,,3930000,"경기도 안산시 상록구 부곡로 ** (부곡동, *층)",15313,01,영업/정상,영업장판매,02-3284-8129,,,
,임대,세븐일레븐(숙대역점),,197450.83248065,449012.518444493,2026-05-21 03:03:03,U,01,영업,0,,,,,,,,,2026-05-20 12:44:31,2014-01-16,3.30,140-807,서울특별시 용산구 갈월동 **-* 국제영상빌딩 *층 ***호,N,,3020000-134-2014-00007,,3020000,"서울특별시 용산구 한강대로 *** (갈월동, 국제영상빌딩 *층 ***호)",04321,01,영업/정상,영업장판매,02-711-0998,,,
,자가,세븐일레븐동부이촌본점,,197177.47312335,446543.21624884,2026-05-21 03:03:03,U,01,영업,0,,,,,,,,,2026-05-20 12:42:35,2025-09-08,2.00,140-854,서울특별시 용산구 이촌동 ***-**,N,,3020000-134-2025-00113,,3020000,"서울특별시 용산구 이촌로 ***, *층 (이촌동)",04427,01,영업/정상,영업장판매,02-3284-8112,,,
