사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
세븐일레븐 태평역점,,211271.61755171,437555.416937471,2026-05-21 03:03:03,U,13,영업중,2026-05-20 16:16:00,,2024-03-21,,,PHMG120213780062047000032,3780000,"경기도 성남시 수정구 수정로 **, 대명빌딩 *층 (태평동)",13311,01,영업/정상,,,,
탈로라 바이오테크,2026-05-19,210868.397496689,442053.227933005,2026-05-21 03:03:03,U,03,폐업,2026-05-20 16:14:42,,2025-09-01,,서울특별시 송파구 문정동 *** 파크하비오,PHMG120253230034047000161,3230000,"서울특별시 송파구 송파대로 ***, ***동 E***호 (문정동, 파크하비오)",05837,03,폐업,,,,
두피카소,,174315.029892233,437840.089610858,2026-05-21 03:03:03,U,15,전출,2026-05-20 17:53:22,,2025-06-26,,인천광역시 남동구 구월동 **** 더블루시티,PHMG120253560021047000075,3560000,"인천광역시 남동구 선수촌공원로 **, 더블루시티 *층 ***호 (구월동)",21583,05,제외/삭제/전출,,,,
세븐일레븐 고대본점,,202519.12911971,453504.175537535,2026-05-21 03:03:03,U,13,영업중,2026-05-20 15:41:19,,2021-05-04,,서울특별시 성북구 안암동*가 ***-***,PHMG120213070034047000051,3070000,서울특별시 성북구 고려대로**길 ** (안암동*가),02855,01,영업/정상,,,02-6012-0631,
다비치 히어링 보청기 불광역점,,193815.003892284,456401.253507205,2026-05-21 03:03:03,U,13,영업중,2026-05-20 17:39:07,,2022-08-12,,,PHMG120213110032047000010,3110000,"서울특별시 은평구 통일로 ***-*, *~*층 (불광동)",03368,01,영업/정상,,,02-352-7804,
(주)코리아세븐 소공점,,198274.209368138,451268.05553169,2026-05-21 03:03:03,U,13,영업중,2026-05-20 15:11:58,,2021-04-30,,서울특별시 중구 소공동 ** 태양빌딩,PHMG120213010033047000041,3010000,"서울특별시 중구 남대문로*길 **, 태양빌딩 *층 (소공동)",04532,01,영업/정상,,,02-773-0244,
(주)코리아세븐 성북고대점,,203012.752171051,454564.360512151,2026-05-21 03:03:03,U,13,영업중,2026-05-20 15:36:04,,2024-12-17,,서울특별시 성북구 종암동 **-**,PHMG120243070034047000076,3070000,"서울특별시 성북구 북악산로**길 **, *층 (종암동)",02811,01,영업/정상,,,,
이마트24 오산이지점,2026-05-20,204686.877191797,406015.379856302,2026-05-21 03:03:03,U,03,폐업,2026-05-20 17:42:13,,2022-11-30,,경기도 오산시 궐동 ***-** 미소지움,PHMG120224000018047000203,4000000,"경기도 오산시 법원로**번길 **, 미소지움 *층 (궐동)",18123,03,폐업,,,,
(주)코리아세븐 관악남현길점,,197808.518383667,441346.745316766,2026-05-21 03:03:03,U,13,영업중,2026-05-20 17:15:59,,2021-05-07,,서울특별시 관악구 남현동 ****-**,PHMG120213200033047000045,3200000,"서울특별시 관악구 남현길 **, *층 (남현동)",08804,01,영업/정상,,,,
(주)코리아세븐 청계퍼시픽점,,198007.312899736,451837.180272831,2026-05-21 03:03:03,U,13,영업중,2026-05-20 15:29:45,,2021-05-07,,서울특별시 중구 무교동 **,PHMG120213010033047000091,3010000,"서울특별시 중구 청계천로 *, *층 (무교동)",04520,01,영업/정상,,,,
착한마트,2026-05-19,211788.824,441720.322,2026-05-21 03:03:03,U,03,폐업,2026-05-20 16:14:07,,2022-08-09,,서울특별시 송파구 장지동 ***-* 센트라포레,PHMG120223230034047000417,3230000,"서울특별시 송파구 위례순환로 ***, 센트라포레 ***, ***, ***, ***호 (장지동)",05814,03,폐업,,,,
코리아세븐 가천대3호점,,211380.301034505,438771.218762507,2026-05-21 03:03:03,U,13,영업중,2026-05-20 15:30:03,,2024-03-21,,,PHMG120223780062047000143,3780000,"경기도 성남시 수정구 성남대로 ****, 가천대학교 비전타워 지상*층 ***호 (복정동)",13120,01,영업/정상,,,,
(주)코리아세븐 남대문카페점,,198164.81085207,450959.327320834,2026-05-21 03:03:03,U,13,영업중,2026-05-20 15:33:59,,2021-05-07,,서울특별시 중구 회현동*가 ***-*,PHMG120213010033047000080,3010000,"서울특별시 중구 남대문시장길 **, *,*층 (회현동*가)",04529,01,영업/정상,,,,
세컨드브레인,2026-05-18,201400.824438273,451528.012185815,2026-05-21 03:03:03,U,03,폐업,2026-05-20 10:54:50,,2023-12-20,,서울특별시 중구 흥인동 ** 리마크빌 동대문,PHMG120233010033047000107,3010000,"서울특별시 중구 다산로 ***, 리마크빌 동대문 B동 ****호 (흥인동)",04570,03,폐업,,,,
(주)코리아세븐 관악청룡로점,,195162.762689789,441952.886252569,2026-05-21 03:03:03,U,13,영업중,2026-05-20 16:15:07,,2021-05-07,,서울특별시 관악구 봉천동 ***-** 참소망타운,PHMG120213200033047000044,3200000,"서울특별시 관악구 청룡길 **, *층 (봉천동, 참소망타운)",08786,01,영업/정상,,,,
(주)코리아세븐 봉천태영점,,193561.493654143,443081.393439309,2026-05-21 03:03:03,U,13,영업중,2026-05-20 17:17:42,,2021-05-07,,서울특별시 관악구 봉천동 ***-* 태영빌딩,PHMG120213200033047000037,3200000,"서울특별시 관악구 보라매로 *, 태영빌딩 *층 (봉천동)",08722,01,영업/정상,,,,
