영업장주변구분명,건물소유구분명,사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,,스위트베이크샵,제과점영업,,202023.921749857,452387.764894439,2026-03-12 22:16:10,I,01,영업,61.6,,,,,,,,,2026-03-11 11:09:09,2026-03-11,61.60,130-814,서울특별시 동대문구 신설동 117-6,N,,3050000-121-2026-00003,,3050000,"서울특별시 동대문구 난계로 250, 6층 (신설동)",02586,01,영업/정상,제과점영업,,,,
,,누하주,제과점영업,,,,2026-03-12 22:16:12,I,01,영업,13,,,,,,,,,2026-03-11 17:00:14,2026-03-11,13.00,136-023,서울특별시 성북구 성북동1가 15,N,,3070000-121-2026-00004,,3070000,서울특별시 성북구 창경궁로43길 17 (성북동1가),02880,01,영업/정상,제과점영업,,,,
,,시절제빵소,제과점영업,,,,2026-03-12 22:16:12,I,01,영업,45,,,,,,,,,2026-03-11 10:38:21,2026-03-11,45.00,132-815,서울특별시 도봉구 도봉동 570,N,,3090000-121-2026-00004,,3090000,"서울특별시 도봉구 도봉산3길 35, 1층 1호 (도봉동)",01303,01,영업/정상,제과점영업,,,,상수도전용
,,더헤이즈,제과점영업,,193804.048010241,450332.891375011,2026-03-12 22:16:44,I,01,영업,40.45,,,,,,,,,2026-03-11 10:15:41,2026-03-11,40.45,121-836,서울특별시 마포구 서교동 325-1,N,,3130000-121-2026-00020,,3130000,"서울특별시 마포구 와우산로 162, 101호 (서교동)",04061,01,영업/정상,제과점영업,,,,
,,바타키친(한시적),제과점영업,,205210.358779172,445154.42225208,2026-03-12 22:16:14,I,01,영업,0,,,,,,,,,2026-03-11 10:09:04,2026-03-11,,135-730,서울특별시 강남구 삼성동 159-7 현대백화점,N,,3220000-121-2026-00020,,3220000,"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 식품관 일부호 (삼성동)",06164,01,영업/정상,제과점영업,,,,
,,농업회사법인 흥만소 주식회사,제과점영업,,199161.380909543,420620.351156652,2026-03-12 21:46:12,I,01,영업,0,,,,,,,,,2026-03-11 13:54:58,2026-03-11,,440-835,경기도 수원시 장안구 정자동 111-14,N,,3750000-121-2026-00008,,3740000,"경기도 수원시 장안구 수성로 175, 스타필드 수원 7층 7185호 (정자동)",16318,01,영업/정상,제과점영업,,,,
,,카페인중독 수원망포점,제과점영업,,205321.666401074,416097.76631906,2026-03-12 21:46:12,I,01,영업,29.52,,,,,,,,,2026-03-11 13:29:14,2026-03-11,29.52,443-812,경기도 수원시 영통구 영통동 974-6 세일빌딩 1층 112호,N,,5610000-121-2026-00014,,3740000,"경기도 수원시 영통구 덕영대로1555번길 13, 세일빌딩 1층 112호 (영통동)",16698,01,영업/정상,제과점영업,,,,상수도전용
,,파티스리 쿄,제과점영업,,209934.035,430201.52,2026-03-12 21:46:14,I,01,영업,0,,,,,,,,,2026-03-11 10:14:57,2026-03-11,,463-848,경기도 성남시 분당구 정자동 34-2 1층 일부(101호)호,N,,3810000-121-2026-00009,,3780000,"경기도 성남시 분당구 황새울로132번길 36, 1층 일부(101호)호 (정자동)",13609,01,영업/정상,제과점영업,,,,
,,모먼츠 꽃 케이크,제과점영업,,196632.673000993,431217.736922348,2026-03-12 21:46:12,I,01,영업,0,,,,,,,,,2026-03-11 10:43:38,2026-03-11,,431-802,경기도 안양시 동안구 평촌동 920-12,N,,3850000-121-2026-00006,,3830000,"경기도 안양시 동안구 귀인로190번길 39-39, 1층 일부호 (평촌동)",14103,01,영업/정상,제과점영업,,,,
,,파리바게뜨 평택고덕삼성점,제과점영업,,204555.219316364,393243.867298143,2026-03-12 21:49:39,I,01,영업,76,,,,,,,,,2026-03-11 11:48:12,2026-03-11,76.00,,경기도 평택시 고덕동 2158-5 센트리마 더퍼스트1,N,,3910029-121-2026-00001,,3910000,"경기도 평택시 고덕여염9길 42, 센트리마 더퍼스트1 1층 103,104호 (고덕동)",18014,01,영업/정상,제과점영업,,,,상수도전용
