사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
관악주민연대,,개인,195898.565883806,442485.534210153,2026-04-25 22:31:41,I,40,폐업,2004-12-24 10:56:17,2003-04-07,,서울특별시 관악구 봉천동 43번지 3호,2003320007911200001,3200000,서울특별시 관악구 관악로25길 5-18 (봉천동),,03,폐업,무료,
송파무료,,법인,208508.136740226,455974.025798176,2026-04-25 22:31:48,I,40,폐업,2005-01-27 14:52:41,2003-03-13,,서울특별시 중랑구 신내동 797호 15통 5반 동성아파트 701 202,2003323008211200001,3230000,"서울특별시 중랑구 신내로14길 21, 701동 202호 (신내동,동성아파트)",,03,폐업,무료,
(사)빅이슈코리아,,법인,204151.648181975,449132.45650081,2026-04-25 22:30:37,I,20,영업중,2023-04-10 09:08:25,2013-05-22,,서울특별시 성동구 성수동1가 22-8 헤이그라운드(HEYGROUND),2023303013514500001,3030000,"서울특별시 성동구 뚝섬로1나길 5, 헤이그라운드(HEYGROUND) 3층 306호 (성수동1가)",04779,01,영업/정상,무료,02-2069-1125
한국관광통역안내사협회,,법인,202371.997992402,451423.409695956,2026-04-25 22:30:37,I,20,영업중,2023-09-15 16:25:49,2023-09-15,,,2023303013514500004,3030000,"서울특별시 성동구 왕십리로 386, 삼협빌딩 8층 (하왕십리동)",04701,01,영업/정상,무료,
(사)한국건축물유지관리협회,,법인,205023.511610051,449000.007942068,2026-04-25 22:30:37,I,20,영업중,2024-01-25 09:15:31,2024-01-25,,,2024303013514500001,3030000,"서울특별시 성동구 성수이로20길 10, 대한빌딩 6층 603호 (성수동2가)",04783,01,영업/정상,무료,02-466-2838
KARP대한은퇴자협회,,법인,209187.672641774,449309.364428804,2026-04-25 22:30:37,I,20,영업중,2022-10-11 14:11:10,2005-02-05,,서울특별시 광진구 광장동 244번지 24호 2통 5반,2005304007311200001,3040000,서울특별시 광진구 아차산로 589 (광장동),,01,영업/정상,무료,02-456-7850
광진노인종합복지관,,법인,206249.971158453,449875.503275908,2026-04-25 22:30:37,I,20,영업중,2022-10-24 18:08:23,2007-03-20,,서울특별시 광진구 군자동 364번지 15호,2007304010911200001,3040000,서울특별시 광진구 군자로 88 (군자동),,01,영업/정상,무료,02-466-6242
대한노인회 광진구 지회,,법인,209124.609788111,449439.976455991,2026-04-25 22:30:37,I,20,영업중,2024-05-29 18:43:37,2015-01-13,,,2015304016814500001,3040000,서울특별시 광진구 광장로 62 (광장동),,01,영업/정상,무료,02-447-0731
서울시동부여성발전센터,,법인,205828.253476728,448575.453228821,2026-04-25 22:30:37,I,20,영업중,2024-04-22 17:55:41,2015-02-09,,서울특별시 광진구 자양동 9번지 13호 서울특별시 동부여성발전센타,2015304016814500002,3040000,"서울특별시 광진구 아차산로30길 36, 서울특별시 동부여성발전센타 (자양동)",05072,01,영업/정상,무료,02-460-2300
사)서울광진의류협회,,법인,206694.766190841,450878.505891898,2026-04-25 22:30:37,I,20,영업중,2025-04-10 15:34:11,2021-02-17,,서울특별시 광진구 중곡동 626-16 301호,2021304019114500002,3040000,"서울특별시 광진구 동일로64길 38, 3층 301호 (중곡동)",04917,01,영업/정상,무료,02-467-8251
(사)한국안정교육협회서울분소,,법인,208067.920649492,450097.819157719,2026-04-25 22:30:37,I,20,영업중,2024-03-28 13:05:16,2021-12-01,,서울특별시 광진구 구의동 29-20,2021304019114500010,3040000,"서울특별시 광진구 자양로49길 16-7, 1층 101호 (구의동)",04955,01,영업/정상,무료,02-3426-0255
중랑시니어클럽,,법인,207025.905859549,456304.822407609,2026-04-25 03:03:03,U,20,영업중,2026-04-24 15:45:40,2023-12-15,,서울특별시 중랑구 묵동 122-174,2023306020214500016,3060000,"서울특별시 중랑구 동일로154길 38, 화랑마을 시니어센터 5층 (묵동)",02039,01,영업/정상,무료,02-974-0036
