영업장주변구분명,건물소유구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,,지에스이십오편의점속초마리나베이점,,339423.489883316,522055.908114092,2026-04-25 03:03:03,U,01,영업,0,,,,,,,,,2026-04-24 18:02:26,2025-06-02,,,강원특별자치도 속초시 조양동 ****-*,N,,4231000-134-2025-00019,,4231000,"강원특별자치도 속초시 청초호반로 **, *층 (조양동)",24885,01,영업/정상,영업장판매,,,,
,,앵돌이,2026-04-23,192782.391171553,442726.305214339,2026-04-25 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-24 09:13:53,2024-08-24,,151-871,서울특별시 관악구 신림동 ***-**,N,,3200000-134-2024-00129,,3200000,"서울특별시 관악구 난곡로**길 ***, *층 (신림동)",08704,03,폐업,전자상거래(통신판매업),,,,
,,안녕유유,,216964.400721736,469165.266152475,2026-04-25 03:03:03,U,01,영업,0,,,,,,,,,2026-04-24 17:39:02,2022-11-17,3.00,472-869,경기도 남양주시 진접읍 장현리 *** 진접 하우스토리아파트 ***동 ****호,N,,3990000-134-2022-00724,,3990000,"경기도 남양주시 진접읍 금강로 ****-**, ***동 ****호 (진접 하우스토리아파트)",12010,01,영업/정상,전자상거래(통신판매업),,,,
,,나라트레이드,2026-04-24,207879.10510222,444786.984676781,2026-04-25 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-24 16:37:37,2016-05-13,,138-837,서울특별시 송파구 삼전동 *-**,N,,3230000-134-2016-00073,,3230000,"서울특별시 송파구 삼전로*길 *, ***호 (삼전동)",05606,03,폐업,전자상거래(통신판매업),,,,
,임대,롯데쇼핑(주)롯데마트 안성점,,217695.637116434,389592.895375219,2026-04-25 03:03:03,U,01,영업,0,0,0,0,,,0,0,,2026-04-24 10:28:41,2006-10-02,15.50,456-824,경기도 안성시 공도읍 양기리 ***,N,,4080000-134-2006-00015,0,4080000,경기도 안성시 공도읍 서동대로 ****,17558,01,영업/정상,영업장판매,,,,
,자가,롯데쇼핑(주) 롯데슈퍼점,,203100.01965872,418750.284714679,2026-04-25 03:03:03,U,01,영업,0,,,,,,,,,2026-04-24 14:22:24,2010-09-06,416.50,442-828,경기도 수원시 팔달구 인계동 ***,N,,3740000-134-2010-00283,,3740000,경기도 수원시 팔달구 권광로 *** (인계동),16534,01,영업/정상,영업장판매,031-217-5605,,,상수도전용
,,씨에프오(CFO),2026-04-24,176322.519491451,426494.047049911,2026-04-25 03:03:03,U,02,폐업,1,,,,,,,,,2026-04-24 13:45:50,2022-08-22,1.00,429-450,경기도 시흥시 정왕동 ****-* 한국공학대학교,N,,4010000-134-2022-00328,,4010000,"경기도 시흥시 산기대학로 ***, 한국공학대학교 기술혁신파크동 *층 일부호 (정왕동)",15073,03,폐업,전자상거래(통신판매업),,,,
,,다이소원주무실점,,282277.072547832,426350.884874672,2026-04-25 03:03:03,U,01,영업,0,0,0,0,,,,0,,2026-04-24 17:47:52,2025-01-10,,,강원특별자치도 원주시 무실동 ****-*,N,,4191000-134-2025-00005,,4191000,강원특별자치도 원주시 시청로 *** (무실동),26391,01,영업/정상,영업장판매,,,,
,임대,롯데쇼핑(주)롯데슈퍼광주점,,220249.720413861,431871.207235517,2026-04-25 03:03:03,U,01,영업,0,0,0,0,,,,0,,2026-04-24 13:02:53,2004-04-21,16.50,464-808,경기도 광주시 태전동 ***-**,N,,5540000-134-2004-00002,,5540000,경기도 광주시 태봉로 ** (태전동),12784,01,영업/정상,영업장판매,031-763-8889,,,상수도전용
,자가,롯데쇼핑(주)롯데망포역점,,204894.596571785,415913.666015514,2026-04-25 03:03:03,U,01,영업,0,,,,,,,,,2026-04-24 15:31:01,2013-01-24,16.50,443-400,경기도 수원시 영통구 망포동 ***-* 골드스퀘어 B***호,N,,3740000-134-2013-00027,,3740000,"경기도 수원시 영통구 영통로 ***, B***호 (망포동, 골드스퀘어)",16689,01,영업/정상,영업장판매,031-273-9216,,,
