사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,DTL_TASK_SE_NM,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
나오미야오 고양이호텔,2025-04-01,201709.92634238,455131.759563314,2026-04-25 22:32:14,I,0002,폐업,,2025-12-31 15:34:52,,2020-01-16,0,,서울특별시 성북구 돈암동 **-* 성운빌딩,307000004820200001,3070000,000,"서울특별시 성북구 북악산로 ***, 성운빌딩 *층 (돈암동)",02828,,03,폐업,,,
땡일리 애견 유치원,2025-07-08,203905.771080068,457377.671933134,2026-04-25 22:32:14,I,0002,폐업,,2025-12-31 14:03:47,,2021-05-13,0,,서울특별시 성북구 장위동 ***-* 꿈의숲 빌딩,307000004820210010,3070000,000,"서울특별시 성북구 월계로**길 **, 꿈의숲 빌딩 ***호 (장위동)",02754,,03,폐업,,,
댕크닉,2025-08-16,202421.423546904,456091.245659224,2026-04-25 22:32:14,I,0002,폐업,,2025-12-29 13:32:16,,2023-09-06,0,,서울특별시 성북구 길음동 ***-*,307000004820230002,3070000,000,"서울특별시 성북구 동소문로 ***, *층 (길음동)",02730,,03,폐업,,,
견생유치원,2025-12-24,201349.677927804,460561.665774363,2026-04-25 22:31:00,I,0002,폐업,,2025-12-30 15:53:08,,2024-05-16,0,,서울특별시 강북구 수유동 ***-**,308000004820240005,3080000,000,"서울특별시 강북구 한천로 ****, *층 (수유동)",01037,,03,폐업,,,
강(Kang)아지,2025-12-23,201195.913672271,460179.648063447,2026-04-25 22:31:00,I,0002,폐업,,2025-12-23 12:52:02,,2024-10-04,0,,서울특별시 강북구 수유동 ***-**,308000004820240007,3080000,000,"서울특별시 강북구 삼양로***길 **, *층 (수유동)",01030,,03,폐업,,,
호펫 강아지 고양이 성신여대본점,,201709.057292455,454693.554397704,2026-04-25 22:32:14,I,0000,정상,,2024-10-08 15:57:49,,2019-04-26,0,,서울특별시 성북구 동선동*가 *** 동선*동새마을금고,307000004820190012,3070000,000,"서울특별시 성북구 동소문로**다길 **, 동선*동새마을금고 *층 (동선동*가)",02845,,01,영업/정상,,,
행복하개키울고양,,201860.984211451,453898.319249398,2026-04-25 22:32:14,I,0000,정상,,2026-01-09 15:00:00,,2019-05-14,0,,서울특별시 성북구 안암동*가 **,307000004820190015,3070000,000,"서울특별시 성북구 고려대로**길 **, *층 (안암동*가)",02850,,01,영업/정상,,,
카카오N동물병원,,201514.970976778,456137.102062808,2026-04-25 22:32:14,I,0000,정상,,2022-04-28 18:10:56,,2019-05-31,0,,서울특별시 성북구 길음동 **** 길음뉴타운,307000004820190017,3070000,000,"서울특별시 성북구 길음로 **, 상가동 *층 **호 (길음동, 길음뉴타운)",02720,,01,영업/정상,,,02-942-4883
띵동이네,,201407.560768119,454007.609905878,2026-04-25 22:32:14,I,0000,정상,,2023-05-25 14:11:47,,2021-04-30,0,,서울특별시 성북구 삼선동*가 ***,307000004820210008,3070000,000,"서울특별시 성북구 삼선교로**길 **, 지층 (삼선동*가)",02862,,01,영업/정상,,,
조이풀독,,201274.994791455,456210.84540913,2026-04-25 22:32:14,I,0000,정상,,2022-07-21 10:48:31,,2022-03-15,0,,서울특별시 성북구 정릉동 ***-*** 서륭빌딩,307000004820220004,3070000,000,"서울특별시 성북구 서경로 **, 서륭빌딩 *층 (정릉동)",02716,,01,영업/정상,,,
봄동살롱,,201111.516717328,454270.002143027,2026-04-25 22:32:14,I,0000,정상,,2025-12-24 10:45:09,,2022-05-10,0,,서울특별시 성북구 삼선동*가 ***-** 선경빌딩,307000004820220005,3070000,000,"서울특별시 성북구 삼선교로**길 **, 선경빌딩 *층 (삼선동*가)",02861,,01,영업/정상,,,
놀펫 강아지유치원 애견호텔 서울애견유치원 성북본원,,201417.342430389,455304.75260053,2026-04-25 22:32:14,I,0000,정상,,2022-07-21 12:23:38,,2022-07-21,0,,서울특별시 성북구 정릉동 ***-* *층,307000004820220006,3070000,000,"서울특별시 성북구 북악산로 ***, *층 (정릉동)",02818,,01,영업/정상,,,
도글로리(Doglory),,203502.004139568,455500.568972657,2026-04-25 22:32:14,I,0000,정상,,2022-08-25 13:30:43,,2022-08-25,0,,서울특별시 성북구 하월곡동 **-** 코업스타클래스 *층 상가동 ***호,307000004820220007,3070000,000,"서울특별시 성북구 화랑로 **, 코업스타클래스 상가동 *층 ***, ***, ***-*호 (하월곡동)",02751,,01,영업/정상,,,
댕겨오시개,,205150.690803616,456680.061947496,2026-04-25 22:32:14,I,0000,정상,,2023-07-31 14:35:33,,2023-07-31,0,,서울특별시 성북구 장위동 **-**,307000004820230001,3070000,000,"서울특별시 성북구 돌곶이로**길 **, *,*층 (장위동)",02775,,01,영업/정상,,,
머뭄 애견유치원,,203915.927731831,457421.58856999,2026-04-25 22:32:14,I,0000,정상,,2023-12-27 14:05:36,,2023-12-04,0,,서울특별시 성북구 장위동 ***-** 생활불교회(팔공산용주암),307000004820230004,3070000,000,"서울특별시 성북구 돌곶이로 ***-*, 생활불교회(팔공산용주암) *층 (장위동)",02754,,01,영업/정상,,,
싱글벙글,,203133.672124057,454910.09441418,2026-04-25 22:32:14,I,0000,정상,,2023-12-22 13:51:41,,2023-12-22,0,,서울특별시 성북구 종암동 **-**,307000004820230005,3070000,000,"서울특별시 성북구 종암로**길 **-**, *층 (종암동)",02800,,01,영업/정상,,,
