사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,DTL_TASK_SE_NM,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
하늘애견,2025-12-01,202009.315164926,460409.484269558,2026-04-25 22:30:59,I,0002,폐업,,2025-12-18 17:23:34,,2009-03-16,,,서울특별시 강북구 수유동 ***-*,308000004520090002,3080000,000,서울특별시 강북구 노해로**길 ** (수유동),,,03,폐업,,,
아이러브 캣,2025-12-23,201922.432010876,460169.987212613,2026-04-25 22:30:59,I,0002,폐업,,2025-12-23 12:51:49,,2019-05-16,0,,서울특별시 강북구 수유동 ***-*** 진흥빌딩,308000004520190007,3080000,000,"서울특별시 강북구 노해로 **, 진흥빌딩 *층 (수유동)",01048,,03,폐업,,,02-990-3359
(주) 에이플러스 방학점,2026-02-03,203790.013568785,462495.417040876,2026-04-25 22:32:00,I,0002,폐업,,2026-02-05 17:10:59,,2014-02-19,0,,서울특별시 도봉구 방학동 ***-*,309000004520140001,3090000,L00,"서울특별시 도봉구 도봉로 ***, 지하*층 (방학동)",01334,,03,폐업,,,
도치퀸,2026-01-13,189504.258704224,441390.738560411,2026-04-25 22:32:53,I,0002,폐업,,2026-01-14 09:49:18,,2020-05-01,0,,서울특별시 금천구 가산동 ***-** 대륭테크노타운**차 B***호,317000004520200002,3170000,000,"서울특별시 금천구 가산디지털*로 **, 대륭테크노타운**차 B***호 (가산동)",08589,,03,폐업,,,
강아지랑 고양이,,338659.486913356,523613.698650465,2026-04-25 03:03:03,U,0000,정상,,2026-04-24 16:37:21,,2011-03-24,0,,강원특별자치도 속초시 청학동 ***-*,423000004520110001,4231000,000,강원특별자치도 속초시 번영로 ** (청학동),24830,,01,영업/정상,,,
강아지풀,,203749.886827312,460651.63479697,2026-04-25 22:32:00,I,0002,폐업,,2022-04-28 18:10:48,,2013-04-22,0,,서울특별시 도봉구 창동 ***-* 주공*단지아파트 나상가 ***호,309000004520130001,3090000,000,"서울특별시 도봉구 해등로 **, ***호 (창동, 주공*단지아파트 나상가)",01484,,03,폐업,,,02-990-4814
몽하우스,,191432.744928308,437827.727093014,2026-04-25 22:32:53,I,0000,정상,,2022-04-28 18:10:45,,2011-04-26,0,,"서울특별시 금천구 시흥동 ***-** , *층",317000004520110001,3170000,000,"서울특별시 금천구 시흥대로 **-*, *층 (시흥동)",08651,,01,영업/정상,,,
파랑새 동물병원,,191042.197178853,439576.514509179,2026-04-25 22:32:53,I,0000,정상,,2022-04-28 18:10:45,,2012-04-23,,,서울특별시 금천구 독산동 ****-****,317000004520120001,3170000,000,,,,01,영업/정상,,,
아쿠아플러스(주) 금천점,,190809.507840375,440728.382273075,2026-04-25 22:32:53,I,0000,정상,,2022-04-28 18:10:46,,2012-08-29,,,서울특별시 금천구 독산동 ***-* 홈플러스 *층,317000004520120003,3170000,L00,"서울특별시 금천구 시흥대로 *** (독산동,홈플러스 *층)",,,01,영업/정상,,,02-890-8000
도그킹,,191166.224938635,439165.171446235,2026-04-25 22:32:53,I,0000,정상,,2022-04-28 18:10:46,,2017-12-04,0,,서울특별시 금천구 시흥동 ***,317000004520170002,3170000,000,"서울특별시 금천구 시흥대로 ***, *층 (시흥동)",08628,,01,영업/정상,,,02-6487-2227
