사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
마일스톤파트너스주식회사,,법인,197713.264843734,451938.037703258,2026-04-25 03:03:03,U,20,영업중,2026-04-24 17:07:57,2022-04-22,,서울특별시 종로구 신문로1가 163 광화문오피시아빌딩,2024300024514500006,3000000,"서울특별시 종로구 새문안로 92, 광화문오피시아빌딩 21층 2114호 (신문로1가)",03186,01,영업/정상,유료,02-518-0401
플러스인력,,개인,201843.179937827,452443.279370247,2026-04-25 03:03:03,U,20,영업중,2026-04-24 18:00:12,2016-05-30,,서울특별시 종로구 숭인동 200번지 10호 2층,2016300016914500008,3000000,"서울특별시 종로구 난계로29길 28, 2층 (숭인동)",03115,01,영업/정상,유료,02-2236-8015
주식회사 더블에이스,2026-04-23,법인,204518.383211884,449461.046622265,2026-04-25 03:03:03,U,40,폐업,2026-04-24 10:39:17,2025-04-18,,서울특별시 성동구 성수동2가 284-124 성수씨에프타워(성수CF-TOWER),2025303013514500002,3030000,"서울특별시 성동구 성수일로10길 12, 성수씨에프타워(성수CF-TOWER) 107호 (성수동2가)",04793,03,폐업,유료,
개미인력양천점,,개인,185553.50710959,447554.569961171,2026-04-25 22:30:38,I,20,영업중,2026-03-11 15:46:12,2024-02-14,,서울특별시 양천구 신월동 117-34,2024314016714500002,3140000,"서울특별시 양천구 곰달래로 43, 2층 (신월동)",07923,01,영업/정상,유료,
프로페셔날핸즈인핸즈코리아(주),,법인,204867.175814224,445612.534722183,2026-04-25 03:03:03,U,20,영업중,2026-04-24 10:07:55,2013-02-26,,서울특별시 강남구 삼성1동 147번지 7호 서경빌딩 2층,2013322016314500016,3220000,"서울특별시 강남구 봉은사로84길 9, 2층 (삼성동)",,01,영업/정상,유료,02-567-1750
(주)유니코써치,,법인,205130.591678902,445590.096837802,2026-04-25 03:03:03,U,20,영업중,2026-04-24 14:46:26,1992-05-06,,서울특별시 강남구 삼성동 159 도심공항타워,1992322008111500001,3220000,"서울특별시 강남구 테헤란로87길 36, 도심공항타워 17층, 15층 1503호, 25층 2504호 (삼성동)",06164,01,영업/정상,유료,02-551-0453
대한인력컨설팅,,개인,210913.143235146,448848.00959963,2026-04-25 03:03:03,U,20,영업중,2026-04-24 09:42:00,2022-01-07,,서울특별시 강동구 천호동 354-6,2022324028114500002,3240000,"서울특별시 강동구 올림픽로 675, 지하층 (천호동)",05246,01,영업/정상,유료,
길잡,,개인,211020.736017508,448013.810332708,2026-04-25 03:03:03,U,20,영업중,2026-04-24 09:44:46,2023-01-13,,서울특별시 강동구 성내동 135-36,2023324028914500001,3240000,"서울특별시 강동구 풍성로35길 55, b02호 (성내동)",05386,01,영업/정상,유료,
베르겐컨설팅,2026-04-24,개인,211542.314116941,448273.114107211,2026-04-25 03:03:03,U,40,폐업,2026-04-24 14:16:39,2024-06-14,,서울특별시 강동구 천호동 449-49 힐탑프라자,2024324028914500009,3240000,"서울특별시 강동구 천호대로 1073, 힐탑프라자 15층 1509호 (천호동)",05340,03,폐업,유료,
행정사 사무소 테미스(Themis),2026-04-24,개인,210669.722533894,447616.778408859,2026-04-25 03:03:03,U,40,폐업,2026-04-24 14:17:32,2024-08-12,,서울특별시 강동구 성내동 320-7,2024324028914500010,3240000,"서울특별시 강동구 천호옛길 14, 3층 302호 (성내동)",05392,03,폐업,유료,02-6140-2002
박인상직업소개소,,개인,,,2026-04-25 22:32:07,I,70,등록취소,2004-11-29 10:14:00,2002-05-07,,경기도 부천시원미구 중동 1178호 4통 1반 미리내마을 903 402,2002329005911500011,3290000,,,04,취소/말소/만료/정지/중지,유료,
상록직업소개소,,개인,186171.247469165,448696.815372574,2026-04-25 22:32:08,I,70,등록취소,2005-02-03 15:40:56,2004-03-05,,서울특별시 강서구 화곡동 105번지 183호 3통 7반 대은빌라 B 101,2004329005911500010,3290000,"서울특별시 강서구 까치산로4길 30-28, B동 101호 (화곡동,대은빌라)",,04,취소/말소/만료/정지/중지,유료,
한국직업소개소,,개인,179979.526683444,453052.339705381,2026-04-25 22:32:09,I,70,등록취소,2005-04-01 15:29:36,2004-11-30,,인천광역시 계양구 평동 52번지 5호 13통 2반,2004329007411500020,3290000,인천광역시 계양구 벌말로565번길 43 (평동),,04,취소/말소/만료/정지/중지,유료,
태영인력직업소개소,2026-04-24,개인,212251.603548884,448345.727351302,2026-04-25 03:03:03,U,40,폐업,2026-04-24 10:31:32,2003-06-05,,서울특별시 강동구 길동 389번지 2호 314호,2003324007311500016,3240000,"서울특별시 강동구 양재대로 1471, 3층 314호 (길동)",05353,03,폐업,유료,02-485-4232
매력직업소개소,,개인,194181.502567681,450237.846975988,2026-04-25 22:32:08,I,40,폐업,2003-04-25 10:01:36,2002-05-11,,서울특별시 마포구 노고산동 57번지 46호 18통 1반,2002329005911500039,3290000,서울특별시 마포구 서강로 131 (노고산동),,03,폐업,유료,
조은인력,,개인,209314.259995755,446483.316079239,2026-04-25 22:32:08,I,40,폐업,2004-07-12 09:55:12,2004-02-06,,서울특별시 송파구 신천동 17호 12통 4반 시영아파트 88 202,2004329005911500007,3290000,,,03,폐업,유료,
한남직업소개소,,개인,208890.434503084,444781.245613518,2026-04-25 22:32:09,I,40,폐업,2006-05-15 15:41:56,2005-08-16,,서울특별시 송파구 석촌동 56번지 10호 태종빌라  202,2005329007411500035,3290000,"서울특별시 송파구 석촌호수로18길 20, 202호 (석촌동,태종빌라)",,03,폐업,유료,
태양개발,,개인,193072.017068151,456804.018852878,2026-04-25 22:32:07,I,40,폐업,2003-07-22 16:19:39,1999-06-07,,서울특별시 은평구 대조동 190번지 23호 17통 6반,1999329005911500001,3290000,서울특별시 은평구 역말로9길 30 (대조동),,03,폐업,유료,
양정직업소개소,,개인,208707.089897534,446299.352775446,2026-04-25 22:32:07,I,40,폐업,2003-05-22 14:42:18,2001-12-06,,서울특별시 송파구 신천동 7호 10통 2반 장미아파트 10 308,2001329005911500015,3290000,,,03,폐업,유료,
