건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
9,임대,2,오산환경,건물위생관리업,,,,,206188.176264159,404410.688515698,2026-04-25 03:03:03,U,01,영업,0,2026-04-24 15:13:18,2026-04-06,4.00,447-805,경기도 오산시 원동 349-7 코스모타워 2층 201호 일부,N,0,4000000-206-2026-00006,4000000,"경기도 오산시 오산로160번길 15, 코스모타워 2층 201호 일부 (원동)",18143,01,영업/정상,건물위생관리업,,2,0,2,0
8,임대,2,(주)엠에스시스템아이엔씨,건물위생관리업,,,,,176759.9,448182.77,2026-04-25 03:03:03,U,01,영업,0,2026-04-24 09:39:28,2022-01-10,137.60,407-813,인천광역시 계양구 계산동 1080-7 미래사랑빌딩,N,4,3550000-206-2022-00006,3550000,"인천광역시 계양구 오조산로57번길 7-1, 미래사랑빌딩 8층 802호 (계산동)",21069,01,영업/정상,건물위생관리업,032-549-6095,8,0,8,0
0,,0,주식회사 토경산업,건물위생관리업,,,,,170075.460243251,436112.680024835,2026-04-25 03:03:03,U,01,영업,1,2026-04-24 17:23:15,2026-03-24,57.00,406-830,인천광역시 연수구 청학동 557-3 청학프라자,N,1,3520000-206-2026-00007,3520000,"인천광역시 연수구 비류대로256번길 8-14, 청학프라자 지상2층 일부호 (청학동)",21940,01,영업/정상,건물위생관리업,,0,0,0,0
0,,0,제로원방역,건물위생관리업,,,,,197621.153665727,448871.139557983,2026-04-25 23:09:54,I,01,영업,,2026-04-24 10:36:39,2026-04-24,21.46,140-160,서울특별시 용산구 남영동 99-1,N,,3020000-206-2026-00003,3020000,"서울특별시 용산구 한강대로76길 11-12, 203호 (남영동)",04352,01,영업/정상,건물위생관리업,,0,0,0,0
0,,0,주식회사 베라루체,건물위생관리업,,,,,193204.782207917,443168.51356024,2026-04-25 22:21:57,I,01,영업,1,2026-04-24 16:54:37,2026-04-24,33.00,156-710,서울특별시 동작구 신대방동 395-68 보라매나산스위트,N,0,3190000-206-2026-00001,3190000,"서울특별시 동작구 보라매로5가길 24, 지하1층 3호 (신대방동, 보라매나산스위트)",07071,01,영업/정상,건물위생관리업,070-4649-1150,,,,
0,,0,우찬트윈스,건물위생관리업,,,,,210080.612828392,458828.141831747,2026-04-25 21:21:51,I,01,영업,0,2026-04-24 14:15:59,2026-04-24,21.00,471-080,경기도 구리시 갈매동 607,N,0,3980000-206-2026-00003,3980000,"경기도 구리시 산마루로 6, 115호 일부(1)호 (갈매동)",11902,01,영업/정상,건물위생관리업,,,,,
0,,0,대백구리,건물위생관리업,,,,,210080.612828392,458828.141831747,2026-04-25 21:21:51,I,01,영업,0,2026-04-24 14:22:33,2026-04-24,22.00,471-080,경기도 구리시 갈매동 607,N,0,3980000-206-2026-00004,3980000,"경기도 구리시 산마루로 6, 115호 일부(2)호 (갈매동)",11902,01,영업/정상,건물위생관리업,,,,,
0,,0,이에스종합개발,건물위생관리업,,,,,179733.882227546,444506.609142276,2026-04-25 03:03:03,U,01,영업,,2026-04-24 16:36:43,2026-04-10,10.90,,경기도 부천시 원미구 중동 1147-3 뉴월드프라자 301호 일부,N,,3871000-206-2026-00005,3860000,"경기도 부천시 원미구 중동로262번길 50, 뉴월드프라자 301호 일부 (중동)",14548,01,영업/정상,건물위생관리업,,3,0,3,0
1,임대,2,(주)하누리,건물위생관리업,,,,,197705.803798015,450180.019066426,2026-04-25 03:03:03,U,01,영업,,2026-04-24 11:50:45,2013-02-04,88.00,100-803,서울특별시 중구 남대문로5가 631,N,,3010000-206-2013-00021,3010000,"서울특별시 중구 후암로 98, 8층 (남대문로5가)",04637,01,영업/정상,건물위생관리업,031-686-3977,1,0,1,0
0,자가,0,(주)삼구에프에스,건물위생관리업,,,,,184522.907834771,451531.924488537,2026-04-25 03:03:03,U,01,영업,,2026-04-24 16:26:33,2011-03-16,443.37,157-210,서울특별시 강서구 마곡동 767 르웨스트 시티 타워B동 5층호,N,,3150000-206-2011-00022,3150000,"서울특별시 강서구 마곡중앙로 143, 르웨스트 시티 타워B동 5층 7~16호 (마곡동)",07797,01,영업/정상,건물위생관리업,02-829-3212,9,0,9,0
