영업장주변구분명,건물소유구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,임대,세븐일레븐(평택지산장미점),,205183.597491821,397539.46298316,2026-05-16 03:03:03,U,01,영업,0,,,,,,,,,2026-05-15 15:24:41,2013-10-18,5.00,459-110,경기도 평택시 지산동 ***-*,N,,3910029-134-2013-00031,,3910000,경기도 평택시 지산로**번길 * (지산동),17756,01,영업/정상,영업장판매,,,,
,,장원정,,176563.935242504,433165.659128108,2026-05-16 03:03:03,U,01,영업,0,,,,,,,,,2026-05-15 16:24:18,2020-09-14,,405-825,인천광역시 남동구 논현동 ***-* 흥인빌딩,N,,3530000-134-2020-00169,,3530000,"인천광역시 남동구 앵고개로***번길 **, 흥인빌딩 ***호 일부호 (논현동)",21673,01,영업/정상,전자상거래(통신판매업),,,,
,자가,세븐일레븐포이5호점,,204182.885753951,441809.079161462,2026-05-16 03:03:03,U,01,영업,0,0,0,0,,,0,0,,2026-05-15 15:35:33,2004-06-18,3.30,135-962,서울특별시 강남구 개포동 ****-*,N,,3220000-134-2004-00445,0,3220000,서울특별시 강남구 개포로**길 * (개포동),06308,01,영업/정상,영업장판매,34620956,,,
,,세븐일레븐 의정부녹양2호점,,202775.243401509,473029.020634526,2026-05-16 03:03:03,U,01,영업,0,,,,,,,,,2026-05-15 19:35:25,2004-06-17,,480-826,경기도 의정부시 녹양동 ***-** 지상*층,N,,3820000-134-2004-00053,,3820000,"경기도 의정부시 진등로 ** (녹양동,지상*층)",11606,01,영업/정상,영업장판매,,,,
,자가,세븐일레븐 의정부금오9단지점,,206986.401160535,471716.773110401,2026-05-16 03:03:03,U,01,영업,0,,,,,,,,,2026-05-15 17:42:06,2020-10-26,1.00,480-070,"경기도 의정부시 신곡동 *** 주공아파트, ***~***호 상가동",N,,3820000-134-2020-00204,,3820000,"경기도 의정부시 부용로 ***, 상가동 ***~***호 (신곡동, 주공아파트)",11773,01,영업/정상,영업장판매,,,,
,자가,세븐일레븐 도곡센트레빌점,,204860.005578246,443400.359236283,2026-05-16 03:03:03,U,01,영업,0,,,,,,,,,2026-05-15 15:45:43,2025-11-24,3.30,135-838,서울특별시 강남구 대치동 *** 동부센트레빌,N,,3220000-134-2025-00578,,3220000,"서울특별시 강남구 선릉로 ***, *층 ***호 (대치동, 동부센트레빌)",06281,01,영업/정상,영업장판매,02-1577-7011,,,
,자가,세븐일레븐의정부본점,,203853.648929216,470703.618645914,2026-05-16 03:03:03,U,01,영업,0,,,,,,,,,2026-05-15 17:54:12,2025-11-04,1.00,480-810,경기도 의정부시 의정부동 ***-** 광장타워,N,,3820000-134-2025-00217,,3820000,"경기도 의정부시 시민로 **, 광장타워 지상*층 (의정부동)",11670,01,영업/정상,영업장판매,,,,
,자가,큐사랑,,190180.219151699,443433.804784736,2026-05-16 03:03:03,U,01,영업,0,0,0,0,,,,0,,2026-05-15 09:57:56,2023-01-10,.00,152-840,서울특별시 구로구 구로동 **-**,N,,3160000-134-2023-00014,,3160000,"서울특별시 구로구 구로중앙로**나길 **, *층 (구로동)",08306,01,영업/정상,방문판매,,,,
,자가,세븐일레븐 평택특구로점,,205412.941518238,396051.950250544,2026-05-16 03:03:03,U,01,영업,0,,,,,,,,,2026-05-15 14:45:17,2025-02-07,3.30,459-813,경기도 평택시 서정동 ***-**,N,,3910029-134-2025-00013,,3910000,"경기도 평택시 특구로*번길 **, *층 (서정동)",17774,01,영업/정상,영업장판매,,,,
,,세븐일레븐 의정부호국로점,,204203.691365918,471011.37613074,2026-05-16 03:03:03,U,01,영업,0,,,,,,,,,2026-05-15 19:04:09,2017-01-03,.90,480-843,경기도 의정부시 의정부동 ***-*,N,,3820000-134-2017-00001,,3820000,"경기도 의정부시 호국로****번길 **, 지상*층 (의정부동)",11692,01,영업/정상,영업장판매,,,,
,자가,세븐일레븐오산세교대림점,,202363.871214096,407388.915153564,2026-05-16 03:03:03,U,01,영업,3,,,,,,,,,2026-05-15 15:09:52,2023-05-03,3.00,447-250,경기도 오산시 지곶동 *** e편한세상 오산세교 근린생활시설 상가동,N,,4000000-134-2023-00070,,4000000,"경기도 오산시 세마문학로 **, e편한세상 오산세교 근린생활시설 상가동 *층 ***,***호 (지곶동, e편한세상 오산세교)",18102,01,영업/정상,영업장판매,,,,
,자가,세븐일레븐 의정부추동공원점,,205911.291231097,471272.605731945,2026-05-16 03:03:03,U,01,영업,0,,,,,,,,,2026-05-15 17:17:27,2020-10-14,1.00,480-070,경기도 의정부시 신곡동 *** e편한세상 신곡 포레스타뷰,N,,3820000-134-2020-00198,,3820000,"경기도 의정부시 금신로 ***, ***동 B***~***호 (신곡동, e편한세상 신곡 포레스타뷰)",11780,01,영업/정상,영업장판매,02-3284-8116,,,
,자가,세븐일레븐 녹양역점,,203544.45462224,473163.491798572,2026-05-16 03:03:03,U,01,영업,0,,,,,,,,,2026-05-15 19:44:16,2020-09-11,1.00,480-120,경기도 의정부시 녹양동 ***-* 지상*층,N,,3820000-134-2020-00184,,3820000,"경기도 의정부시 체육로 ***-*, 지상*층 (녹양동)",11610,01,영업/정상,영업장판매,,,,
