사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
세븐일레븐 동탄롯데백화점,,208569.642431686,410949.263462028,2026-05-16 03:03:03,U,13,영업중,2026-05-15 09:09:55,,2026-05-14,,경기도 화성시 동탄구 여울동 ***-*** 동탄역 롯데캐슬,PHMG120225530440047000014,5530000,"경기도 화성시 동탄구 동탄역로 ***, 동탄롯데백화점 B*층 (여울동)",18478,01,영업/정상,,,,3.3
주식회사 솔피메디텍(지점),,202524.096001449,443449.99298641,2026-05-16 03:03:03,U,13,영업중,2026-05-15 15:34:00,,2024-08-27,,서울특별시 서초구 서초동 ****-* 삼원빌딩,PHMG120243210034047000201,3210000,"서울특별시 서초구 강남대로 ***, 삼원빌딩 *층 ***호 (서초동)",06626,01,영업/정상,,,02-743-0781,5
주식회사 한국소재과학,,193669.199022134,452810.62584816,2026-05-16 03:03:03,U,13,영업중,2026-05-15 16:44:41,,2015-06-04,,서울특별시 서대문구 홍은동 ***-**,PHMG120233120033047000064,3120000,"서울특별시 서대문구 모래내로 ***, *층 (홍은동)",03663,01,영업/정상,,,02-764-1673,172
(주)지메이드코스메틱,,210987.048846854,444251.755842636,2026-05-16 03:03:03,U,02,휴업,2026-05-15 13:48:35,,2020-04-22,,서울특별시 송파구 가락동 **번지 **호,PHMG120203230034047000073,3230000,"서울특별시 송파구 양재대로**길 **, 순안빌딩 *층 *호 (가락동)",05703,02,휴업,2026-05-15,2027-05-14,02-3401-1155,
세븐일레븐 양주몽펠리에점,,203845.369415338,479688.374316461,2026-05-16 03:03:03,U,13,영업중,2026-05-15 16:26:22,,2026-05-14,,경기도 양주시 덕계동 ***-* 몽펠리에,PHMG120245590021047000086,5590000,"경기도 양주시 평화로****번길 **, ***동 ***,***호 (덕계동, 몽펠리에)",11443,01,영업/정상,,,,
세븐일레븐 인천중구도원점,,167842.679313927,440571.657680846,2026-05-16 03:03:03,U,13,영업중,2026-05-15 15:52:51,,2021-05-07,,인천광역시 중구 도원동 **-**,PHMG120213490019047000014,3490000,인천광역시 중구 도원로**번길 * (도원동),22327,01,영업/정상,,,,65.8
(주)코리아세븐 만안도서관점,,,,2026-05-16 03:03:03,U,13,영업중,2026-05-15 13:44:07,,2022-02-11,,경기도 안양시 만안구 안양동 ***-**,PHMG120223830262047000035,3830000,"경기도 안양시 만안구 안양로***번길 **, *층 (안양동)",14092,01,영업/정상,,,031-447-1602,
채솔이네,2026-05-14,210770.113112536,448138.928349551,2026-05-16 03:03:03,U,03,폐업,2026-05-15 15:59:48,,2019-09-20,,서울특별시 강동구 성내동 **번지 **호,PHMG120193240033047000087,3240000,"서울특별시 강동구 올림픽로 ***, *층 (성내동)",05385,03,폐업,,,,33
세븐일레븐 양주광사원룸점,,207151.659868664,476219.929426192,2026-05-16 03:03:03,U,13,영업중,2026-05-15 16:20:19,,2026-05-14,,경기도 양주시 광사동 ***,PHMG120215590021047000019,5590000,"경기도 양주시 고읍남로**번길 ***, *층 (광사동)",11491,01,영업/정상,,,,
세븐일레븐 관문체육공원점,,199671.746135491,437421.414251857,2026-05-16 03:03:03,U,13,영업중,2026-05-15 10:38:38,,2021-05-07,,,PHMG120213970017047000008,3970000,"경기도 과천시 부림*길 **, 주공아파트 단지내 *, *호 (부림동)",13830,01,영업/정상,,,,87.2
(주)이마트 은평점,,192882.837727443,455340.54056388,2026-05-16 03:03:03,U,13,영업중,2026-05-15 15:35:31,,2011-05-27,,서울특별시 은평구 응암동 **-* 은평이마트,PHMG120113110032047000018,3110000,"서울특별시 은평구 은평로 ***, 은평이마트 (응암동)",03461,01,영업/정상,,,02-380-1234,15
