건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,한실수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층,양실수
0,,0,뷰 모텔,여관업,,,,,199628.87816021,447965.937491294,2026-05-16 03:03:03,U,01,영업,,1,2026-05-15 16:34:47,1968-09-23,160.00,140-858,서울특별시 용산구 이태원동 136-47,N,,3020000-201-1968-00215,3020000,서울특별시 용산구 우사단로14길 14-5 (이태원동),04405,01,영업/정상,여관업,02-792-8514,0,0,0,0,5
0,임대,0,목시 서울 명동,관광호텔,,,,,198403.083197305,451049.012425837,2026-05-16 03:03:03,U,01,영업,0,0,2026-05-15 14:33:59,2022-11-25,"11,212.43",100-011,서울특별시 중구 충무로1가 21-17,N,0,3010000-201-2022-00005,3010000,서울특별시 중구 명동8나길 38 (충무로1가),04535,01,영업/정상,관광호텔,,5,5,8,0,205
0,임대,0,르메르디앙 서울 명동,관광호텔,,,,,198403.083197305,451049.012425837,2026-05-16 03:03:03,U,01,영업,0,0,2026-05-15 14:40:18,2022-11-25,"20,543.53",100-011,서울특별시 중구 충무로1가 21-17,N,0,3010000-201-2022-00006,3010000,서울특별시 중구 명동8나길 38 (충무로1가),04535,01,영업/정상,관광호텔,,9,5,15,0,200
34,임대,7,풀만 앰배서더 서울 이스트폴,숙박업(생활),,,,,,,2026-05-16 03:03:03,U,01,영업,0,0,2026-05-15 10:20:21,2025-06-25,"2,654.99",143-190,서울특별시 광진구 자양동 870 업무시설(B동),N,0,3040000-214-2025-00001,3040000,"서울특별시 광진구 아차산로 410, 이스트폴타워 B동 지하7층~34층 (자양동)",05050,01,영업/정상,숙박업(생활),02-3450-6000,0,0,0,0,150
2,,0,도봉,여인숙업,,,,,206209.779333873,461871.106502531,2026-05-16 03:03:03,U,01,영업,,5,2026-05-15 15:22:43,1971-11-22,42.40,139-815,서울특별시 노원구 상계동 169-221,N,,3100000-201-1971-00029,3100000,서울특별시 노원구 한글비석로23길 37 (상계동),01683,01,영업/정상,여인숙업,02-0930-4524,0,0,2,0,0
0,,0,안다즈 서울 강남(Andaz Seoul Gangnam),관광호텔,,,,,202482.216634599,447020.420866992,2026-05-16 03:03:03,U,01,영업,0,0,2026-05-15 12:24:24,2019-08-12,"16,896.64",135-893,서울특별시 강남구 신사동 603,N,0,3220000-201-2019-00003,3220000,"서울특별시 강남구 논현로 854, 지상3층~17층 (신사동)",06022,01,영업/정상,관광호텔,02-2193-1234,3,0,17,0,241
0,,0,진리스테이 동암,여관업,,,,,173964.378053363,440958.853474023,2026-05-16 03:03:03,U,01,영업,,0,2026-05-15 11:48:42,1982-09-28,.00,403-849,인천광역시 부평구 십정동 483-1,N,,3540000-201-2002-00198,3540000,인천광역시 부평구 동암남로 26 (십정동),21439,01,영업/정상,여관업,032-424-2450,0,0,0,0,9
0,,0,에스알(SR) 영종,숙박업(생활),,,,,161327.36998922,442885.295069563,2026-05-16 03:03:03,U,01,영업,0,0,2026-05-15 17:15:21,2024-06-10,"4,440.18",400-320,"인천광역시 중구 중산동 1886-7 블루오션1차, 3~21층 일부호",N,0,3490000-214-2024-00007,3490000,"인천광역시 중구 영종대로 911, 블루오션1차 3~21층 일부호 (중산동)",22397,01,영업/정상,숙박업(생활),032-746-4111,0,0,0,0,38
0,,0,한일여관,여인숙업,,,,,204414.70011826,470554.584971517,2026-05-16 03:03:03,U,01,영업,,2,2026-05-15 10:50:44,1972-12-23,237.03,480-841,경기도 의정부시 의정부동 131-29,N,,3820000-201-1972-00005,3820000,경기도 의정부시 시민로146번길 4-1 (의정부동),11697,01,영업/정상,여인숙업,031-877-3803,0,0,0,0,9
0,,0,이프모텔,여관업,,,,,263459.6944196,485045.402210865,2026-05-16 03:03:03,U,01,영업,,6,2026-05-15 15:31:30,1998-07-07,"1,055.26",,강원특별자치도 춘천시 퇴계동 1188-2,N,,4181000-201-1998-00016,4181000,강원특별자치도 춘천시 우묵길 51 (퇴계동),24368,01,영업/정상,여관업,033-242-2154,0,0,0,0,28
