사업장명,폐업일자,좌표X,좌표Y,민원종류명,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
이마트24 이천청구점,2026-05-15,242889.020316265,417380.659083955,제7조의3제2항에따른경우,2026-05-16 03:03:03,U,2021-05-13,2,폐업처리,2026-05-15 13:36:03,,2021-05-13,,경기도 이천시 부발읍 신하리 559-15 청구아파트 상가 104호,2021407020905600036,4070000,"경기도 이천시 부발읍 경충대로 2173, 청구아파트 상가 104호",17331,03,폐업,,,
강원상회,,,,2009년11월법개정전자료,2026-05-16 03:03:03,U,1997-01-18,0,정상영업,2026-05-15 15:05:36,,1997-01-18,,강원특별자치도 횡성군 강림면 강림리 1073-10호,1997426000905600001,4261000,,,01,영업/정상,,,
반곡리 구판장,,284989.638374793,440926.141015514,제7조의3제2항에따른경우,2026-05-16 03:03:03,U,2010-09-16,5,지정취소,2026-05-15 14:45:53,2026-05-15,2010-09-16,225-802,강원특별자치도 횡성군 횡성읍 반곡리 261번지 2호,2010426006305600001,4261000,,,04,취소/말소/만료/정지/중지,,,033-342-1953
(주)메가마트삼성전자기흥교육동매점,,206775.757579007,414715.767863661,제7조의3제2항에따른경우,2026-05-16 03:03:03,U,2015-10-07,0,정상영업,2026-05-15 15:00:23,,2015-10-07,,경기도 용인시 기흥구 서천동 822번지 교육동,2015563001805600073,4050000,"경기도 용인시 기흥구 서천동로 59, 교육동 지하1층 (서천동)",17112,01,영업/정상,,,02-820-8500
세종낚시점,2026-05-15,391797.387677451,439074.588546951,2009년11월법개정전자료,2026-05-16 03:03:03,U,2004-01-13,2,폐업처리,2026-05-15 17:16:05,,2004-01-13,,강원특별자치도 삼척시 사직동 289호,2004424001005600002,4241000,강원특별자치도 삼척시 중앙로 115-6 (사직동),,03,폐업,,,033-572-7474
마켓무 과천어반허브점,2026-05-15,197701.082351315,435097.755699208,제7조의3제2항에따른경우,2026-05-16 03:03:03,U,2024-05-20,2,폐업처리,2026-05-15 15:40:04,,2024-05-20,,경기도 과천시 갈현동 492 과천어반허브,2024397012005600012,3970000,"경기도 과천시 과천대로7나길 60, 과천어반허브 C동 109호 (갈현동)",13840,03,폐업,,,
세븐일레븐 쌍문대로점,2026-05-14,203003.996731941,460781.23729772,제7조의3제2항에따른경우,2026-05-16 03:03:03,U,2011-03-18,2,폐업처리,2026-05-15 15:23:02,,2011-03-18,,서울특별시 도봉구 쌍문동 88번지 21호,2011309010505600026,3090000,서울특별시 도봉구 도봉로 489 (쌍문동),01442,03,폐업,,,02-995-4276
씨유 인천미소꽃길점,,169298.25589355,444533.899945685,제7조의3제2항에따른경우,2026-05-16 03:03:03,U,2019-05-20,0,정상영업,2026-05-15 16:44:38,,2019-05-20,,인천광역시 서구 석남동 223-269,2019356013705600088,3560000,"인천광역시 서구 건지로97번길 34-11, 2동 1층 (석남동)",22773,01,영업/정상,,,
팔팔상회,,295248.386633556,425855.833418883,2009년11월법개정전자료,2026-05-16 03:03:03,U,1998-11-16,0,정상영업,2026-05-15 15:36:19,,1998-11-16,,강원특별자치도 횡성군 강림면 부곡리 800호,1998426000905600052,4261000,강원특별자치도 횡성군 강림면 태종로 790,,01,영업/정상,,,
지에스25송탄공단2호점,,206726.232464323,392703.561409543,제7조의3제2항에따른경우,2026-05-16 03:03:03,U,2021-03-15,1,휴업처리,2026-05-15 16:07:32,,2021-03-15,,경기도 평택시 모곡동 443-2,2021391003505600020,3910000,"경기도 평택시 산단로52번길 9-6, 1층 (모곡동)",17746,02,휴업,2026-05-15,2026-09-15,
