영업장주변구분명,건물소유구분명,사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,,세븐일레븐 녹양누리점,편의점,,203508.478081904,473371.704259676,2026-05-16 03:03:03,U,01,영업,2.5,,,,,,,,,2026-05-15 17:43:17,2022-10-13,2.50,480-120,경기도 의정부시 녹양동 403-13,N,,3820000-104-2022-00232,,3820000,"경기도 의정부시 본원로46번길 13, 지상 1층 (녹양동)",11605,01,영업/정상,편의점,,,,상수도전용
,,세븐일레븐 민락보광점,기타 휴게음식점,,210339.484588978,472039.300486385,2026-05-16 03:03:03,U,01,영업,5.54,,,,,,,,,2026-05-15 19:12:44,2024-12-24,5.54,480-090,경기도 의정부시 민락동 902-4 105.6호,N,,3820000-104-2024-00231,,3820000,"경기도 의정부시 용민로 483, 지상1층 105.106호 (민락동)",11815,01,영업/정상,기타 휴게음식점,,,,상수도전용
,,99피자공장은계점,패스트푸드,2026-05-15,206263.881766248,406649.382539198,2026-05-16 03:03:03,U,02,폐업,9.24,,,,,,,,,2026-05-15 09:45:13,2024-10-29,9.24,447-300,경기도 오산시 은계동 75 1층 일부호,N,,4000000-104-2024-00098,,4000000,"경기도 오산시 경기대로416번길 43, 1층 일부호 (은계동)",18116,03,폐업,패스트푸드,,,,상수도전용
,,매머드 익스프레스 마두역점,커피숍,2026-05-15,180235.066218792,461179.533266597,2026-05-16 03:03:03,U,02,폐업,50.08,,,,,,,,,2026-05-15 16:05:13,2022-03-11,50.08,410-837,경기도 고양시 일산동구 장항동 890-6 GM굿모닝 법조타운 103호,N,,3960100-104-2022-00038,,3940000,"경기도 고양시 일산동구 중앙로 1189, GM굿모닝 법조타운 103호 (장항동)",10414,03,폐업,커피숍,,,,
,,세븐일레븐(사동4호점),편의점,,186595.175169131,422269.124519356,2026-05-16 03:03:03,U,01,영업,3.96,,,,0,,,,,2026-05-15 16:19:49,2003-11-19,3.96,426-822,경기도 안산시 상록구 사동 1187-4,N,0,5550000-104-2003-00091,,3930000,"경기도 안산시 상록구 서암로 7-1, 1층 (사동)",15580,01,영업/정상,편의점,031-419-8619,,,
,,투썸플레이스 양주고덕로점,커피숍,,205987.365085869,477831.862107639,2026-05-16 03:03:03,U,01,영업,252.24,,,,,,,,,2026-05-15 14:12:03,2021-12-07,252.24,482-020,"경기도 양주시 고읍동 371 1,2층",Y,,5590000-104-2021-00155,,5590000,"경기도 양주시 고덕로 253, 1,2층 (고읍동)",11459,01,영업/정상,커피숍,031-844-0700,,,상수도전용
,,세븐일레븐의정부청영점,편의점,,204355.324000295,471340.88258709,2026-05-16 03:03:03,U,01,영업,0.5,,,,,,,,,2026-05-15 19:29:03,2016-08-22,.50,480-844,"경기도 의정부시 의정부동 214-118 청영오피스텔, 지상1층",N,,3820000-104-2016-00174,,3820000,"경기도 의정부시 호국로1317번길 15, 지상1층 (의정부동, 청영오피스텔)",11689,01,영업/정상,편의점,,,,상수도전용
,,세븐일레븐 송도센트럴점,편의점,,168141.708728648,432551.899734649,2026-05-16 03:03:03,U,01,영업,3.3,,,,,,,,,2026-05-15 13:32:55,2020-12-28,3.30,406-081,인천광역시 연수구 송도동 23-4 더샵 센트럴파크2 C동 129일부호,N,,3520000-104-2020-00316,,3520000,"인천광역시 연수구 센트럴로 194, 더샵 센트럴파크2 C동 129일부호 (송도동, 더샵 센트럴파크2)",22003,01,영업/정상,편의점,,,,
,,카페 그루터기,커피숍,,209243.250036805,429960.175587403,2026-05-16 03:03:03,U,01,영업,124.25,,,,,,,,,2026-05-15 17:28:07,2025-03-11,124.25,463-859,경기도 성남시 분당구 정자동 9 아이파크분당1 103동 지상1층 비01(일부)호,N,,3810000-104-2025-00088,,3780000,"경기도 성남시 분당구 정자일로 239, 103동 지상1층 비01(일부)호 (정자동, 아이파크분당1)",13556,01,영업/정상,커피숍,,,,
,,레벨업 PC카페,기타 휴게음식점,,190829.073634323,447114.552528841,2026-05-16 03:03:03,U,01,영업,13,,,,,,,,,2026-05-15 15:14:50,2019-07-31,13.00,150-803,서울특별시 영등포구 당산동3가 228-23,N,,3180000-104-2019-00188,,3180000,"서울특별시 영등포구 당산로 132, 지하1층 101호 (당산동3가)",07257,01,영업/정상,기타 휴게음식점,,,,
