사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
스탭스주식회사,,법인,200841.86944868,450423.826271111,2026-05-16 03:03:03,U,20,영업중,2026-05-15 10:22:39,2001-11-08,,서울특별시 중구 신당동 426번지 3호 bs빌딩,2002301007111500027,3010000,서울특별시 중구 동호로14길 7 (신당동),,01,영업/정상,유료,02-2178-8024
(주)키스템프그룹,,법인,198591.48750042,451623.0201872,2026-05-16 03:03:03,U,20,영업중,2026-05-15 11:02:45,2019-05-03,,서울특별시 중구 을지로2가 204번지 삼화타워,2019301016514500010,3010000,"서울특별시 중구 을지로5길 16, 삼화타워 4층 (을지로2가)",04539,01,영업/정상,유료,02-6719-6396
주식회사 지오코칭,,법인,199424.210387436,450959.66448749,2026-05-16 03:03:03,U,20,영업중,2026-05-15 10:55:05,2019-09-05,,서울특별시 중구 필동2가 16번지 6호 풍산빌딩,2020301016514500005,3010000,"서울특별시 중구 퇴계로 202, 풍산빌딩 401호 (필동2가)",04625,01,영업/정상,유료,02-2275-2557
동부건설인력,,개인,201161.609335922,451323.301816812,2026-05-16 03:03:03,U,20,영업중,2026-05-15 16:58:21,2013-05-28,,서울특별시 중구 신당동 239번지 29호,2020301016514500008,3010000,"서울특별시 중구 다산로35길 33, 지층 비101호 (신당동)",04611,01,영업/정상,유료,
주식회사 보배써치,,법인,198490.512404745,451316.412077837,2026-05-16 03:03:03,U,20,영업중,2026-05-15 11:08:12,2022-04-14,,서울특별시 중구 명동1가 54-8 개양빌딩,2022301016514500005,3010000,"서울특별시 중구 명동3길 6, 개양빌딩 10층 (명동1가)",04534,01,영업/정상,유료,02-776-5557
이레아이맘 성동광진동대문,,개인,203077.751686799,451121.27351231,2026-05-16 03:03:03,U,20,영업중,2026-05-15 16:03:36,2025-02-13,,서울특별시 성동구 도선동 22-1 다남매 Tower,2025303013514500001,3030000,"서울특별시 성동구 고산자로 253, 다남매 Tower 12층 1205호 (도선동)",04709,01,영업/정상,유료,02-572-3762
주식회사 블루에이치알,,법인,205273.302426861,461515.158002149,2026-05-16 03:03:03,U,20,영업중,2026-05-15 09:52:12,2021-08-11,,서울특별시 노원구 상계동 693 미도빌딩,2021310018414500005,3100000,"서울특별시 노원구 동일로 1426, 미도빌딩 5층 503호 (상계동)",01694,01,영업/정상,유료,070-4102-9499
(주)맨토스파워,,법인,191955.8737817,450538.952161936,2026-05-16 03:03:03,U,20,영업중,2026-05-15 13:42:08,2014-11-14,,서울특별시 마포구 서교동 440번지 15호 4층,2014313014714500017,3130000,"서울특별시 마포구 월드컵로16길 3, 4층 (서교동)",,01,영업/정상,유료,
LG직업소개소,,개인,190725.315270263,443395.289736462,2026-05-16 03:03:03,U,20,영업중,2026-05-15 17:30:33,2022-10-23,,서울특별시 영등포구 대림동 1052-40 위너빌,2022318023914500040,3180000,"서울특별시 영등포구 도림로31길 4, 위너빌 105호 (대림동)",07415,01,영업/정상,유료,
피플앤드컴퍼니 주식회사,,법인,190153.128546656,448779.57454276,2026-05-16 03:03:03,U,20,영업중,2026-05-15 16:43:22,2018-12-27,,서울특별시 영등포구 양평동6가 4-2,2024318025614500011,3180000,"서울특별시 영등포구 양평로30길 14, 세종엔까뮤스퀘어 1206호 (양평동6가)",07202,01,영업/정상,유료,02-6951-1033
동방직업소개소,,개인,190735.069632546,443454.76534594,2026-05-16 03:03:03,U,20,영업중,2026-05-15 17:31:24,2024-10-10,,서울특별시 영등포구 대림동 1052-23,2024318025614500047,3180000,"서울특별시 영등포구 도림로31길 8-5, 1층 (대림동)",07415,01,영업/정상,유료,
