사업장명,사업자등록번호,종별명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,배출시설연간가동일수,배출시설조업시간,환경업무구분명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,주생산품명,방지시설연간가동일수,방지시설조업시간,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,업종구분명
현대하임에이치플랫폼일반사모투자회사2호,3628703584,5종,부동산 임대업,,200701.142404743,451316.536804153,2026-05-16 03:03:03,U,11,영업,,,대기배출업소관리,2026-05-15 10:11:46,2015-12-24,,서울특별시 중구 광희동2가 238-1,301000021201500141,3010000,,,,서울특별시 중구 퇴계로 334 (광희동2가),04614,,01,영업/정상,,,02-2269-1375,부동산 임대업
창강산업(주),2028101531,5종,,2026-05-14,198448.848428937,451658.304454683,2026-05-16 03:03:03,U,4,폐쇄,,,대기배출업소관리,2026-05-15 10:48:36,2015-12-28,,,301000021201500150,3010000,,,,"서울특별시 중구 남대문로10길 9 (삼각동, 경기빌딩)",04540,,04,취소/말소/만료/정지/중지,,,02-733-8018,
농협은행 주식회사(아이엠에셋일반사모부동산투자신탁11호),1048639742,4종,부동산업,,198369.020077906,451788.065867725,2026-05-16 03:03:03,U,11,영업,120,8,대기배출업소관리,2026-05-15 09:33:32,2015-12-14,,서울특별시 중구 다동 85 대우조선해양,301000021201500082,3010000,,,,"서울특별시 중구 남대문로 125, 대우조선해양 (다동)",04521,,01,영업/정상,,,02-2129-0574,부동산업
(주)티에스개발 로제우스 레포츠센터,1018527522,4종,종합 스포츠시설 운영업,,196196.102280624,456120.471852388,2026-05-16 03:03:03,U,11,영업,361,11,대기배출업소관리,2026-05-15 16:58:40,2015-12-21,,서울특별시 종로구 구기동 105-1,300000021201500069,3000000,,361,,서울특별시 종로구 진흥로 446 (구기동),03012,,01,영업/정상,,,02-2085-7991,종합 스포츠시설 운영업
을지트윈타워,1288569380,4종,부동산업,,199693.302714092,451535.867322585,2026-05-16 03:03:03,U,11,영업,300,12,대기배출업소관리,2026-05-15 10:11:54,2018-03-06,,서울특별시 중구 을지로4가 323,301000021201800002,3010000,,300,,서울특별시 중구 을지로 170 (을지로4가),04548,,01,영업/정상,,,02-3706-7300,부동산업
대하모터스,6075521941,5종,자동차 종합 수리업,,167748.088304308,437789.138942737,2026-05-16 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-05-15 15:48:37,2000-11-22,,인천광역시 미추홀구 학익동 587-147,351050021199600001,3510500,,300,,인천광역시 미추홀구 아암대로227번길 70-36 (학익동),,,01,영업/정상,,,,자동차 종합 수리업
(주)에이에스에이텍,1198155526,5종,그외 기타 전자부품 제조업,,174537.757435988,432906.030064938,2026-05-16 03:03:03,U,11,영업,,,대기배출업소관리,2026-05-15 13:02:00,2015-12-10,,인천광역시 남동구 고잔동 120-3,353000021201500017,3530000,,300,,인천광역시 남동구 청능대로484번길 8-13 (고잔동),21686,,01,영업/정상,,,070-5038-5130,그외 기타 전자부품 제조업
현대영통서비스(주),1248637753,5종,자동차 수리 및 세차업,,205587.387937865,417187.25554419,2026-05-16 03:03:03,U,11,영업,300,6,대기배출업소관리,2026-05-15 17:20:21,2005-10-31,,경기도 수원시 영통구 영통동 77-8,561000021200500004,3740000,,300,,경기도 수원시 영통구 영통로345번길 15 (영통동),,,01,영업/정상,,,,자동차 수리 및 세차업
(주)성우테크,1308679345,5종,기계장비 조립용 플라스틱제품 제조업,2026-05-15,180588.684385236,445679.795466876,2026-05-16 03:03:03,U,4,폐쇄,300,8,대기배출업소관리,2026-05-15 16:57:36,2017-01-06,,경기도 부천시 원미구 도당동 160-11,386000021201700002,3860000,"키패드,전자부품",300,,"경기도 부천시 원미구 평천로812번길 43, 5층 (도당동)",14521,,04,취소/말소/만료/정지/중지,,,032-665-2386,기계장비 조립용 플라스틱제품 제조업
(주)경동나비엔,,4종,가정용 비전기식 조리 및 난방기구 제조업,,206636.23689116,389646.90537981,2026-05-16 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-05-15 17:40:48,1989-12-29,,경기도 평택시 세교동 437-3,391000021198900011,3910000,보일러,300,,경기도 평택시 경기대로 663 (세교동),,,01,영업/정상,,,,가정용 비전기식 조리 및 난방기구 제조업
이엔텍솔루션,4132600619,5종,도장 및 기타 피막처리업,2026-05-15,180738.274963784,446233.897132514,2026-05-16 03:03:03,U,4,폐쇄,300,8,대기배출업소관리,2026-05-15 16:58:31,2010-08-26,,경기도 부천시 오정구 내동 202-4 5층,386000021201000038,3860000,도장임가공,300,,"경기도 부천시 오정구 수도로 157 (내동,5층)",,,04,취소/말소/만료/정지/중지,,,032-472-7450,도장 및 기타 피막처리업
(주)경동케미칼,2088130859,5종,혼성 및 재생 플라스틱 소재 물질 제조업,,191638.958417475,393544.934363548,2026-05-16 03:03:03,U,11,영업,,,대기배출업소관리,2026-05-15 08:57:42,2025-04-25,,경기도 평택시 청북읍 삼계리 402-6,391000021202500026,3910000,,,,경기도 평택시 청북읍 청북중앙로 298-35,17800,,01,영업/정상,,,,혼성 및 재생 플라스틱 소재 물질 제조업
