건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,주식회사 엑스엔트,,175261.519298799,446199.289952872,,비디오물제작업,2026-04-08 22:38:38,I,13,영업중,비디오물,79.59,,2026-04-07 13:12:17,,2026-04-07,,인천광역시 부평구 청천동 ***-* 부평테크시티 ***호,CDFF1241072026000004,3540000,,"인천광역시 부평구 부평대로 ***, 부평테크시티 ***호 (청천동)",21315,01,영업/정상,,,,,,
,케이투씨지(K2CG),,175933.118151215,443984.215965564,,비디오물제작업,2026-04-08 22:38:38,I,13,영업중,동영상,59.46,,2026-04-07 17:49:54,,2026-04-07,,인천광역시 부평구 부평동 ***-* ***호,CDFF1241072026000005,3540000,,"인천광역시 부평구 부흥로***번길 *, ***호 (부평동)",21391,01,영업/정상,,,,,,
,지지스튜디오,,190512.495202709,455441.518600571,,비디오물제작업,2026-04-08 21:08:30,I,13,영업중,영상물,64,,2026-04-07 17:04:29,,2026-04-07,,경기도 고양시 덕양구 향동동 *** 한일미디어타워,CDFF1241072026000044,3940000,,"경기도 고양시 덕양구 꽃마을로 **, 한일미디어타워 ***호 (향동동)",10546,01,영업/정상,,,,,,
,주식회사 나인제로원코퍼레이션,,166542.983302429,460146.42097319,,비디오물제작업,2026-04-08 21:08:32,I,13,영업중,"1인 방송, 유튜브, 기업 및 기타 홍보영상",1.65,,2026-04-07 10:01:14,,2026-04-07,,경기도 김포시 구래동 ****-**,CDFF1241072026000013,4090000,,"경기도 김포시 김포한강*로**번길 **, ***-A**호 (구래동)",10071,01,영업/정상,,,,,,
,하이신피디,,228076.678949874,449085.130366244,,비디오물제작업,2026-04-08 21:38:31,I,13,영업중,비디오물,26,,2026-04-07 17:50:33,,2026-04-07,,경기도 양평군 양서면 양수리 ***-**,CDFF1241072026000002,4170000,,"경기도 양평군 양서면 양수로***번길 **, ***호",12585,01,영업/정상,,,,,,
,오즈팩토리,,202372.912023599,451536.680876573,,비디오물제작업,2026-04-08 22:08:31,I,13,영업중,"홍보, 광고, 모션그래픽 영상, 동영상 콘텐츠",25.35,,2026-04-07 14:22:50,,2026-04-07,,서울특별시 성동구 하왕십리동 **** 센트라스,CDFF1241072026000028,3030000,,"서울특별시 성동구 왕십리로 ***, 센트라스 ***타워 ***호 (하왕십리동, 센트라스)",04701,01,영업/정상,,,,,,
,디자인 펜슬,,194183.438617956,457350.932047179,,비디오물제작업,2026-04-08 22:38:39,I,13,영업중,홍보용 비디오물,59.99,,2026-04-07 10:34:31,,2026-04-07,,서울특별시 은평구 불광동 *** 북한산현대힐스테이트*차아파트,CDFF1241072026000005,3110000,,"서울특별시 은평구 불광로 ***-**, ****동 ***호 (불광동, 북한산현대힐스테이트*차아파트)",03362,01,영업/정상,,,,,,
,주식회사 라온커뮤니케이션즈,,185104.20167753,450725.785084054,,비디오물제작업,2026-04-08 22:08:31,I,13,영업중,"동영상, 방송프로그램, 홍보영상",36.99,,2026-04-07 13:33:31,,2019-10-04,,서울특별시 강서구 마곡동 ***-* 발산W타워 ***호,CDFF1241072026000034,3150000,,"서울특별시 강서구 공항대로 ***, 발산W타워 ***호 (마곡동)",07806,01,영업/정상,,,,,,
,주식회사 네트콤,,188669.484398215,444010.738380277,,비디오물제작업,2026-04-08 22:07:54,I,13,영업중,"광고,홍보 및 비디오물 제작",129.9,,2026-04-07 10:21:46,,2023-07-06,,서울특별시 구로구 구로동 ****,CDFF1241072026000010,3160000,,"서울특별시 구로구 경인로 ***, E***,***,***호 (구로동)",08278,01,영업/정상,,,,,,
기타,토모플래닝,,165691.300803676,454727.468962316,,비디오물제작업,2026-04-08 03:03:03,U,13,영업중,세미나 영상 중계 촬영,33,3,2026-04-07 18:23:08,,2023-02-06,,인천광역시 서구 오류동 ****-* 오덕프라자 *동 ***호,CDFF1241072023000003,3560000,,"인천광역시 서구 보듬*로 *, 오덕프라자 *동 ***호 (오류동)",22666,01,영업/정상,,,,,4,1
,뮤즈엔터테인먼트,,169154.170122876,432697.860189813,,비디오물제작업,2026-04-08 03:03:03,U,13,영업중,동영상 제작,98.98,,2026-04-07 13:42:00,,2022-05-24,,인천광역시 연수구 송도동 *-* 송도프라자,CDFF1241072022000006,3520000,,"인천광역시 연수구 신송로 ***, 송도프라자 ***호 (송도동)",21994,01,영업/정상,,,,,,
