사업장명,사업자등록번호,종별명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,배출시설연간가동일수,배출시설조업시간,환경업무구분명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,주생산품명,방지시설연간가동일수,방지시설조업시간,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,업종구분명
중랑자동차공업주식회사,2048185861,5종,자동차 수리업,,206440.36766806,454616.462699465,2026-04-08 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-07 09:12:29,1984-08-20,,서울특별시 중랑구 중화동 209-3,306000021199800002,3060000,,300,,서울특별시 중랑구 망우로 191 (중화동),,,01,영업/정상,,,02-438-8600,자동차 수리업
광진구시설관리공단 중곡동문화체육센터,2068207233,4종,공공관계 서비스업,,207416.176199123,451726.824779759,2026-04-08 03:03:03,U,11,영업,320,8,대기배출업소관리,2026-04-07 19:35:56,2015-12-10,,서울특별시 광진구 중곡동 168-8 중곡문화체육센터,304000021201500021,3040000,,320,,"서울특별시 광진구 능동로 433, 중곡문화체육센터 (중곡동)",04904,,01,영업/정상,,,02-3408-4947,공공관계 서비스업
현대자동차(주)양재동 사옥,1018109147,4종,승용차 및 기타 여객용 자동차 제조업,,203705.426304066,440222.152896766,2026-04-08 03:03:03,U,5,제외사항,,,대기배출업소관리,2026-04-07 16:17:02,2020-09-09,,,321000021202000009,3210000,,,,서울특별시 서초구 헌릉로 12 (내곡동),06794,,05,제외/삭제/전출,,,34644528,승용차 및 기타 여객용 자동차 제조업
가락알파마트(주),3018801138,5종,부동산업,2026-04-07,209219.191144283,444182.219682377,2026-04-08 03:03:03,U,4,폐쇄,250,12,대기배출업소관리,2026-04-07 17:16:48,2025-01-02,,서울특별시 송파구 석촌동 254-1 파크팰리스,323000021202400044,3230000,,,,"서울특별시 송파구 가락로12길 4 (석촌동, 파크팰리스)",05695,,04,취소/말소/만료/정지/중지,,,02-413-5656,부동산업
대진기업,1371628878,5종,,,170269.67361723,443312.684279994,2026-04-08 03:03:03,U,11,영업,0,0,대기배출업소관리,2026-04-07 17:43:08,2001-09-25,,인천광역시 서구 가좌동 173-67,356000021200102887,3560000,,0,,인천광역시 서구 염곡로 73 (가좌동),,,01,영업/정상,,,,
(주)엘엠에스,2148629653,5종,광학렌즈 및 광학요소 제조업,,197492.952676142,432600.925880125,2026-04-08 03:03:03,U,11,영업,,,대기배출업소관리,2026-04-07 08:34:31,2020-04-14,,경기도 안양시 동안구 관양동 908-5,383000021202000005,3830000,,240,,경기도 안양시 동안구 흥안대로 457-56 (관양동),14058,,01,영업/정상,,,031-421-2345,광학렌즈 및 광학요소 제조업
(주)키프로토,1258627447,4종,자동차용 신품 조향장치 및 현가장치 제조업,,193913.636739445,395474.453402138,2026-04-08 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-07 10:16:35,2018-07-24,,경기도 평택시 청북읍 고렴리 527-13,391000021201800033,3910000,,300,,경기도 평택시 청북읍 고렴길 165,17794,,01,영업/정상,,,031-686-5851,자동차용 신품 조향장치 및 현가장치 제조업
현대1급동부공업사,1283527478,5종,자동차 종합 수리업,,178648.348539598,465306.669942615,2026-04-08 03:03:03,U,11,영업,,,대기배출업소관리,2026-04-07 16:39:47,2025-06-10,,경기도 고양시 일산서구 덕이동 219-19,394000021202500006,3940000,,300,,경기도 고양시 일산서구 덕이로 4 (덕이동),10237,,01,영업/정상,,,,자동차 종합 수리업
케이씨씨오토리움(주)강동지점,1268149212,5종,자동차 종합 수리업,,216949.047758844,449782.800728923,2026-04-08 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-07 18:00:53,2019-04-15,,경기도 하남시 풍산동 590-3,404000021201900003,4040000,수리된 자동차,300,,경기도 하남시 미사강변중앙로 33 (풍산동),12939,,01,영업/정상,,,031-793-0200,자동차 종합 수리업
(주)씨앤씨코리아,1328198265,5종,기타 건축용 플라스틱 조립제품 제조업,,220430.955989504,470585.068858863,2026-04-08 03:03:03,U,11,영업,300,8,대기배출업소관리,2026-04-07 14:39:42,2025-10-27,,경기도 남양주시 진접읍 진벌리 177-1 외 1필지,399000021202500016,3990000,,300,,경기도 남양주시 진접읍 진벌로247번길 26,12021,,01,영업/정상,,,031-573-6453,기타 건축용 플라스틱 조립제품 제조업
