사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
뉴욕상하이컨설팅그룹주식회사,2026-04-07,법인,198213.955223154,452045.296742706,2026-04-08 03:03:03,U,50,타시군구이관,2026-04-07 10:18:40,2018-04-16,,서울특별시 종로구 청진동 128 Tower 8,2022300020214500006,3000000,"서울특별시 종로구 종로5길 7, Tower 8 7층 (청진동)",03157,05,제외/삭제/전출,유료,
금빛행정사사무소,,개인,200612.848675101,451299.379284015,2026-04-08 03:03:03,U,20,영업중,2026-04-07 13:01:44,2025-07-10,,서울특별시 중구 광희동2가 266 성우빌딩,2025301024314500007,3010000,"서울특별시 중구 퇴계로 324, 성우빌딩 3층 (광희동2가)",04614,01,영업/정상,유료,
(주)안전인력개발,2026-04-07,법인,192700.430929896,453519.463895899,2026-04-08 03:03:03,U,40,폐업,2026-04-07 13:18:40,2002-05-03,,서울특별시 은평구 응암동 694-1 응암우성아파트,2002311008811500009,3110000,"서울특별시 은평구 가좌로7나길 30, 상가동 1층 1-4호 (응암동, 응암우성아파트)",03483,03,폐업,유료,02-304-4404
(주)사람인,,법인,184449.736274095,451015.135227088,2026-04-08 03:03:03,U,20,영업중,2026-04-07 20:37:12,2018-07-25,,서울특별시 강서구 마곡동 769,2025315020114500004,3150000,"서울특별시 강서구 공항대로 165, C동 11층 (마곡동)",07800,01,영업/정상,유료,
LG직업소개소,,개인,190725.315270263,443395.289736462,2026-04-08 03:03:03,U,20,영업중,2026-04-07 16:31:42,2022-10-23,,서울특별시 영등포구 대림동 1052-40 위너빌,2022318023914500040,3180000,"서울특별시 영등포구 도림로31길 4, 위너빌 105호 (대림동)",07415,01,영업/정상,유료,
동북아취업,,개인,190708.958244047,443417.119557487,2026-04-08 03:03:03,U,20,영업중,2026-04-07 16:35:11,2024-10-04,,서울특별시 영등포구 대림동 1052-35,2024318025614500045,3180000,"서울특별시 영등포구 도림로31길 6, 지하층 (대림동)",07415,01,영업/정상,유료,
양지취업컨설팅,,개인,190686.640202175,443515.170917694,2026-04-08 03:03:03,U,20,영업중,2026-04-07 16:32:50,2011-02-11,,서울특별시 영등포구 대림동 808번지 26호 영진빌딩 301호,2011318016714500009,3180000,"서울특별시 영등포구 대림로29길 43, 301호 (대림동, 영진빌딩)",07415,01,영업/정상,유료,070-4248-3049
참조은직업소개소,,개인,190723.173909299,443412.466147052,2026-04-08 03:03:03,U,20,영업중,2026-04-07 16:34:06,2016-09-13,,서울특별시 영등포구 대림동 1052번지 37호,2016318019714500038,3180000,"서울특별시 영등포구 도림로31길 4-2 (대림동, 지하)",07415,01,영업/정상,유료,
주식회사 인재에이치알,,법인,204234.304530878,445562.082313461,2026-04-08 03:03:03,U,20,영업중,2026-04-07 09:13:08,2016-11-21,,서울특별시 강남구 삼성동 44번지 38호 이룸빌딩,2016322016314500054,3220000,"서울특별시 강남구 봉은사로67길 7, 이룸빌딩 3층 (삼성동)",06097,01,영업/정상,유료,02-546-0706
비엠피에이치알,,개인,,,2026-04-08 03:03:03,U,20,영업중,2026-04-07 13:27:29,2019-07-22,,서울특별시 송파구 문정동 651번지 10호 파트너스1 909호,2019323025914500019,3230000,"서울특별시 송파구 법원로 92, 파트너스1 909호 (문정동)",05855,01,영업/정상,유료,
(주)부모맘행복아이,,법인,211490.301311223,449192.701621919,2026-04-08 03:03:03,U,20,영업중,2026-04-07 14:01:56,2009-04-20,,서울특별시 강동구 천호동 301-25,2009324013914500005,3240000,"서울특별시 강동구 천중로 79, 3층 (천호동)",05321,01,영업/정상,유료,02-477-3575
