건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,명동전자,2012-04-23,199526.416139264,451693.211256949,유통관련업,게임물제작업,2026-04-08 22:34:13,I,03,폐업,게임물,,,2012-04-24 09:49:30,,1999-11-12,100-340,서울특별시 중구 산림동 ***-* 대림상가 라열 ***호,CDFF2241081999000005,3010000,,"서울특별시 중구 을지로 ***  (산림동,대림상가 라열 ***호)",,03,폐업,,,,22729397,,
,알파소프트,2013-03-21,199526.416139264,451693.211256949,유통관련업,게임물제작업,2026-04-08 22:34:13,I,03,폐업,게임물,,,2013-03-26 17:11:50,,1999-12-10,100-340,서울특별시 중구 산림동 ***-* 대림상가 ***호,CDFF2241081999000006,3010000,,"서울특별시 중구 을지로 ***  (산림동,대림상가 ***호)",,03,폐업,,,,22781572,,
,삼우영상시스템,2019-04-08,199526.416139264,451693.211256949,유통관련업,게임물제작업,2026-04-08 22:34:13,I,03,폐업,아케이드게임물,30,,2019-04-08 09:43:55,,1999-11-26,,서울특별시 중구 산림동 ***-* 대림상가 가열 ***호,CDFF2241081999000009,3010000,,"서울특별시 중구 을지로 ***, 가열***호 (산림동, 대림상가)",04545,03,폐업,,,,22632667,,
,부성전자,2018-05-15,199526.416139264,451693.211256949,유통관련업,게임물제작업,2026-04-08 22:34:13,I,03,폐업,게임물,0,,2018-05-15 17:02:00,,1999-11-19,,서울특별시 중구 산림동 ***-* *층 제***호,CDFF2241081999000018,3010000,,"서울특별시 중구 을지로 ***  (산림동,*층 제***호)",,03,폐업,,,,22676469,,
,(주)유항사,2006-07-19,199534.329650967,451608.222852119,유통관련업,게임물제작업,2026-04-08 22:34:13,I,03,폐업,게임물,,,2006-10-27 17:45:45,,2000-04-17,100-848,서울특별시 중구 을지로*가 *-* 대림상가 ***호,CDFF2241082000000001,3010000,,"서울특별시 중구 을지로 ***  (을지로*가,대림상가 ***호)",,03,폐업,,,,22646135,,
,미성전자,2007-01-25,199526.416139264,451693.211256949,유통관련업,게임물제작업,2026-04-08 22:34:13,I,03,폐업,,,,2007-01-25 14:29:01,,2000-10-04,100-340,서울특별시 중구 산림동 ***-* 대림아파트 ***-*,CDFF2241082000000002,3010000,,"서울특별시 중구 을지로 ***  (산림동,대림아파트 ***-*)",,03,폐업,,,,,,
,선두,2011-11-28,199534.329650967,451608.222852119,유통관련업,게임물제작업,2026-04-08 22:34:13,I,03,폐업,"전기전자제품수리,전지전자제품",10,,2011-11-29 09:13:14,,2000-07-26,,서울특별시 중구 을지로*가 *-* 대림상가 ***-*호,CDFF2241082000000015,3010000,,"서울특별시 중구 을지로 ***  (을지로*가,대림상가 ***-*호)",,03,폐업,,,,22780073,,
,골드소프트,2008-11-06,199521.200809167,451751.424132583,유통관련업,게임물제작업,2026-04-08 22:34:13,I,03,폐업,오락기 PCB (아케이드),,,2008-11-06 10:29:01,,2000-09-02,100-340,서울특별시 중구 산림동 ***-* 청계상가 가열 ***호,CDFF2241082000000024,3010000,,"서울특별시 중구 청계천로 ***  (산림동,청계상가 가열 ***호)",,03,폐업,,,,22850410,,
,은하전자,2007-03-27,,,유통관련업,게임물제작업,2026-04-08 22:34:13,I,03,폐업,게임물,,,2007-09-27 11:54:33,,2000-02-19,100-340,서울특별시 중구 산림동 ***번지 청계아파트 ***호,CDFF2241082000000043,3010000,,,,03,폐업,,,,22635635,,
,(주)두산,2011-06-16,200703.625559248,451836.458256618,유통관련업,게임물제작업,2026-04-08 22:34:13,I,03,폐업,,,,2011-06-16 17:49:40,,2001-08-30,100-851,서울특별시 중구 을지로*가 **-** 두산타워 **층,CDFF2241082001000002,3010000,,"서울특별시 중구 장충단로 ***  (을지로*가,두산타워 **층)",,03,폐업,,,,,,
,(주)코암소프트,2009-08-31,199526.416139264,451693.211256949,유통관련업,게임물제작업,2026-04-08 22:34:13,I,03,폐업,게임물(아케이드),22.3,,2009-08-31 17:28:18,,2001-05-26,,서울특별시 중구 산림동 ***-* 대림상가 ****호,CDFF2241082001000004,3010000,,"서울특별시 중구 을지로 ***  (산림동,대림상가 ****호)",,03,폐업,,,,22753836,,
