사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
일개미인력,2026-01-21,개인,188176.573165085,448436.917378691,2026-04-27 22:30:25,I,40,폐업,2026-01-22 16:30:34,2025-10-22,,서울특별시 양천구 목동 738-5 지하1층,2025314027214500005,3140000,"서울특별시 양천구 목동중앙남로10길 10, 지하1층 (목동)",07960,03,폐업,유료,
승리인력 직업소개소,,개인,188300.030631845,449618.577927857,2026-04-27 22:30:24,I,20,영업중,2024-11-25 17:16:57,2021-10-19,,서울특별시 양천구 목동 601-1,2021314016714500004,3140000,"서울특별시 양천구 공항대로 570, 3층 302호 (목동)",07947,01,영업/정상,유료,02-3665-4498
생활인력,,개인,184773.372180974,448101.585239722,2026-04-27 22:30:24,I,20,영업중,2026-04-09 14:39:27,2019-10-10,,서울특별시 양천구 신월동 166-4,2021314016714500005,3140000,"서울특별시 양천구 남부순환로 358, 3층 (신월동)",07910,01,영업/정상,유료,
삼성인력개발원,,개인,187908.613114643,447909.376500792,2026-04-27 22:30:24,I,20,영업중,2024-10-24 15:35:56,2002-11-13,,서울특별시 양천구 목동 792-1,2023314016714522223,3140000,"서울특별시 양천구 목동중앙서로7가길 39, 3층 301호 (목동)",07965,01,영업/정상,유료,02-2600-0015
초이인력,,개인,185039.127935307,448077.855039059,2026-04-27 22:30:24,I,20,영업중,2024-08-27 20:56:58,2024-06-24,,서울특별시 양천구 신월동 143-2,2024314016714500003,3140000,"서울특별시 양천구 곰달래로5길 63, 3층 (신월동)",07920,01,영업/정상,유료,26201911
해종인력(주),,법인,186633.280484499,446676.494372328,2026-04-27 22:30:24,I,20,영업중,2024-09-12 09:33:10,2024-09-12,,"서울특별시 양천구 신정동 1193-4 , 101호",2024314016714500004,3140000,"서울특별시 양천구 신월로 254, 101호 (신정동)",08057,01,영업/정상,유료,02-2605-5446
가이맘 헬퍼114,,개인,186184.260581501,446361.089498952,2026-04-27 22:30:24,I,20,영업중,2025-07-08 09:49:10,2024-09-12,,"서울특별시 양천구 신월동 601-9 , 3층",2024314016714500005,3140000,"서울특별시 양천구 신월로20길 6-1, 3층 (신월동)",08064,01,영업/정상,유료,02-6402-3777
하나로인력직업소개소,,개인,186622.932613016,447047.179911089,2026-04-27 22:30:24,I,20,영업중,2024-12-03 09:22:56,2005-09-26,,"서울특별시 양천구 신월동 474-18 , 2층 202호",2024314016714500006,3140000,"서울특별시 양천구 중앙로51길 8-6, 2층 202호 (신월동)",07933,01,영업/정상,유료,02-3665-4498
(주)한국주택이엔씨,,법인,189645.577035228,448883.249477683,2026-04-27 22:30:24,I,20,영업중,2025-01-20 20:50:33,2011-06-22,,서울특별시 양천구 목동 900-4 신목동역 LT SAMBO 지식산업센터 M.OK 1동 707호,2024314016714500007,3140000,"서울특별시 양천구 안양천로 1131, 신목동역 LT SAMBO 지식산업센터 M.OK 1동 707호 (목동)",07978,01,영업/정상,유료,02-869-0703
주식회사 월드잡 커리어,,법인,187324.561350406,446982.136451416,2026-04-27 22:30:24,I,20,영업중,2025-03-11 15:05:41,2024-12-16,,서울특별시 양천구 신정동 952-6 4층 일부,2025314027214500002,3140000,"서울특별시 양천구 오목로 180, 4층 일부 (신정동)",08020,01,영업/정상,유료,
가족간병인협회,,개인,187955.121454906,449649.016215774,2026-04-27 22:30:24,I,20,영업중,2025-03-13 17:40:01,2025-03-13,,"서울특별시 양천구 목동 960 , 209호-6, 7호",2025314027214500003,3140000,"서울특별시 양천구 목동중앙북로 7, 209호-6, 7호 (목동, 목동신한)",07946,01,영업/정상,유료,
조이맘(JOYMOM),,개인,188895.038246007,448694.803035051,2026-04-27 22:30:25,I,20,영업중,2025-04-10 15:39:34,2025-04-10,,"서울특별시 양천구 목동 199-46 , 401호",2025314027214500004,3140000,"서울특별시 양천구 목동중앙로 135, 401호 (목동)",07977,01,영업/정상,유료,
태강인력,,개인,185894.242986273,451846.093543023,2026-04-27 03:03:03,U,20,영업중,2026-04-26 17:40:14,2005-12-08,,서울특별시 강서구 가양동 154-8,2005315007611500028,3150000,"서울특별시 강서구 양천로 345, 4층 (가양동)",07523,01,영업/정상,유료,
코리아인력개발(주),,법인,187191.934901018,450356.863101586,2026-04-27 22:30:23,I,70,등록취소,2006-07-21 12:08:21,1993-08-09,,서울특별시 강서구 등촌동 654번지 43호 동선연립 가,1993314010211500001,3140000,"서울특별시 강서구 공항대로45나길 28, 가동 (등촌동,동선연립)",,04,취소/말소/만료/정지/중지,유료,
신정직업소개소,,개인,187090.825913798,446056.817966497,2026-04-27 22:30:23,I,20,영업중,2020-10-21 14:43:30,2000-12-27,,서울특별시 양천구 신정동 1052번지 25호 2층,2000314007011500002,3140000,"서울특별시 양천구 중앙로 224, 2층 (신정동)",,01,영업/정상,유료,02-2654-8960
